nome,partido,uf,PDC 160/1995,PDC 443/1994,PDC 451/1995,PDC 451/1995,PDC 451/1995,PDC 452/1995,PDC 452/1995,PDC 95/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 182/1994,PEC 182/1994,PEC 3/1995,PEC 3/1995,PEC 3/1995,PEC 3/1995,PEC 3/1995,PEC 3/1995,PEC 3/1995,PEC 3/1995,PEC 3/1995,PEC 4/1995,PEC 4/1995,PEC 4/1995,PEC 4/1995,PEC 48/1995,PEC 48/1995,PEC 5/1995,PEC 5/1995,PEC 5/1995,PEC 5/1995,PEC 5/1995,PEC 6/1995,PEC 6/1995,PEC 6/1995,PEC 6/1995,PEC 6/1995,PEC 6/1995,PEC 6/1995,PEC 6/1995,PEC 6/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PL 1088/1995,PL 1088/1995,PL 1236/1995,PL 1236/1995,PL 154/1995,PL 1670/1989,PL 1727/1991,PL 180/1995,PL 180/1995,PL 180/1995,PL 180/1995,PL 180/1995,PL 180/1995,PL 180/1995,PL 180/1995,PL 194/1995,PL 199/1995,PL 199/1995,PL 233/1995,PL 2331/1991,PL 305/1991,PL 373/1995,PL 373/1995,PL 373/1995,PL 373/1995,PL 3804/1993,PL 3981/1993,PL 40/1995,PL 4109/1993,PL 426/1995,PL 426/1995,PL 4386/1994,PL 4555/1994,PL 4645/1994,PL 47/1995,PL 4792/1990,PL 4851/1994,PL 4851/1994,PL 4851/1994,PL 642/1995,PL 869/1995,PL 869/1995,PL 899/1995,PL 899/1995,PL 914/1995,PL 992/1995,PLP 9/1995,PRC 1/1995,PRC 21/1995,PRC 229/1994
Wellington Fagundes,PL,MT,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,-1,0,-1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,-1,1,1,0,1,-1,0,0,-1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,-1,-1,1,1,1,-1,1,1,0,1,1,-1,-1,1,0,-1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,-1,-1,0,0,0,1,1,1,-1,0,0,1,1,1,0,1,1
Paulo Rocha,PT,PA,1,-1,-1,0,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,0,-1,1,1,-1,-1,-1,-1,1,0,1,1,-1,-1,1,-1,1,-1,-1,1,-1,0,0,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,0,0,1,1,0,1,-1,-1,-1,-1,-1,1,0,1,1,-1,1,-1,0,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,0,1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,1,-1,1
José Priante,PMDB,PA,1,1,0,0,0,0,0,1,1,1,-1,-1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,-1,-1,0,0,1,1,0,1,-1,-1,0,1,-1,-1,-1,1,1,1,-1,-1,0,1,1,0,-1,-1,1,-1,-1,1,1,1,1,1,1,0,1,0,-1,0,0,0,-1,-1,-1,1,1,-1,1,-1,1,1,-1,0,1,-1,1,-1,1,1,1,-1,1,1,-1,-1,0,0,0,1,1,-1,0,1,1,0,0,1,1,0
Vic Pires Franco,PFL,PA,0,0,0,0,0,0,0,1,1,1,-1,-1,1,0,1,1,1,0,-1,-1,1,1,1,1,1,0,0,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,0,1,0,-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,1,1,1,-1,-1,1,1,0,0,0,1,1,-1,1,1,1,1,0,0,0,-1,1,1,1,1,1,1,1,0,-1,1,0,0,0,0,0,-1,1,-1,0,1,0,0,1,0
Enivaldo Ribeiro,PPB,PB,0,0,0,0,0,0,0,0,1,1,-1,1,1,0,1,1,1,0,-1,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,1,0
Severino Cavalcanti,PPB,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pedro Corrêa,PPB,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Roberto Freire,PPS,PE,0,0,-1,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1
Inocêncio Oliveira,PFL,PE,1,1,0,0,0,0,0,1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,0,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,0,-1,1,0,0,0,1,1,-1,1,-1,1,0,1,1,1,0
Luiz Piauhylino,PSDB,PE,-1,0,0,0,0,0,0,0,1,1,-1,-1,1,0,1,1,1,0,-1,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,1,-1,-1,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,1,-1,0,0,1,1,1,0,1,0
Renildo Calheiros,PCdoB,PE,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,-1
Mussa Demes,PFL,PI,0,1,1,0,1,1,1,1,1,1,-1,-1,1,0,1,1,1,0,-1,-1,1,1,1,1,0,1,-1,-1,1,1,-1,1,-1,1,1,0,1,1,-1,1,1,0,1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,-1,-1,0,0,-1,1,0,1,1,1,1,1,-1,1,0,1,0,1,0,1,1,-1,1,0,1,1,0,0,0,1,-1,1,1,0,1,1,1
Paes Landim,PFL,PI,1,1,1,0,1,1,1,1,1,1,-1,0,1,0,1,1,1,0,0,-1,1,1,1,1,1,0,1,-1,1,1,-1,1,-1,1,1,-1,0,1,-1,1,0,0,1,0,0,1,-1,1,1,1,-1,-1,-1,-1,1,0,1,1,0,0,0,0,0,-1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,-1,0,1,-1,1,0,1,1,0,1,0,-1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,-1,-1,1,0,0,0,-1,1
Ciro Nogueira,PFL,PI,1,1,1,0,1,1,1,1,1,1,-1,-1,1,0,1,1,0,0,0,-1,1,1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,-1,0,1,0,0,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,0,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,0,0
Júlio Cesar,PFL,PI,1,1,0,0,0,0,0,1,-1,1,-1,-1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,-1,-1,1,1,-1,1,-1,1,1,0,1,0,0,1,1,-1,1,0,-1,1,-1,1,1,1,-1,-1,-1,0,1,0,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,0,1,0,1,-1,1,1,1,1,-1,1,1,-1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,-1,1,0,0,0,1,1,-1,1,-1,1,1,0,1,1,0
José Janene,PPB,PR,0,0,0,0,0,0,0,0,1,1,-1,1,1,0,1,1,1,0,-1,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
Paulo Bernardo,PT,PR,1,0,-1,0,1,-1,0,0,-1,-1,1,-1,-1,0,-1,-1,-1,-1,0,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,0,0,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,0,0,0,1,-1,0,-1,-1,1,1,1,0,1,-1,-1,0,-1,-1,-1,1,0,1,1,-1,1,-1,-1,-1,1,1,-1,-1,1,1,0,-1,-1,0,0,0,1,-1,-1,1,-1,-1,0,0,1,1,1,0,-1,-1,0,-1,1,0,0,-1,1,0,1,0,1
Max Rosenmann,PMDB,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moacir Micheletto,PMDB,PR,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Abelardo Lupion,PFL,PR,1,0,1,1,1,1,1,1,1,1,-1,-1,1,0,1,1,1,0,-1,-1,0,0,1,1,1,0,-1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,0,1,0,1,1,1,-1,-1,-1,-1,1,-1,1,1,0,0,0,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,0,-1,-1,1,1,-1,1,1,1,1,0,0,0,0,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,0,1,1,0,1
Luiz Carlos Hauly,PSDB,PR,-1,0,0,0,0,0,0,0,1,1,-1,1,1,0,1,1,1,0,-1,0,1,1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,0,1,1,-1,1,1,0,0,0,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,0,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,1,0,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,-1,1,0,0,0,1,1,-1,1,-1,1,1,1,0,-1,0
Simão Sessim,PPB,RJ,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,-1,1,1,0,1,0
Carlos Santana,PT,RJ,1,0,-1,0,1,1,-1,1,-1,-1,0,0,0,0,-1,-1,-1,0,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,0,0,-1,-1,1,0,0,0,0,-1,1,-1,1,0,0,1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,0,0,0,0,1,-1,-1,-1,-1,0,1,0,1,1,-1,1,0,0,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,0,-1,1,-1,0,0,0,1,1,0,-1,-1,-1,1,-1,1,1,-1,-1,0,1,0,0,1
Fernando Gonçalves,PTB,RJ,1,1,0,0,0,0,0,1,1,1,-1,-1,1,0,1,1,1,0,-1,-1,1,1,1,1,1,0,-1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,0,1,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,1,0,1,1,1,1,1,0,1,1,1,0,0,-1,1,-1,-1,-1,0,0,0,1,1,-1,1,0,1,0,1,1,0,0
Moreira Franco,PMDB,RJ,0,1,0,0,0,0,0,0,1,1,-1,0,1,0,1,1,1,0,1,-1,1,0,0,0,1,1,0,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,0,0,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,-1,0,0,0,0,0,-1,1,1,1,1,0,1,1,0,0
Alexandre Cardoso,PSB,RJ,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,0,1,1,1,1,-1,-1,1,0,0,-1,-1,1,-1,-1,1,-1,-1,1,-1,0,1,-1,1,-1,-1,-1,1,0,0,1,-1,1,-1,-1,1,1,0,0,1,1,-1,0,-1,-1,0,1,0,-1,1,-1,0,0,-1,-1,1,0,-1,-1,1,0,1,1,-1,-1,0,0,1,1,-1,-1,0,-1,-1,-1,1,0,0,0,0,0,1,-1,1,1,-1,1,1,-1,1,-1,0
Paulo Feijó,PSDB,RJ,0,1,0,0,0,0,0,0,1,1,-1,-1,1,0,0,0,1,0,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,-1,-1,-1,-1,0,-1,1,1,-1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,-1,0,0,0,0,1,1,-1,1,-1,1,1,1,0,1,0
Itamar Serpa,PSDB,RJ,-1,0,0,0,0,0,0,0,1,1,-1,-1,1,0,0,0,1,0,0,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,-1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,0,1,0,1,0
Jandira Feghali,PCdoB,RJ,0,-1,-1,0,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,0,0,0,0,1,-1,-1,-1,-1,-1,1,0,1,1,0,0,0,0,-1,1,1,0,-1,1,0,1,0,-1,-1,-1,-1,0,-1,-1,1,-1,-1,1,-1,1,1,1,-1,1,1,0,0,0,1,-1,-1,1,-1,1,1,-1
Henrique Eduardo Alves,PMDB,RN,1,1,1,0,1,1,1,0,1,1,-1,-1,1,0,1,0,1,0,-1,1,1,1,1,1,1,0,0,-1,1,1,-1,1,0,1,1,-1,1,1,-1,1,1,-1,1,-1,0,1,-1,1,1,1,-1,-1,-1,-1,1,0,1,1,-1,-1,-1,-1,0,-1,1,1,1,1,1,0,0,1,0,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,-1,1,1,1,1,0,1,-1,1,1,1,0,1,1,1
Confúcio Moura,PMDB,RO,0,1,0,0,0,0,0,1,1,1,-1,-1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,-1,-1,0,-1,1,0,0,0,1,-1,1,-1,-1,1,0,-1,-1,-1,1,-1,0,-1,-1,0,1,1,1,-1,-1,-1,-1,-1,1,0,0,1,1,0,-1,1,1,0,0,0,0,-1,1,1,0,1,-1,0,-1,1,-1,-1,0,0,-1,1,1,1,0,1,0,-1,-1,-1,1,0,0,0,0,1,0,-1,0,0,0,0,1,0,0
Alceste Almeida,PMDB,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Augusto Nardes,PPB,RS,0,0,0,0,0,0,0,0,1,-1,-1,1,1,1,1,1,0,0,1,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0
Darcísio Perondi,PMDB,RS,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,0,1,1,-1,0,-1,-1,1,1,0,-1,1,1,0,1,-1,1,-1,0,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,0,1,1,1,0,0,0,0,-1,1,1,1,1,1,1,0,1,1,-1,-1,0,-1,1,1,-1,1,1,-1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,-1,0,0,0,1,1,1,-1,0,0,1,0,1,0,0
Eliseu Padilha,PMDB,RS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Yeda Crusius,PSDB,RS,0,1,0,0,0,0,0,1,1,1,-1,1,1,0,1,1,1,0,-1,-1,1,0,0,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,0,0,1,-1,-1,-1,-1,0,1,-1,1,0,-1,1,-1,1,1,-1,-1,1,0,1,1,1,1,1,0,1,1,-1,0,0,0,0,1,1,-1,1,-1,1,0,1,1,0,0
João Pizzolatti,PPB,SC,0,0,0,0,0,0,0,0,1,1,-1,1,1,0,1,1,1,0,1,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,1,0
Luci Choinacki,PT,SC,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0
Edison Andrino,PMDB,SC,0,0,1,1,1,1,1,1,1,1,-1,-1,1,0,1,1,1,0,-1,-1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,-1,1,0,-1,1,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,-1,1,1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,1,0,0,0,1,0,1,-1,-1,1,-1,0,0,0,-1,-1,0,1,0,1,1,1
Cleonâncio Fonseca,PPB,SE,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,0,-1,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,1,-1,0,-1,0
Vadão Gomes,PPB,SP,0,0,0,0,0,0,0,0,1,1,-1,1,1,-1,0,1,1,0,-1,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Arlindo Chinaglia,PT,SP,1,-1,0,0,0,0,0,0,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,0,-1,0,0,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,0,0,0,0,1,-1,-1,-1,-1,-1,1,0,1,1,-1,1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,0,-1,-1,-1,1,-1,-1,1,-1,0,0,0,1,1,1,0,0,0,1,1,1,1,-1,-1,1,1,1,-1,0
João Paulo Cunha,PT,SP,1,-1,0,0,0,0,0,1,-1,-1,1,-1,0,0,-1,0,0,-1,0,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,0,0,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,0,1,1,1,-1,0,-1,-1,1,1,0,0,0,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,-1,0,-1,1,1,1,0,0,0,1,-1,1,1,-1,-1,1,1,1,-1,0
Ivan Valente,PT,SP,1,-1,0,0,0,0,0,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,0,1,-1,-1,-1,-1,0,1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,0,0,-1,-1,1,-1,0,1,-1,1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,0,0,0,0,1,-1,0,-1,-1,0,0,0,1,1,0,1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,1,1,0,0,0,1,-1,1,1,-1,-1,1,1,1,-1,0
José Pinotti,PMDB,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,-1,-1,-1,0,1,0,0,1,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0,-1,-1,1,-1,1,-1,-1,0,1,0,0,1,-1,1,-1,0,1,0,1,0,0,0,-1,1,-1,0,-1,1,-1,1,0,0,0,0,0,-1,0,0,1,-1,-1,1,1,1,0,1,0,-1,-1,1,0,1,1,1,1,0,1,-1,0,0,0,0,1,0,-1,1,1,0,0,0,1,0,0
Michel Temer,PMDB,SP,0,0,1,0,1,0,1,1,1,1,-1,-1,1,1,1,0,1,0,-1,0,0,0,0,0,1,1,0,-1,1,1,-1,1,-1,1,1,0,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,0,-1,-1,-1,1,1,0,1,1,1,-1,0,1,1,-1,0,1,1,1,0,1,1,-1,1,-1,1,0,-1,-1,1,-1,1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,1
Valdemar Costa Neto,PL,SP,1,0,0,0,1,0,0,1,1,1,-1,1,1,1,1,1,1,-1,0,0,1,0,1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,0,0,1,0,-1,1,-1,1,1,1,-1,-1,-1,-1,1,0,1,1,1,0,0,0,-1,-1,1,1,1,0,1,1,0,1,-1,1,0,1,1,1,1,0,1,1,-1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,-1,-1,1,-1,-1,-1,1,1,-1,0,1,1,1,0,1,1,0
