nome,partido,uf,MPV 472/2009,MPV 472/2009,MPV 472/2009,MPV 472/2009,MPV 475/2009,MPV 475/2009,MPV 475/2009,MPV 476/2009,MPV 476/2009,MPV 477/2009,MPV 477/2009,MPV 477/2009,MPV 477/2009,MPV 482/2010,MPV 483/2010,MPV 483/2010,MPV 483/2010,MPV 483/2010,MPV 483/2010,MPV 487/2010,MPV 487/2010,MPV 487/2010,MPV 493/2010,MPV 493/2010,MPV 495/2010,MPV 501/2010,PDC 2600/2010,PEC 300/2008,PEC 300/2008,PEC 446/2009,PEC 47/2003,PEC 507/2010,PEC 507/2010,PL 1481/2007,PL 1481/2007,PL 1481/2007,PL 2502/2007,PL 2502/2007,PL 2944/2004,PL 5186/2005,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5940/2009,PL 5941/2009,PL 5941/2009,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 277/2005,PLP 352/2002,PLP 352/2002,PLP 374/2008,PLP 374/2008,PLP 543/2009,PLP 543/2009,PLP 543/2009,PLV 16/2010,REQ 5670/2009,REQ 6467/2010,REQ 6468/2010,REQ 6752/2010,REQ 6918/2010,REQ 7166/2010,REQ 7447/2010,REQ 7513/2010,REQ 7535/2010,REQ 7546/2010,REQ 7575/2010
Jorge Tadeu Mudalen,DEM,SP,0,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Luciana Costa,PR,SP,-1,-1,-1,1,0,1,1,1,0,0,0,1,1,-1,0,0,0,0,0,-1,-1,1,-1,1,1,-1,0,1,1,0,1,0,0,1,-1,-1,0,1,0,-1,-1,0,1,-1,1,0,0,-1,0,-1,-1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,-1,0,0,0,0,1,1,0
Walter Ihoshi,DEM,SP,0,0,0,-1,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,-1,0,0,0,0,0,1,-1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,-1,1,1
João Oliveira,DEM,TO,0,0,0,0,-1,0,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,1,1,0,1,0,0,0,0,1,-1,1,0,1,0,0,0,0,0,0,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,-1,1,1
Davi Alcolumbre,DEM,AP,0,0,0,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Jorge Khoury,DEM,BA,0,0,0,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
Efraim Filho,DEM,PB,0,0,0,0,-1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,-1,1,0,0,0,1,0
José Carlos Aleluia,DEM,BA,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,1,0,1,1,1,0,0,0,-1,1,-1,1,0,0,0,0,0,0,1,-1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,-1,0,0,0,0,0,1,1,-1,-1,1
Paulo Magalhães,DEM,BA,-1,0,-1,1,-1,-1,1,0,0,0,0,1,0,0,0,-1,0,0,1,-1,-1,0,-1,1,1,-1,0,1,1,1,1,1,1,1,-1,-1,0,1,-1,-1,0,0,1,0,0,-1,1,1,1,-1,-1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,0,0,-1,0,0,1,0,-1,1,1
Bispo Gê Tenuta,DEM,SP,0,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0
Lira Maia,DEM,PA,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,1,1,1,1,1,1,0,0,0,-1,1,-1,1,0,0,0,0,0,-1,0,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,-1,-1,1
Rodrigo Maia,DEM,RJ,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Indio da Costa,DEM,RJ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Silas Câmara,PSC,AM,0,0,0,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,0,0,0,0,0,1,1,1,1,0,0,0,1,-1,0,0,0,0,-1,0,1,1,-1,0,0,1,0,0,-1,-1,0,1,-1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,-1,1,1,1,-1,0,1,0,0,0,0,1
Cleber Verde,PRB,MA,0,-1,-1,1,0,1,1,1,1,0,0,1,1,0,0,-1,-1,0,1,-1,-1,0,0,1,1,0,0,1,1,1,0,0,0,1,-1,-1,-1,1,0,-1,-1,1,1,1,1,-1,1,-1,1,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,-1,-1,1,0,0,0,0,0
Marcos Antonio,PRB,PE,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damião Feliciano,PDT,PB,-1,-1,-1,1,-1,0,0,1,1,0,1,1,1,0,0,-1,-1,0,0,-1,0,0,0,1,1,0,-1,1,1,1,0,1,1,1,1,-1,0,1,1,-1,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,-1,0,1,0,1,1,1,0
Betinho Rosado,DEM,RN,0,0,0,0,-1,1,1,1,1,0,0,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,1,1,0,0,1,0,1,-1,-1,-1,1,-1,1,0,0,0,0,0,0,1,-1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,0,1,0,0,0,0,-1,1,0,0,1,1,-1,0
Jurandy Loureiro,PSC,ES,-1,-1,-1,-1,-1,1,1,1,1,0,0,1,1,-1,0,-1,-1,-1,1,-1,-1,1,-1,0,1,-1,-1,1,1,1,1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,0,-1,1,-1,1,-1,0,-1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,-1,1,1,1,1,-1,-1,1
Geraldo Resende,PMDB,MS,-1,-1,-1,1,1,-1,1,0,0,0,1,1,1,-1,0,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,1,0,1,1,1,1,1,-1,0,-1,1,-1,-1,-1,1,1,-1,0,-1,1,-1,1,-1,-1,-1,1,-1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,-1,0,1,1,1,-1,-1,1
Takayama,PSC,PR,-1,-1,-1,-1,0,-1,1,0,0,1,1,1,1,0,0,-1,-1,-1,1,0,-1,0,-1,1,0,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,0,-1,1,1,-1,1,-1,1,-1,1,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,-1
Dr. Paulo César,PR,RJ,-1,-1,0,1,1,-1,1,1,1,0,0,1,1,-1,0,-1,-1,-1,1,-1,0,0,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,0,1,-1,0,-1,1,-1,0,-1,-1,0,1,1,-1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,-1,-1,1,0,1,1,1,1
Gervásio Silva,PSDB,SC,0,0,0,0,-1,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,1,0,0,0,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,-1,0,1,1,0,0,0,0,0,1,1,0
Carlos Eduardo Cadoca,PSC,PE,-1,-1,-1,-1,-1,-1,1,1,1,0,0,1,1,-1,0,0,-1,-1,0,-1,-1,1,0,0,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,0,-1,1,-1,1,-1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,-1,-1,1,1,1,1,1,1
Paulo Rubem Santiago,PDT,PE,0,-1,-1,1,-1,-1,1,1,0,0,0,1,1,0,0,-1,-1,-1,1,-1,0,1,-1,1,1,-1,0,1,1,1,1,0,0,1,-1,-1,0,1,0,-1,-1,1,1,-1,1,0,1,0,0,-1,-1,-1,1,-1,1,1,1,1,0,1,0,-1,1,1,0,1,1,1,0,1,1,0,0,0,1,-1,1,1,1,0,-1,-1,0
Major Fábio,DEM,PB,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,1,1,1,1,1,1,0,0,0,-1,1,-1,1,0,0,0,0,1,-1,1,-1,0,0,1,-1,1,1,1,1,1,1,1,1,0,1,1,1,0,-1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,-1,-1
Freire Júnior,PSDB,TO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pedro Valadares,DEM,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1
Alberto Fraga,DEM,DF,0,0,0,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,1,0,1,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,0,0,1,0,-1,-1,-1,1
José Maia Filho,DEM,PI,-1,0,0,-1,-1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,-1,1,1,1,0,0,0,0,0,0,1,-1,-1,1,0,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,-1,1,1,-1,-1,0,1,0,1,1,1
Arolde de Oliveira,DEM,RJ,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,1,1,1,0,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,-1,1,-1,0,1,1,-1,1,0,0,0,1,0,1,1,1,1,1,1,-1,0,0,0,0,1,1,0,0,-1,1,0,0,0,0,1,-1,-1,0
Geraldo Simões,PT,BA,-1,-1,-1,1,1,-1,-1,0,1,1,1,1,1,-1,0,-1,-1,-1,1,-1,-1,0,-1,1,1,-1,-1,1,0,1,1,1,1,1,-1,0,0,0,-1,-1,-1,1,1,-1,0,1,1,1,0,-1,-1,-1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1
Antonio Carlos Chamariz,PTB,AL,-1,-1,-1,0,-1,0,1,1,0,0,0,1,1,0,0,-1,-1,-1,1,-1,0,1,-1,1,0,0,-1,1,1,1,0,1,1,1,-1,0,0,1,-1,-1,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,-1,0,1,1,1,-1,-1,1
Capitão Assumção,PSB,ES,-1,-1,-1,0,0,1,1,1,0,0,0,0,0,0,0,-1,-1,-1,1,-1,-1,1,-1,0,-1,0,0,1,1,1,1,1,1,0,0,0,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,0,-1,-1,-1,1,-1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,-1,-1,1,1,1,0,0,0,1,1,-1,-1,-1
Fernando Nascimento,PT,PE,-1,-1,-1,1,-1,-1,1,0,1,1,1,1,1,-1,0,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,0,1,1,0,0,1,0,-1,-1,1,0,-1,-1,1,1,-1,0,0,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,0,-1,1,1,0,0,1,1,1,1,-1,0
Elizeu Aguiar,PTB,PI,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,0,1,-1,0,-1,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Glauber Braga,PSB,RJ,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,-1,0,-1,-1,1,1,-1,1,-1,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0
Emilia Fernandes,PT,RS,-1,-1,-1,1,1,-1,1,0,0,0,1,1,0,0,-1,0,0,0,0,-1,-1,1,-1,0,0,0,-1,1,1,0,1,0,0,1,-1,0,-1,1,1,-1,0,0,0,0,0,0,1,0,0,0,-1,-1,1,-1,1,1,1,0,0,0,0,0,0,1,-1,1,1,0,0,0,1,1,0,0,0,-1,0,1,0,0,1,1,0
Roberto Alves,PTB,SP,-1,-1,0,1,-1,-1,1,1,-1,0,1,1,1,-1,0,-1,-1,-1,1,-1,-1,1,0,1,1,-1,0,0,0,1,1,1,1,1,-1,-1,-1,1,-1,0,-1,1,1,-1,1,-1,1,-1,1,0,0,0,1,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,-1,1,1
Paulo Rattes,PMDB,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,1,1,0,0,0,0,-1,1,-1,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Fernando Marroni,PT,RS,-1,0,-1,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,-1,1,-1,1,1,-1,-1,1,0,0,1,1,1,1,-1,0,0,0,-1,1,-1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,-1,-1,-1,-1,1,0,0,0,0,1,1
Paes de Lira,PTC,SP,0,1,0,0,-1,1,1,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,0,0,0,0,-1,-1,1,-1,1,1,-1,1,-1,1,-1,0,-1,-1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,0,0,-1,1,0,1,-1,-1,1,1,1,0,0,1,0,0,-1,-1,-1
Milton Vieira,DEM,SP,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,1,1,0,0,0,0,-1,1,0,0,0,0,0,1,-1,1,-1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,-1,1,1
Charles Lucena,PTB,PE,0,0,0,0,-1,0,1,0,-1,0,0,1,0,0,0,0,-1,-1,1,-1,-1,-1,-1,1,0,0,-1,0,0,1,0,0,0,0,0,-1,-1,1,0,0,-1,0,1,-1,0,-1,0,-1,0,0,0,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,-1,0,1,0,0,0,0,0
Fernando Chiarelli,PDT,SP,0,0,-1,0,-1,1,1,1,-1,0,0,1,0,0,0,1,-1,0,1,-1,0,0,1,-1,-1,0,0,1,1,1,1,0,0,0,0,0,-1,1,-1,1,-1,0,1,0,0,-1,1,-1,0,-1,-1,-1,1,1,1,1,0,0,0,1,1,1,1,1,0,-1,1,1,1,1,1,0,1,1,1,0,0,1,0,-1,-1,-1,-1
Emiliano José,PT,BA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0
Eleuses Paiva,DEM,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,1,0,1,0,1,0,0,1,-1,1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
José C Stangarlini,PSDB,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,1,0,0,0,1,1,0,0,0,1,1,-1,1,0,0,0,0,0,0,1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,0,1,1,-1,-1,-1
Rogério Marinho,PSDB,RN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,1,0,1,0,0,0,0,0,0,-1,1,-1,1,1,0,0,1,1,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,-1,0,-1,-1,0,0,1,0,1,-1,1,1
Zé Vieira,PR,MA,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,1,1
Wilson Picler,PDT,PR,-1,-1,-1,1,1,-1,1,1,1,0,0,1,1,-1,0,-1,-1,-1,1,0,-1,1,0,0,0,0,-1,1,1,1,1,1,1,1,-1,-1,0,1,-1,-1,0,1,1,-1,0,0,0,-1,1,0,-1,-1,1,-1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-1,0,1,1,-1,0,0,1,0,0,0,1
Jairo Carneiro,PP,BA,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,1,0,0,-1,1,1,-1,0,-1,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Edmar Moreira,PR,MG,-1,0,-1,1,-1,-1,1,1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0,1,1,1,1,-1,-1,-1,1,1,-1,0,0,0,0,1,0,0,0,1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,-1,-1,0,1,0,1,0,1
Henrique Afonso,PV,AC,-1,-1,-1,1,-1,1,1,1,1,0,0,1,1,-1,-1,-1,-1,-1,1,0,0,0,-1,1,0,-1,-1,1,1,1,1,1,1,1,-1,0,-1,1,-1,-1,-1,1,1,-1,1,0,1,-1,0,-1,-1,-1,1,-1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,-1,1,1,0,1,-1,-1,-1
Luiz Bassuma,PV,BA,0,0,-1,1,0,-1,1,0,0,0,0,0,0,-1,0,-1,-1,-1,0,-1,-1,1,0,1,1,1,-1,1,0,0,0,1,1,0,0,-1,0,1,1,0,-1,1,1,-1,0,0,1,-1,1,0,0,-1,1,-1,1,0,1,1,1,1,1,-1,1,1,0,1,1,0,1,0,1,-1,0,1,0,-1,-1,0,1,0,0,1,-1
Marcondes Gadelha,PSC,PB,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,1,-1,0,-1,-1,-1,1,-1,-1,1,0,0,0,-1,0,1,1,1,0,1,1,1,-1,-1,-1,1,0,-1,-1,1,1,0,0,0,1,-1,1,-1,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,-1,0,0,0,0,0,1,0,1,1,0,1
Antonio Feijão,PTC,AP,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-1,1,0,1,0,0,0,1,1,0,1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Márcio Marinho,PRB,BA,-1,-1,-1,1,-1,1,1,1,1,0,0,1,1,-1,0,-1,-1,-1,1,-1,-1,1,0,1,1,-1,0,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,-1,1,1,1,-1,0,0,1,0,-1,-1,1
Rita Camata,PSDB,ES,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,1,1,1,1,1,1,0,0,0,1,-1,-1,1,1,1,1,1,1,-1,1,-1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,0,1,0,0,1,1,0,0,-1,-1,-1,0,0,0,0,1,-1,-1,1
Bene Camacho,PTB,MA,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,1,0,0,-1,1,1,-1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Davi Alves Silva Júnior,PR,MA,-1,-1,-1,1,1,0,-1,1,1,0,0,0,0,-1,0,-1,-1,-1,1,0,-1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,0,1,-1,0,-1,1,1,0,1,0,1,-1,-1,-1,-1,0,1,1,-1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-1,1,1,0,0,1,1
George Hilton,PRB,MG,-1,-1,-1,1,-1,1,1,0,1,0,1,1,1,0,0,0,-1,-1,0,-1,-1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,-1,0,0,0,-1,-1,1,0,-1,1,-1,1,-1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,-1,0,1,0,0,-1,-1,0
Eduardo Lopes,PRB,RJ,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,1,1,0,1,1,1,0,0,0,-1,-1,0,-1,-1,1,1,-1,1,1,0,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,1,0,0,0,0,0,1,0,-1,1,0
Geraldo Pudim,PR,RJ,-1,-1,-1,1,-1,-1,1,0,1,0,0,1,1,0,0,0,-1,-1,1,-1,-1,1,-1,1,1,-1,0,1,1,1,0,1,1,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1
José Carlos Vieira,PR,SC,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-1,1,0,-1,0,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Pastor Pedro Ribeiro,PR,CE,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,-1,1,1,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Alberto Canuto,PSC,AL,0,-1,-1,0,-1,-1,1,1,1,1,0,1,1,-1,0,-1,-1,0,1,-1,-1,0,-1,1,1,0,1,1,1,1,1,1,1,1,0,0,-1,1,0,-1,-1,1,1,-1,0,0,1,-1,0,0,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,-1,1,0,0,-1,0,1,0,1,0,1,0
