nome,partido,uf,MPV 472/2009,MPV 472/2009,MPV 472/2009,MPV 472/2009,MPV 475/2009,MPV 475/2009,MPV 475/2009,MPV 476/2009,MPV 476/2009,MPV 477/2009,MPV 477/2009,MPV 477/2009,MPV 477/2009,MPV 482/2010,MPV 483/2010,MPV 483/2010,MPV 483/2010,MPV 483/2010,MPV 483/2010,MPV 487/2010,MPV 487/2010,MPV 487/2010,MPV 493/2010,MPV 493/2010,MPV 495/2010,MPV 501/2010,PDC 2600/2010,PEC 300/2008,PEC 300/2008,PEC 446/2009,PEC 47/2003,PEC 507/2010,PEC 507/2010,PL 1481/2007,PL 1481/2007,PL 1481/2007,PL 2502/2007,PL 2502/2007,PL 2944/2004,PL 5186/2005,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5940/2009,PL 5941/2009,PL 5941/2009,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 277/2005,PLP 352/2002,PLP 352/2002,PLP 374/2008,PLP 374/2008,PLP 543/2009,PLP 543/2009,PLP 543/2009,PLV 16/2010,REQ 5670/2009,REQ 6467/2010,REQ 6468/2010,REQ 6752/2010,REQ 6918/2010,REQ 7166/2010,REQ 7447/2010,REQ 7513/2010,REQ 7535/2010,REQ 7546/2010,REQ 7575/2010
Valdir Colatto,PMDB,SC,0,-1,-1,1,-1,1,1,0,1,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,0,-1,0,1,-1,-1,1,0,1,0,1,1,1,-1,-1,0,1,1,0,0,0,1,1,1,0,0,-1,1,0,-1,0,1,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,-1,0,0,0,-1,0,0,1,1,1,1,1
Antonio Cruz,PP,MS,0,0,0,0,-1,-1,-1,1,1,0,0,1,0,-1,0,-1,-1,-1,1,-1,0,1,-1,1,1,-1,0,1,0,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,0,1,1,-1,0,-1,-1,0,1,1,-1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,-1,-1,1
Jair Bolsonaro,PP,RJ,1,-1,-1,-1,-1,1,1,1,-1,0,0,-1,1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,1,1,0,1,0,1,-1,1,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1
Sandra Rosado,PSB,RN,-1,0,0,0,-1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,-1,-1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,-1,-1,1,0,0,0,1,1,0,1,0,1,-1,1,0,0,-1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,0,0,0,0,0,1,1,-1,0,0,1,1,1,1,0
Paulo Bauer,PSDB,SC,0,0,0,0,-1,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,-1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1
Ariosto Holanda,PSB,CE,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,-1,0,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,0,-1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,-1,0,1,1,1,1,1
Júlio Delgado,PSB,MG,-1,-1,-1,1,-1,1,1,1,1,0,1,0,0,-1,0,-1,-1,-1,1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,-1,1,0,0,-1,-1,1,1,1,-1,1,1
Átila Lins,PMDB,AM,-1,-1,-1,1,-1,-1,0,0,1,0,1,0,0,0,0,-1,-1,-1,1,-1,-1,1,-1,0,0,0,-1,1,1,1,1,0,0,0,0,0,-1,1,0,-1,-1,1,1,-1,0,0,1,-1,0,-1,-1,-1,1,1,1,1,1,0,1,1,1,-1,1,0,0,0,1,1,0,1,1,1,0,0,0,-1,0,1,0,0,-1,-1,1
João Leão,PP,BA,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,-1,0,0,-1,0,1,-1,0,0,0,0,0,1,1,1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,-1,-1,1
Milton Barbosa,PSC,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-1,1,0,-1,-1,1,1,-1,0,0,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Ademir Camilo,PDT,MG,-1,-1,0,1,-1,-1,1,1,0,1,0,0,0,-1,0,-1,-1,-1,1,-1,0,0,-1,0,1,-1,0,1,0,1,1,1,1,1,-1,0,0,0,1,-1,-1,0,1,-1,1,0,0,0,-1,0,0,-1,0,-1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,-1,0,0,1,-1,0,1,1,1,1,0,1
Maria Helena,PSB,RR,0,1,-1,0,-1,1,0,0,1,0,1,1,1,-1,0,-1,-1,-1,1,-1,-1,1,0,1,1,1,-1,0,0,1,1,1,1,0,0,-1,0,1,-1,0,-1,0,1,-1,1,-1,0,-1,1,0,0,-1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,-1,1,1,1,-1,1,1,1,0,0,0,1
Ivan Valente,PSOL,SP,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,0,0,0,0,0,0,-1,-1,0,-1,-1,0,1,1,1,0,1,1,1,-1,-1,-1,-1,1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,0,1,1,-1,1,1,1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1
Luciana Genro,PSOL,RS,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,0,-1,-1,-1,1,-1,-1,0,0,-1,-1,0,1,0,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,1,-1,0,-1,-1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,0,0,0,-1,-1,-1,-1,0,0,-1,0,-1,1,1,-1
Afonso Hamm,PP,RS,-1,0,-1,0,0,1,1,0,0,0,0,1,0,-1,0,-1,-1,-1,0,0,-1,1,-1,1,1,-1,0,1,0,1,1,0,0,1,-1,-1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,-1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0
André Zacharow,PMDB,PR,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deley,PSC,RJ,-1,0,-1,-1,-1,1,1,1,0,0,0,1,1,-1,0,-1,-1,-1,1,0,-1,0,-1,1,1,0,-1,1,1,1,1,1,1,0,0,-1,1,-1,1,1,-1,1,1,-1,0,0,1,-1,0,0,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,-1,-1,1,0,0,1,1,0
Reinhold Stephanes,PMDB,PR,0,0,0,0,-1,0,1,1,1,0,1,1,1,0,-1,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,-1,0,0,1,0,0,0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,-1
Chico Alencar,PSOL,RJ,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,0,1,0,0,1,1,1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1
Carlos Willian,PTC,MG,0,-1,-1,0,0,0,1,0,0,0,1,1,0,0,-1,0,0,0,0,0,-1,0,0,1,1,-1,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,-1,0,0,0,0,1,1
Evandro Milhomen,PCdoB,AP,-1,-1,-1,1,-1,-1,1,1,1,0,1,1,1,-1,0,0,0,-1,1,-1,-1,1,-1,0,1,-1,-1,1,1,1,1,1,1,1,0,1,-1,1,1,-1,-1,1,1,0,0,-1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,-1,0,1,1,-1,0,1,1,0,0,0,1
Leonardo Vilela,PSDB,GO,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,-1,-1,0,0,-1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,-1,-1,-1,0,0,0,1,0,1,0,0
José Otávio Germano,PP,RS,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,-1,1,0,0,-1,0,0,0,1,-1,0,-1,0,0,0,-1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,1
Armando Abílio,PTB,PB,-1,-1,-1,1,1,-1,1,1,1,1,0,1,1,0,0,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,0,0,1,0,-1,-1,1,1,0,-1,1,1,-1,0,0,1,-1,1,-1,-1,0,0,-1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,-1,0,1,0,0,0,0,1
Cláudio Diaz,PSDB,RS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,1,-1,1,1,-1,0,1,1,-1,1,-1,-1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,-1,1,-1,0,0,0,1,1,1,1,1
Colbert Martins,PMDB,BA,0,0,0,0,0,-1,1,0,-1,0,1,1,1,0,-1,-1,-1,-1,1,0,-1,1,-1,1,1,0,-1,1,1,1,0,1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,0,-1,1,1,0,-1,-1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,-1,0,0,-1,0,1,0,1,1,0,1
Gorete Pereira,PR,CE,-1,-1,-1,0,0,-1,1,1,0,0,0,0,0,-1,0,-1,-1,-1,1,0,-1,0,0,1,1,0,0,1,1,1,1,1,1,1,-1,0,-1,1,1,-1,-1,1,1,-1,0,-1,0,-1,0,-1,0,-1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0
Tatico,PTB,GO,-1,-1,-1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Lincoln Portela,PR,MG,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,-1,1,1,1,1,0,0,1,-1,-1,-1,1,0,-1,-1,0,0,-1,1,-1,1,0,0,-1,-1,-1,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,1,1,-1,0,1,0,1,-1,-1,0
José Santana de Vasconcellos,PR,MG,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,1,-1,-1,1,0,0,1,0,0,1,-1,0,0,1,0,0,-1,1,1,-1,0,0,0,-1,1,-1,-1,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,0,1,1,0,0,-1,0,0,1,1,1,1,1
Aracely de Paula,PR,MG,-1,-1,-1,1,0,0,1,0,1,0,0,1,1,-1,0,-1,-1,-1,1,-1,0,1,-1,0,0,-1,-1,1,0,1,1,1,1,1,-1,-1,-1,1,1,0,-1,1,1,-1,0,-1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,-1,0,0,1,1,1,1,1
Jaime Martins,PR,MG,0,-1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,-1,0,0,0,0,0,1,1,0,1,1,1,-1,-1,0,0,1,0,-1,0,0,-1,0,0,0,0,0,0,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wellington Roberto,PR,PB,0,0,0,1,0,0,0,1,1,0,0,0,1,-1,0,-1,-1,-1,0,-1,0,0,0,0,1,-1,0,1,1,0,0,1,0,1,-1,-1,-1,1,1,0,-1,1,1,0,0,0,0,-1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,-1,-1,0,1,1,1,1,1
Inocêncio Oliveira,PR,PE,-1,0,-1,1,1,-1,0,1,1,1,1,0,0,0,0,0,0,0,0,-1,-1,1,-1,1,-1,-1,0,1,1,0,1,0,0,1,0,0,0,0,0,-1,0,1,0,0,0,-1,1,-1,0,-1,-1,0,0,0,0,0,1,1,1,1,1,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Giacobo,PR,PR,0,0,-1,1,0,0,1,0,0,0,0,1,0,-1,0,0,0,-1,1,0,0,0,0,1,0,-1,0,1,0,1,1,0,1,0,0,-1,-1,1,1,-1,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,-1,-1,-1,0,1,0,1,1,0
Chico da Princesa,PR,PR,0,0,0,0,1,-1,1,0,1,0,1,1,1,-1,0,-1,0,-1,1,0,-1,1,-1,1,1,0,-1,1,1,1,1,0,0,0,0,-1,-1,1,0,-1,-1,1,1,-1,0,0,1,-1,0,-1,-1,-1,1,1,-1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,-1,0,0,0,0,1,1,0
Luciano Castro,PR,RR,0,-1,0,0,0,-1,-1,1,1,0,1,1,0,-1,0,0,0,-1,1,-1,-1,0,-1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,-1,1,0,-1,0,-1,1,1,0,0,-1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,-1,0,0,0,1,1,1,1
Fernando Melo,PT,AC,0,0,0,0,0,-1,-1,0,0,1,1,1,1,0,-1,0,-1,-1,-1,-1,-1,1,-1,0,1,0,0,0,0,1,1,1,1,0,0,0,-1,1,1,0,-1,1,1,0,0,0,1,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0
Flaviano Melo,PMDB,AC,0,-1,-1,1,0,-1,1,0,0,0,1,1,1,-1,0,0,-1,-1,1,0,-1,1,-1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,-1,0,0,1,1,0,0,-1,1,-1,0,-1,-1,0,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
Sergio Petecão,PMN,AC,0,0,-1,1,0,0,1,1,1,0,0,1,1,-1,0,0,0,-1,1,0,0,1,0,1,1,-1,0,1,1,1,1,1,1,1,-1,-1,0,1,1,-1,-1,1,1,0,0,-1,1,0,1,0,-1,-1,1,-1,1,1,0,1,1,1,1,1,1,1,-1,0,1,1,1,0,1,1,1,-1,-1,0,0,1,1,0,1,1,1
Joaquim Beltrão,PMDB,AL,-1,0,-1,1,0,-1,1,0,0,0,1,0,0,-1,0,0,-1,-1,1,0,-1,0,-1,1,0,-1,-1,1,1,1,1,1,1,0,0,-1,-1,0,-1,-1,0,1,1,-1,0,-1,1,1,0,-1,-1,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,-1,-1,1,0,0,0,-1,1
Francisco Tenório,PMN,AL,0,-1,-1,1,-1,0,1,1,1,0,0,0,0,0,0,0,-1,-1,1,0,-1,1,0,1,1,1,-1,1,1,1,0,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,0,-1,0,-1,0,-1,1,1,1,1,0,0,0,0,0,1,1,1,-1,1,1,1,0,0,0,-1,0,0,1,-1,-1,1,0,1,1,1,1
Marcelo Serafim,PSB,AM,-1,0,0,1,0,1,1,0,1,0,1,1,0,-1,0,-1,-1,0,1,-1,-1,1,-1,1,1,1,0,1,1,1,1,0,0,1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,0,1,-1,0,-1,0,-1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,-1,-1,0,0,0,0,1,0,1,1,1,0
Sabino Castelo Branco,PTB,AM,0,0,-1,1,0,-1,1,1,-1,0,0,0,1,-1,0,0,-1,-1,1,-1,0,0,0,1,1,0,-1,1,1,1,0,1,1,1,0,-1,-1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,-1,-1,1,0,0,0,1,0
Dalva Figueiredo,PT,AP,-1,-1,-1,1,0,-1,-1,0,1,0,1,1,1,-1,0,0,-1,-1,1,-1,-1,1,-1,1,1,0,0,1,0,1,0,1,1,1,-1,0,-1,1,-1,0,0,1,1,0,1,1,1,1,0,-1,-1,-1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,-1,0
Lucenira Pimentel,PR,AP,0,0,0,0,-1,0,0,1,1,0,0,1,1,-1,0,0,-1,-1,1,-1,-1,1,-1,1,1,-1,0,1,1,1,0,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,0,-1,1,-1,-1,-1,-1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
Sebastião Bala Rocha,PDT,AP,0,0,0,0,0,0,1,1,0,0,1,0,0,-1,0,0,0,0,0,-1,-1,1,-1,1,0,-1,-1,1,1,0,1,1,1,1,-1,-1,0,1,0,0,-1,1,1,0,0,0,0,0,1,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,-1,0,1,1,0,0,0,1
João Carlos Bacelar,PR,BA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,-1,-1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,-1,1,1,0,0,1,1,0,0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
Lídice da Mata,PSB,BA,0,-1,-1,0,-1,-1,1,1,0,0,1,1,0,-1,0,-1,-1,-1,1,-1,-1,1,0,1,1,-1,-1,1,1,1,0,1,1,0,0,0,-1,1,-1,-1,-1,1,1,-1,1,-1,1,1,1,0,0,-1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,-1,-1,0,0,0,0,1,1,-1,1,0
Marcos Medrado,PDT,BA,0,0,0,0,-1,-1,1,0,1,0,1,0,1,-1,0,0,0,0,0,-1,-1,0,0,1,1,-1,0,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,1,0,0,0,1,-1,1,-1,-1,-1,1,-1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,-1,-1,1
Maurício Trindade,PR,BA,-1,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,1,-1,0,1,0,0,0,0,0,1,-1,-1,0,0,1,-1,-1,1,0,0,0,0,1,-1,1,0,0,0,1,1,-1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,0,1,0,1,1,1
Veloso,PMDB,BA,-1,-1,-1,1,-1,-1,1,0,1,0,1,1,1,0,0,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,0,1,0,1,1,1,-1,-1,-1,1,0,-1,-1,1,1,-1,0,-1,1,1,1,-1,-1,0,1,-1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,-1,0,1,1,1,1,1,1
Roberto Britto,PP,BA,-1,-1,-1,1,1,-1,1,1,1,0,0,1,1,-1,0,0,-1,-1,1,-1,0,1,-1,1,1,-1,0,1,0,1,1,1,1,1,0,-1,-1,1,1,-1,-1,1,1,-1,0,-1,1,-1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1
Sérgio Barradas Carneiro,PT,BA,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,0,1,1,1,1,1,-1,-1,-1,1,0,-1,-1,1,1,-1,0,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,0,1,1,1,1,1,1
Eudes Xavier,PT,CE,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-1,-1,-1,1,-1,-1,0,0,1,0,0,0,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,0,1,1,-1,0,-1,-1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,-1,0,0,-1,0,1,0,1,-1,-1,0
Ciro Gomes,PSB,CE,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chico Lopes,PCdoB,CE,-1,-1,-1,1,0,-1,1,0,0,1,1,1,1,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,0,-1,1,-1,-1,0,0,0,0,1,0,1,-1,1,-1,-1,-1,1,-1,1,1,0,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,-1,0,1,1,1,-1,-1,0
José Airton Cirilo,PT,CE,0,0,0,0,1,-1,0,0,0,1,1,0,0,0,0,-1,-1,-1,1,-1,-1,1,-1,1,0,0,-1,1,0,1,0,1,1,1,-1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,-1,0,0,0,1,1,1,0,0,0,1,-1,0,1,0,1,1,0,0
José Guimarães,PT,CE,-1,-1,-1,1,0,-1,-1,0,1,1,1,1,1,0,-1,-1,0,-1,1,-1,-1,1,0,0,1,-1,-1,1,1,1,1,1,1,1,-1,-1,0,1,-1,-1,-1,1,1,0,0,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,-1,1,1,-1,1,1,1,1,1,1,1
Paulo Henrique Lustosa,PMDB,CE,-1,-1,-1,1,0,-1,-1,0,1,0,1,1,1,0,0,-1,-1,-1,0,0,-1,0,-1,1,1,0,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,0,0,0,-1,0,-1,1,1,0,-1,-1,-1,1,-1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,-1,1,1,-1,0,1,0,0,1,1,1
Augusto Carvalho,PPS,DF,1,0,1,1,-1,1,1,0,-1,1,-1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,-1,1,-1,0,0,0,1,-1,1,0,1,-1,1,1,1,0,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,1,1,1,0,0,1,1,1,-1,1,-1
Jofran Frejat,PR,DF,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,1,-1,-1,-1,-1,-1,1,-1,0,0,-1,1,1,-1,0,1,0,1,1,1,0,0,0,-1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,-1,1
Rodrigo Rollemberg,PSB,DF,-1,-1,-1,1,1,-1,1,0,1,1,1,1,1,-1,-1,0,-1,0,1,-1,0,1,0,1,1,0,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,-1,0,1,0,1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0
Camilo Cola,PMDB,ES,-1,0,-1,1,1,-1,0,0,1,0,1,1,1,-1,-1,0,-1,-1,0,0,-1,0,0,1,1,0,0,0,0,1,1,0,0,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,1,1,1,0,0,0,1,-1,-1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1
Luiz Paulo Vellozo Lucas,PSDB,ES,1,0,0,0,-1,1,1,1,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,1,1,1,1,0,0,0,0,0,1,-1,0,1,1,-1,1,0,1,-1,1,-1,-1,1,1,-1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,-1,-1,-1,0,0,0,1,1,1,-1,0
Sueli Vidigal,PDT,ES,0,-1,-1,1,-1,1,1,1,0,0,1,1,1,-1,0,-1,-1,-1,1,-1,0,0,-1,1,0,-1,-1,1,1,1,1,1,1,0,0,0,1,-1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,0,0,1,0,1,-1,1,1,1,-1,0,1,1,1,-1,-1,-1
