nome,partido,uf,PDC 240/1999,PDC 341/1999,PEC 128/1995,PEC 128/1995,PEC 249/2000,PEC 249/2000,PEC 249/2000,PEC 249/2000,PEC 407/1996,PEC 407/1996,PEC 407/1996,PEC 601/1998,PEC 601/1998,PEC 7/1999,PEC 7/1999,PEC 7/1999,PEC 7/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PL 1428/1999,PL 1615/1999,PL 1617/1999,PL 1617/1999,PL 2549/2000,PL 2549/2000,PL 3156/2000,PL 3310/1997,PL 3310/1997,PL 3756/2000,PL 3756/2000,PL 3756/2000,PL 3837/2000,PL 4155/1998,PL 621/1999,PL 621/1999,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 114/2000,PLP 114/2000,PLP 114/2000,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 220/1998,PLP 220/1998,PLP 220/1998,PLP 23/1999,PLP 23/1999,PLP 23/1999,PLP 77/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 90/1999,PRC 72/2000
Antonio Cambraia,PSDB,CE,0,0,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,0,0,1,-1,1,-1,1,-1,1,1,1,-1,0,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,1,1,1,0,0,0,1,1,-1,1,1,-1,1,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,0,1,-1,-1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-1
Rommel Feijó,PSDB,CE,-1,1,0,0,-1,1,-1,0,0,1,1,1,1,-1,1,-1,0,1,-1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,-1,0,-1,-1,-1,0,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,0,0,0,1,1,1,1,0,-1,0,1,-1,1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,1,0,-1,0,1,-1,-1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,-1,1,1,1,1,1,0,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,-1
Manoel Salviano,PSDB,CE,-1,0,1,0,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,0,0,1,-1,1,-1,1,-1,1,0,1,-1,0,-1,1,1,-1,-1,1,1,-1,-1,-1,0,0,0,-1,1,1,0,0,0,1,1,-1,1,0,-1,1,0,-1,0,-1,0,1,0,1,0,0,-1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,0,0,-1,-1,-1,1,-1,1,1,1,1,0,1,-1,0,1,1,0,-1,0,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,0,1,0,-1,1,1,1,-1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,-1
Vicente Arruda,PSDB,CE,-1,0,0,0,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,0,-1,1,1,0,0,0,1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,1,-1,-1,0,0,0,1,1,1,1,-1,1,0,1,-1,1,1,-1,1,-1,0,0,0,-1,1,-1,0,0,0,0,1,1,1,-1,1,1,-1,-1,0,0,0,-1,-1,0,1,-1,-1,-1,1,-1,0,1,1,1,0,1,-1,-1,1,1,1,-1,1,1,1,0,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,-1
Inácio Arruda,PCdoB,CE,0,0,1,1,-1,1,0,0,0,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,1,0,1,1,-1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,0,-1,1,1,-1,0,-1,-1,-1,-1,1,-1,0,1,0,-1,-1,1,-1,0,1,1,-1,-1,1,1,1,0,0,0,-1,1,1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,0,-1,0,-1,-1,1,1,-1,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,1,-1,-1,0,1,1,0,1,0,0,0,1,-1,-1,-1,1,1,-1,-1,-1,1
Alberto Fraga,PMDB,DF,-1,1,1,1,0,0,0,1,-1,1,1,0,1,-1,1,0,1,0,0,0,0,0,0,0,-1,-1,1,0,0,1,1,0,1,1,1,-1,1,-1,0,-1,-1,1,1,-1,1,-1,0,0,0,0,0,0,0,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,0,0,0,-1,1,1,1,-1,1,0,0,0,-1,1,1,1,0,1,1,1,1,1,-1,-1,0,0,0,1,1,1,1,1,-1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,-1
Nilton Baiano,PPB,ES,0,1,1,1,-1,1,0,0,0,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,-1,1,1,0,0,0,1,1,-1,0,0,0,1,1,-1,1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,-1,1,1,1,0,0,0,0,0,0,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,0,1,0,-1,1,0,1,0,-1,0,0,1,1,0,0,0,0,0,0,0,-1,1,-1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,0,-1,0,1,1
José Carlos Elias,PTB,ES,-1,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,0,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,0,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Vilmar Rocha,PFL,GO,-1,1,1,0,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,0,-1,0,-1,0,1,1,1,1,1,0,1,0,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,-1,1,-1,0,0,0,0,0,0,1,1,0,0,-1,-1,1,1,0,0,-1,-1,0,0,0,0,0,0,-1,1,0,1,1,1,-1,-1,1,1,0,0,1,1,0,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
Ronaldo Caiado,PFL,GO,-1,1,0,0,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,1,1,-1,1,0,0,0,0,-1,1,1,1,0,1,1,1,0,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,1,1,1,-1,0,-1,1,1,-1,-1,1,0,0,1,-1,0,0,0,-1,1,1,1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,0,-1,-1,1,1,1,0,0,0,1,1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,-1,0,-1,0,1,1,-1,1,1,1,1,1,-1,-1,0,1,-1,1,1,1,1,1,-1,1,0,1,-1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,-1
Jovair Arantes,PSDB,GO,0,0,0,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,0,1,-1,0,0,0,0,-1,1,1,0,1,-1,1,-1,0,1,0,0,0,-1,1,1,0,-1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,-1,1,1,-1,0,-1,-1,0,-1,1,1,-1,1,1,1,1,1,0,1,1,1,0,-1,-1,1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,0,1,1,-1,-1,0,1,1,1,0,1,1,1,1,1,-1,-1,1,1,0,1,1,0,1,0,-1,1,1,1,-1,1,1,1,0,0,0,1,1,-1,-1,0,1,-1,-1,-1,-1
Neiva Moreira,PDT,MA,0,1,1,0,-1,1,1,1,0,0,0,1,1,1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,-1,-1,1,1,1,1,1,-1,0,1,1,0,1,0,-1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,1,1,1,1,1,-1,1,1,-1,0,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,0,1,1,-1,1,1,0,1,-1,1,-1,0,0,0,0,-1,-1,1,-1,1,0,0,-1,-1,-1,1,-1,1,-1,1,1,1,1,0,0,0,1,0,-1,0,0,1,-1,-1,-1,1
Gastão Vieira,PMDB,MA,-1,1,1,0,-1,1,-1,1,-1,1,0,1,1,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,0,-1,-1,0,1,1,-1,0,0,1,-1,1,1,1,-1,0,-1,1,1,-1,-1,1,0,0,-1,1,0,-1,-1,-1,1,-1,1,-1,-1,1,1,-1,1,1,-1,1,-1,1,0,-1,-1,1,-1,0,1,1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,0,1,1,1,-1,1,1,1,-1,1,1,-1,1,0,1,1,1,-1,1,1,1,1,1,-1,-1,0,1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,-1,1,1,1,-1,-1,-1
Nice Lobão,PFL,MA,0,0,1,0,-1,1,-1,0,-1,1,0,1,1,1,1,-1,0,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,0,0,-1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,0,1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,-1
Sebastião Madeira,PSDB,MA,0,0,1,1,-1,1,1,1,0,0,1,1,1,0,1,0,1,1,-1,-1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,0,-1,0,0,-1,-1,-1,1,1,-1,1,0,1,-1,0,0,0,-1,0,-1,1,1,-1,0,0,1,-1,1,-1,0,0,-1,1,1,1,1,0,-1,0,0,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,1,1,1,0,1,1,-1,-1,1,-1,-1,0,0,1,-1,-1,-1,1,1,0,0,0,0,0,0,0,-1,-1,1,1,-1,1,0,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,-1
João Castelo,PSDB,MA,-1,0,1,1,-1,1,-1,1,0,0,0,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,0,1,-1,0,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,1,-1,-1,0,-1,-1,1,-1,0,1,1,-1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,-1,1,-1,0,1,-1,-1,-1,1,1,-1,0,-1,1,0,1,-1,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0
Herculano Anghinetti,PPB,MG,-1,0,1,1,-1,1,-1,1,0,0,1,0,1,-1,1,-1,1,0,0,0,0,0,0,0,-1,-1,1,1,1,0,1,0,1,1,1,-1,1,-1,-1,-1,0,0,1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,0,0,0,1,1,1,0,0,0,1,1,-1,1,1,-1,1,-1,-1,0,1,-1,1,-1,1,1,1,-1,1,1,1,1,0,0,0,-1,1,1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,1,1,0,0,1,0,0,1,1,0,-1,1,1,1,1,1,-1,-1,1,0,0,1,1,1,1,1,-1,1,1,1,-1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
Ibrahim Abi-Ackel,PPB,MG,0,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,0,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,0,0,1,1,1,-1,-1,-1,1,1,0,0,0,-1,-1,-1,1,-1,-1,0,0,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1,-1,1,0,0,-1,1,-1,1,0,-1,-1,1,-1,-1,1,1,-1,0,1,-1,-1,1,1,1,1,0,0,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,-1,-1
Márcio Reinaldo Moreira,PPB,MG,-1,1,1,1,-1,1,0,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,0,0,0,1,1,0,1,-1,-1,1,1,1,1,1,-1,1,-1,-1,0,1,-1,1,-1,0,1,1,-1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,0,1,-1,-1,-1,1,-1,1,1,1,1,0,1,-1,-1,1,1,-1,1,0,0,1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,-1
Maria do Carmo Lara,PT,MG,0,0,1,1,1,1,1,1,-1,1,1,1,1,1,-1,0,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,-1,0,1,1,1,1,0,-1,-1,1,1,0,0,0,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,0,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,1,0,0,0,-1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,0,-1,-1,-1,-1,1,1,-1,0,1,0,-1,-1,1,0,0,0,0,0,0,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,0,0,0,0,0,0,-1,1
João Magno,PT,MG,0,0,1,0,0,0,0,0,0,0,0,1,1,1,-1,0,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,0,1,1,1,1,-1,-1,1,-1,-1,1,1,0,1,1,-1,1,1,1,1,1,-1,-1,-1,1,1,0,0,0,-1,-1,1,1,-1,0,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,1,1,1,-1,0,1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,-1,1,0,-1,0,0,0,0,0,0,0,1,0,-1,-1,1,-1,0,0,0,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1
Virgílio Guimarães,PT,MG,0,0,1,1,1,1,1,1,-1,1,0,1,1,1,-1,0,-1,-1,1,1,-1,0,1,1,1,1,-1,-1,-1,-1,0,1,0,0,0,0,-1,1,-1,-1,1,1,1,1,1,-1,1,1,0,1,0,0,0,-1,1,1,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,-1,1,-1,1,1,0,0,0,1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,0,-1,-1,-1,-1,0,1,-1,1,1,0,-1,-1,0,0,0,0,0,0,-1,0,1,-1,1,0,0,0,0,0,0,-1,1,-1,1,1,0,0,1,1,1,1,-1,-1,-1,1,1,-1,0,-1,1
Paulo Delgado,PT,MG,0,1,1,1,1,0,0,1,0,0,0,0,1,1,-1,0,0,-1,1,1,-1,-1,1,0,1,1,-1,-1,-1,-1,-1,1,1,1,1,0,-1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,0,-1,-1,-1,-1,1,0,0,1,0,-1,-1,1,0,0,0,1,0,0,1,1,1,0,1,1,-1,1,1,-1,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,0,0,0,-1,1,0,-1,-1,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,-1,-1,-1,1,-1,1,0,1,1,1,1,1,1,1,0,-1,-1,-1,0,1,-1,0,0,1
Gilmar Machado,PT,MG,0,1,1,1,0,0,0,1,-1,1,1,1,1,1,-1,0,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,-1,0,-1,1,1,0,0,0,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,-1,1,-1,1,1,1,0,-1,1,1,1,0,0,1,-1,1,1,-1,-1,0,0,0,0,1,1,1,-1,-1,-1,-1,0,0,0,1,-1,-1,1,-1,0,0,-1,1,0,-1,-1,-1,0,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,0,0,1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,1
Fernando Diniz,PMDB,MG,0,0,1,0,-1,1,-1,0,-1,-1,0,1,1,-1,1,-1,1,1,-1,-1,1,1,0,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,0,0,0,-1,1,-1,0,0,1,1,1,-1,0,0,1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,-1,1,-1,-1,0,0,0,1,-1,0,0,0,-1,1,0,1,1,1,1,0,-1,0,0,0,0,0,0,1,-1,1,0,1,-1,1,1,0,-1,1,1,1,0,1,0,-1,1,0,1,-1,-1,-1,0,1,1,0,1,1,0,1,1,0,0,0,1,-1,1,0,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1
Silas Brasileiro,PMDB,MG,0,0,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,0,1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,1,1,-1,1,-1,0,-1,-1,-1,1,-1,1,-1,0,-1,1,1,1,-1,-1,0,0,1,-1,0,0,-1,-1,-1,-1,0,0,0,1,1,1,1,-1,-1,0,1,-1,1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,-1,1,0,1,-1,-1,-1,0,0,1,1,1,-1,1,0,1,1,0,1,1,0,1,1,1,-1,0,-1,0,-1,-1,1,0,1,-1,1,1,1,1,1,0,0,0,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,-1
Saraiva Felipe,PMDB,MG,0,1,1,1,-1,1,-1,1,0,0,1,1,1,0,-1,1,-1,-1,1,1,-1,0,0,0,1,0,-1,-1,-1,-1,-1,1,1,1,0,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,0,-1,1,-1,1,1,0,-1,1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,-1,1,-1,1,1,1,1,-1,-1,-1,0,0,0,0,1,-1,-1,1,1,0,-1,-1,1,0,-1,1,-1,0,0,1,-1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,1,1,-1,-1,-1,0
Lael Varella,PFL,MG,0,0,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,1,-1,-1,0,-1,0,0,0,1,1,1,1,-1,-1,1,1,0,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,0,1,1,1,0,0,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,0,1,1,0,1,1,-1,1,1,1,-1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,-1
Narcio Rodrigues,PSDB,MG,0,0,0,0,0,1,-1,0,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,0,1,-1,1,-1,-1,-1,0,1,1,0,0,-1,1,-1,1,1,1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,-1,0,0,0,1,1,0,0,-1,0,1,0,0,1,1,0,0,-1,0,0,0,0,1,-1,0,0,1,-1,1,1,1,1,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,1,1,-1,0,0,1,-1,0,0,0,1,1,-1,1,1,0,0,0,0,-1,1,1,-1,1,1,1,1,1,0,1,0,1,-1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0
Eduardo Barbosa,PSDB,MG,0,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,0,0,0,-1,0,0,-1,1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1
Vittorio Medioli,PSDB,MG,0,0,1,1,0,0,0,1,0,1,0,1,1,-1,1,-1,0,1,-1,-1,1,1,1,1,0,-1,1,1,1,1,1,0,0,0,0,0,1,-1,-1,-1,-1,1,0,-1,1,-1,1,-1,1,1,1,-1,0,-1,1,1,-1,-1,1,-1,0,0,0,0,0,0,1,1,1,1,-1,-1,0,0,-1,1,1,-1,1,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,1,1,1,0,0,-1,1,1,1,-1,-1,0,1,0,-1,-1,1,-1,1,1,1,1,0,0,-1,-1,0,-1,0,-1,0,0,0,-1,-1,1,0,0,-1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,-1,1,1,0,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,-1
