nome,partido,uf,MPV 447/2008,MPV 447/2008,MPV 447/2008,MPV 447/2008,MPV 449/2008,MPV 449/2008,MPV 449/2008,MPV 450/2008,MPV 450/2008,MPV 451/2008,MPV 451/2008,MPV 451/2008,MPV 451/2008,MPV 451/2008,MPV 451/2008,MPV 452/2008,MPV 452/2008,MPV 453/2009,MPV 454/2009,MPV 454/2009,MPV 454/2009,MPV 455/2009,MPV 457/2009,MPV 457/2009,MPV 457/2009,MPV 457/2009,MPV 457/2009,MPV 457/2009,MPV 458/2009,MPV 458/2009,MPV 458/2009,MPV 458/2009,MPV 458/2009,MPV 459/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 462/2009,MPV 462/2009,MPV 462/2009,MPV 462/2009,MPV 464/2009,MPV 465/2009,MPV 465/2009,MPV 465/2009,MPV 465/2009,MPV 465/2009,MPV 465/2009,MPV 466/2009,MPV 466/2009,MPV 466/2009,MPV 466/2009,MPV 466/2009,MPV 466/2009,MPV 466/2009,MPV 468/2009,MPV 469/2009,MPV 469/2009,MPV 469/2009,MPV 469/2009,MPV 469/2009,MPV 470/2009,MPV 470/2009,MPV 470/2009,MPV 470/2009,MPV 470/2009,MPV 470/2009,MPV 470/2009,MSC 134/2009,PDC 981/2008,PDC 981/2008,PEC 130/2007,PEC 22/1999,PEC 277/2008,PEC 277/2008,PEC 277/2008,PEC 277/2008,PEC 324/2009,PEC 324/2009,PEC 324/2009,PEC 336/2009,PEC 336/2009,PEC 351/2009,PEC 351/2009,PEC 391/2009,PEC 391/2009,PEC 413/2005,PEC 413/2005,PEC 47/2003,PEC 483/2005,PEC 483/2005,PL 1664/2007,PL 18/2007,PL 1825/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2660/1996,PL 2660/1996,PL 3021/2008,PL 451/1995,PL 5245/2009,PL 5245/2009,PL 5279/2009,PL 5312/2009,PL 5334/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5664/2009,PL 5798/2009,PL 5800/2005,PL 5829/2005,PL 5939/2009,PL 5939/2009,PL 5939/2009,PL 5939/2009,PL 5939/2009,PL 5940/2009,PL 5941/2009,PL 7703/2006,PL 7703/2006,PL 836/2003,PL 836/2003,PL 836/2003,PLP 12/2003,PLP 12/2003,PLP 217/2004,PLP 217/2004,PLP 28/2007,PLP 28/2007,PLP 28/2007,PLP 28/2007,PLP 462/2009,PLP 59/1999,REQ 5921/2009
Vadão Gomes,PP,SP,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,1,-1,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Mário Negromonte,PP,BA,-1,1,1,1,-1,-1,0,-1,1,0,0,-1,-1,1,1,1,1,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,-1,-1,1,0,1,0,0,-1,-1,-1,0,0,1,1,0,0,0,-1,0,0,0,1,0,-1,-1,-1,-1,0,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,-1,1,-1,0,0,0,-1,0,-1,1,-1,0,-1,1,0,0,1,0,0,-1,-1,1,1,0,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0
José Linhares,PP,CE,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,1,1,-1,0,0,0,0,-1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1,1,0,-1,1,-1,-1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,0,-1,1,1,0,1,1,1,1,-1,1,-1,-1,-1,-1,0,1,1,0,0,1,-1,-1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,-1,1,-1,1,1,0
Roberto Balestra,PP,GO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,-1,1,0,1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dilceu Sperafico,PP,PR,-1,1,1,1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,1,-1,1,0,1,-1,1,1,-1,1,1,-1,1,-1,1,0,-1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,0,-1,1,1,0,1,1,1,-1,-1,1,1,-1,1,-1,0,1,1,0,1,1,-1,-1,1,1,1,0,1,-1,-1,1,1,1,0,1,1,1,-1,1,-1,1,0,0
Luis Carlos Heinze,PP,RS,0,1,1,1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,-1,-1,0,-1,0,-1,0,1,-1,0,0,-1,0,-1,1,-1,0,-1,1,0,1,0,0,-1,1,-1,1,0,-1,0,-1,0,1,-1,1,1,0,1,-1,-1,1,-1,1,0,0,0,-1,-1,-1,0,0,-1,-1,1,0,0,1,1,-1,1,1,0,0,1,0,1,0,0,1,1,-1,-1,1,1,-1,1,1,1,1,0,1,1,0,-1,0,-1,-1,0,-1,-1,1,0,0,0,1,-1,1,1,-1,0,1,0,-1,-1,1,1,-1,-1,-1,1,0,0,1,1,1,-1,-1,1,0,1,1,0,1,1,-1,1,1,1,0,1,0,0,1,-1,1,1,0
Pedro Henry,PP,MT,-1,1,1,-1,-1,-1,-1,-1,1,0,1,-1,-1,1,1,1,1,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,1,-1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,-1,1,-1,-1,0,0,-1,-1,-1,1,-1,1,0,1,0,0,0,1,0,-1,-1,-1,1,-1,1,-1,0,1,-1,0,0,1,-1,-1,0,1,1,1,1,1,-1,0,0,1,0,1,1,0,0,0,0,0,1,0
Ricardo Barros,PP,PR,-1,0,-1,-1,-1,0,0,0,0,0,1,-1,-1,0,1,0,0,-1,-1,0,0,-1,-1,1,-1,1,1,1,-1,1,1,-1,1,-1,0,1,-1,1,1,0,-1,0,0,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,1,1,0,-1,-1,-1,-1,1,0,0,-1,0,-1,-1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,-1,1,-1,-1,0,0,0,0,0,1,-1,1,0,0,1,1,1,1,1,-1,0,1,1,1,1,-1,0,1,-1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0
Jovair Arantes,PTB,GO,-1,0,1,1,0,0,-1,0,1,-1,1,-1,-1,1,1,1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,-1,0,0,0,0,-1,1,-1,-1,-1,1,1,1,0,1,0,0,0,0,-1,1,1,-1,-1,0,0,0,0,0,1,0,-1,-1,0,-1,0,-1,0,-1,1,-1,-1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,-1,1,-1,-1,-1,1,-1,-1,0,1,0,0,0,1,1,1,1,0,0,-1,-1,0,0,1,1,0,0,1,0,0,1,0,0,-1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
Bernardo Ariston,PMDB,RJ,-1,-1,1,1,-1,-1,-1,-1,0,0,-1,0,-1,0,1,0,1,0,0,0,-1,-1,-1,1,0,1,1,1,-1,0,0,0,0,0,0,0,-1,0,-1,-1,-1,1,1,0,1,1,-1,-1,0,0,-1,0,1,0,0,-1,-1,1,0,1,0,-1,0,0,-1,0,0,-1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,-1,-1,-1,-1,0,0,0,0,0,-1,0,0,0,-1,-1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
Edson Ezequiel,PMDB,RJ,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,0,0,0,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,0,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,0
Pastor Pedro Ribeiro,PMDB,CE,0,0,0,0,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,0,1,0,-1,1,1,0,1,-1,1,-1,-1,-1,1,1,1,0,1,-1,0,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,-1,1,0,0,1,0
Tadeu Filippelli,PMDB,DF,0,-1,1,1,-1,-1,-1,-1,1,0,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,0,-1,0,0,-1,1,1,-1,1,-1,1,0,-1,-1,1,1,1,1,1,-1,-1,0,0,-1,-1,0,-1,-1,-1,0,1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,-1,0,0,1,1,1,1,1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,1,-1,0,0,1,1,1,1,-1,-1,-1,-1,1,-1,-1,0,1,0,1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,-1,1,1,0
Costa Ferreira,PSC,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eduardo Cunha,PMDB,RJ,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,0,1,1,1,1,-1,-1,-1,-1,-1,0,1,-1,1,1,1,-1,1,1,-1,1,1,-1,0,0,1,-1,-1,-1,1,1,1,1,1,-1,-1,0,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,0,-1,0,0,0,0,1,-1,-1,-1,1,-1,-1,-1,1,1,1,0,1,0,1,1,1,1,1,-1,-1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,-1,-1,-1,-1,1,-1,-1,1,1,-1,0,-1,1,0,1,1,1,0,-1,-1,-1,-1,1,-1,-1,-1,0,-1,0,0,1,-1,-1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,-1,1,-1,1,1,1
Fernando Lopes,PMDB,RJ,-1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,0,0,0,-1,1,1,-1,0,1,-1,1,-1,1,1,1,-1,-1,1,1,0,1,0,-1,-1,1,0,0,1,0,0,-1,0,0,0,1,1,-1,0,0,0,-1,0,0,-1,-1,1,-1,0,-1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,-1,0,-1,1,-1,0,-1,1,1,0,0,1,1,-1,-1,-1,-1,1,-1,0,-1,1,-1,0,1,1,-1,0,0,1,1,1,1,0,1,-1,0,0,0,1,0,1,0,0,0,0,1,0
Raul Jungmann,PPS,PE,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,-1,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,1,1,0,0,1,0,0,0
Nelson Bornier,PMDB,RJ,-1,-1,0,0,0,-1,-1,0,1,0,1,0,0,0,0,1,1,-1,-1,-1,0,-1,-1,1,0,0,0,-1,-1,1,0,-1,1,1,0,1,0,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,0,-1,1,0,-1,0,-1,-1,1,0,0,0,-1,0,0,0,-1,0,-1,0,-1,1,-1,-1,1,1,0,1,1,1,0,-1,1,1,0,0,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,0,-1,0,-1,-1,-1,1,-1,-1,-1,1,-1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0
Zequinha Marinho,PSC,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,-1,1,-1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,0,-1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Arnon Bezerra,PTB,CE,0,0,0,0,0,-1,0,0,1,-1,1,-1,-1,0,1,0,1,0,0,-1,-1,0,-1,0,0,0,0,1,-1,0,1,-1,1,1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,-1,1,0,1,1,-1,-1,-1,-1,1,0,1,0,0,0,-1,-1,0,1,-1,-1,-1,1,0,-1,1,1,1,-1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,-1,0,1,1,0,0,0,0,0,1,-1,-1,0,1,0,-1,0,1,-1,0,-1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,-1,0,0,0,1,1,1,1,1,-1,0,0,1,1,0
Rose de Freitas,PMDB,ES,-1,-1,1,1,-1,-1,0,-1,1,0,1,-1,-1,1,1,1,0,0,-1,-1,-1,0,0,1,-1,1,1,1,0,0,0,0,0,0,0,1,-1,1,0,-1,-1,1,1,1,1,1,0,0,0,1,0,1,1,-1,-1,0,-1,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,1,-1,-1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,-1,1,-1,-1,-1,1,-1,0,1,1,-1,0,-1,1,1,1,0,1,1,-1,-1,0,-1,-1,-1,-1,0,1,0,0,0,1,-1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,-1,0,1,0
Nazareno Fonteles,PT,PI,-1,0,0,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,0,0,-1,-1,-1,-1,1,-1,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,0,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,1,-1,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,0,1,1,1,1,0,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,-1,1,-1,1,0,0
Elcione Barbalho,PMDB,PA,0,0,1,1,-1,0,-1,0,0,0,0,0,0,0,0,1,1,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,1,1,-1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,-1,-1,0,-1,0,1,-1,-1,-1,-1,0,0,1,1,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,-1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,1,1,0,-1,1,-1,0,-1,1,-1,-1,1,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,-1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Maria Lúcia Cardoso,PMDB,MG,0,0,1,1,-1,-1,0,-1,1,0,-1,0,0,0,0,1,1,-1,0,0,-1,0,0,0,0,0,1,0,0,1,1,-1,1,0,1,1,0,1,0,0,-1,1,0,0,0,1,0,0,-1,1,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,-1,-1,1,1,0,-1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,-1,0,0,1,1,0,1,0,0,1,-1,-1,0,1,-1,-1,0,0,0,0,-1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,-1,1,-1,1,0,0
Paes Landim,PTB,PI,-1,-1,0,-1,-1,-1,0,-1,0,0,1,-1,0,0,0,1,1,-1,0,-1,-1,-1,0,0,0,0,1,0,0,0,1,0,1,-1,-1,1,0,0,0,0,-1,0,0,-1,1,1,-1,-1,0,1,-1,-1,1,-1,0,0,0,0,0,0,0,0,-1,0,-1,-1,1,0,0,0,1,0,-1,1,1,-1,-1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,-1,1,-1,0,-1,1,-1,0,0,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,1,1,0,-1,0,1,1,1,1,0,0,1,1,-1,0,0,1,1,1,0,0,0,0,0,0
Ciro Nogueira,PP,PI,0,1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,1,1,1,1,-1,0,-1,-1,0,-1,1,-1,0,1,1,-1,1,1,-1,-1,1,-1,1,0,1,0,-1,-1,1,0,1,1,1,-1,-1,-1,0,-1,0,1,1,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,1,0,-1,-1,1,-1,-1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,-1,1,1,1,0,1,1,1,0,0,1,1,-1,0,-1,1,0,1,-1,1,-1,0,-1,1,0,1,1,-1,1,0,1,-1,-1,1,1,-1,1,1,0,1,1,0,0,1,-1,-1,1,1,0,0,1,1,-1,1,1,1,0,0,1,1,-1,1,0,1,1,0
Fernando Coruja,PPS,SC,0,1,1,1,0,0,0,1,-1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,-1,0,-1,-1,1,-1,1,-1,-1,1,-1,0,-1,-1,1,-1,-1,1,-1,1,0,0,0,0,1,-1,1,1,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1,1,1,1,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,-1,1,1,1,1,1,1,1,1,0,1,1,0
João Herrmann Neto,PDT,SP,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zequinha Marinho,PMDB,PA,-1,-1,1,-1,0,0,0,0,0,-1,1,-1,-1,1,1,1,1,-1,-1,-1,0,-1,0,0,0,0,1,0,-1,-1,-1,1,-1,1,-1,1,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,-1,0,1,0
Gustavo Fruet,PSDB,PR,1,-1,1,-1,1,0,0,1,-1,0,0,0,1,-1,-1,-1,-1,-1,0,-1,-1,1,0,0,0,0,0,-1,0,0,1,-1,-1,1,0,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,0,0,0,0,1,-1,1,1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,1,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,0,1,1,-1,1,1,1,-1,-1,1,-1,-1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,0
Fernando Gabeira,PV,RJ,0,-1,0,-1,1,0,-1,1,-1,1,0,1,1,-1,0,0,0,1,0,0,0,0,-1,1,-1,0,1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,-1,-1,1,1,-1,0,1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,1,1,0,-1,1,0,0,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,-1,-1,-1,1,1,1,1,0,0,1,-1,-1,1,-1,1,1,1,1,1,1,1,0,0,0,1,1,-1,0,0,1,1,0
Alexandre Santos,PMDB,RJ,-1,0,1,1,-1,-1,-1,0,1,0,1,-1,0,1,1,0,1,-1,0,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,0,0,0,0,-1,0,0,1,0,1,1,0,-1,-1,-1,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,-1,1,1,1,0,0,1,0,0,0,0,0,-1,1,-1,-1,1,0,-1,1,0,0,1,1,0,1,0,0,0,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,-1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0
Natan Donadon,PMDB,RO,-1,0,1,1,-1,-1,-1,0,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,-1,1,1,-1,1,1,-1,1,-1,0,-1,0,0,0,1,1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,0,-1,1,-1,1,0,0,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,-1,-1,1,1,1,1,0,1,1,-1,0,-1,-1,-1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,-1,0,1,1,0,-1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,-1,1,0,0
Marco Maia,PT,RS,-1,-1,-1,-1,0,-1,-1,0,0,-1,0,-1,-1,0,0,1,1,-1,0,0,-1,-1,0,0,0,0,1,1,-1,0,1,0,1,-1,0,1,-1,0,0,-1,-1,1,-1,-1,-1,1,0,0,-1,1,0,0,0,-1,0,-1,-1,0,-1,0,1,-1,-1,-1,0,0,0,-1,0,-1,1,0,-1,1,0,-1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,-1,1,0,0,-1,1,-1,-1,-1,1,-1,1,-1,0,1,1,0,0,0,1,-1,-1,1,1,-1,-1,-1,1,0,0,1,0,0,0,1,0,0,0,-1,0,1,1,1,0,1,1,0,1,-1,1,-1,1,0,0
