nome,partido,uf,PDC 337/1996,PEC 198/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 25/1995,PEC 256/1995,PEC 256/1995,PEC 256/1995,PEC 256/1995,PEC 256/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 367/1996,PEC 41/1991,PEC 41/1991,PEC 41/1991,PL 102/1995,PL 102/1995,PL 1059/1995,PL 1125/1995,PL 1151/1995,PL 1229/1995,PL 1258/1988,PL 1275/1995,PL 1275/1995,PL 1287/1995,PL 1287/1995,PL 1325/1995,PL 1409/1996,PL 1487/1996,PL 1487/1996,PL 1536/1996,PL 1564/1996,PL 1612/1996,PL 1669/1996,PL 1669/1996,PL 1669/1996,PL 1724/1996,PL 1724/1996,PL 1801/1996,PL 1801/1996,PL 1838/1996,PL 1838/1996,PL 189/1983,PL 1935/1996,PL 1935/1996,PL 200/1995,PL 200/1995,PL 201/1995,PL 2085/1996,PL 2284/1996,PL 2317/1996,PL 2317/1996,PL 2448/1996,PL 2448/1996,PL 2504/1996,PL 2801/1992,PL 4018/1993,PL 4018/1993,PL 4716/1994,PL 490/1995,PL 738/1995,PL 7865/1986,PL 824/1991,PL 824/1991,PL 824/1991,PL 846/1995,PL 899/1995,PL 914/1995,PRC 60/1995,PRC 60/1995,PRC 60/1995
Esther Grossi,PT,RS,0,0,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,0,-1,1,-1,0,0,0,0,0,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,0,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,0,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,0,1,0,-1,0,-1,-1,-1,0,1,-1,-1,0,0,-1,-1,0,0,1,1,1,-1,1,0,0,0,-1,-1,1,-1,0,-1,-1,-1,1,0,1,1,-1,-1,1,-1,0,-1,-1
Nelson Otoch,PSDB,CE,0,-1,-1,1,0,0,0,0,0,1,-1,-1,0,0,1,0,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,1,0,0,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,-1,0,1,0,0,-1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,-1,1,0,0,1,0,0,-1,0,0,-1,1,0,1,-1,0,1,1
Silvio Torres,PSDB,SP,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,0,1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,0,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,-1,1,-1,1,-1,1,1,0,-1,-1,1,-1,-1,1,1,1,1,0,-1,1
Euler Ribeiro,PFL,AM,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,-1,1,1,0,-1,0,0,0,0,-1,1,0,0,0,1,0,0,0,0,0
Aldo Arantes,PCdoB,GO,0,-1,1,-1,1,1,1,1,-1,1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,-1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,0,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,0,1,-1,1,-1,1,-1,1,-1,0,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,0,-1,-1
Wagner Rossi,PMDB,SP,-1,1,-1,1,0,0,0,0,-1,-1,-1,0,0,-1,1,-1,1,1,1,1,0,0,0,0,0,1,0,0,-1,1,1,-1,1,-1,1,-1,-1,0,-1,0,0,0,0,0,0,0,1,1,1,1,0,-1,0,0,0,1,-1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,-1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,1,1,0
Candinho Mattos,PSDB,RJ,1,-1,0,0,0,0,0,0,-1,1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,-1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,-1,-1,1,1,-1,-1,0,0,0
Socorro Gomes,PCdoB,PA,0,0,1,-1,0,0,0,1,-1,1,-1,1,1,1,-1,0,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,-1,1,1,1,1,1,1,-1,1,1,0,0,-1,0,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,1,-1,0,-1,-1,1,-1,-1,1,-1,-1,-1,0,0,0,-1,-1,1,0,-1,1,0,1,-1,1,-1,0,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,0,0,0
Wolney Queiroz,PDT,PE,1,-1,1,-1,1,1,1,1,0,1,-1,0,0,1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,0,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,1,0,1,-1,1,0,1,1,1,-1,0,1,-1,-1,0,-1,1,0,-1,-1,0,-1,1,-1,1,-1,0,-1,0,0,-1,-1,0,0,-1,0,0,0,1,1,1,0,1,0,0,0,-1,0,1,-1,0,-1,-1,0,0,0,0,1,0,-1,1,-1,0,-1,-1
Elias Murad,PSDB,MG,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,0,1,1,-1,1,-1,1,1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,0,1,-1,1,0,1,0,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,0,1,-1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1
Wilson Cignachi,PMDB,RS,-1,1,-1,1,-1,-1,0,-1,-1,0,0,0,0,0,1,1,-1,-1,1,1,1,1,-1,-1,0,0,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,1,-1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,-1,0,1,1,0,-1,1,1,1,1,1,1,1,0,1,1,1,1,0,-1,1,-1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,0,1,0
Ronaldo Cezar Coelho,PSDB,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Betinho Rosado,PFL,RN,0,0,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,-1,-1,0,0,1,0,0,0,1,1,0,0,0,1,-1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,-1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,-1,1,-1,-1,-1,-1,1,1,-1,0,1,1,1
Elcione Barbalho,PMDB,PA,0,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,0,-1,0,-1,1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,0,1,1,-1,1,1,1,1,-1,-1,1,0,1,1,1,1,-1,1,1,-1,-1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,-1,0,1,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,-1,-1,1,0,-1,0,0,-1,0,-1,0,0,0
Arthur Virgílio,PSDB,AM,0,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,0,-1,-1,1,1,0,1,1,1,0,1,0,1,1,1,0,-1,1,-1,-1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,-1,1,-1,1,0,0,0,-1,1,-1,-1,1,0,1,1,0,1,1
Paulo Mourão,PSDB,TO,0,0,-1,1,0,0,1,-1,-1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1,0,1,1,1,0,0,1,1,1,1,1,-1,1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,-1,1,0,0,0,1,1,-1,-1,0,1,-1,-1,1,0,0,1,0,1,1
Antônio do Valle,PMDB,MG,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,-1,0,1,0,1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,0,1,-1,1,1,1,0,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,1,1,-1
Aracely de Paula,PFL,MG,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,0,1,-1,1,-1,0,0,0,0,0,1,0,1,1,1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,-1,0,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,-1,0,1,-1,0,-1,1,-1,-1,1,1,-1,-1,1,1,1
Márcio Fortes,PSDB,RJ,0,0,-1,1,-1,-1,1,-1,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,-1,0,0,1,1,1,-1,1,1,0,1,-1,1,1,-1,-1,1,1,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,1,1,0,0,0
Wagner Salustiano,PPB,SP,0,0,-1,1,-1,-1,1,-1,-1,0,0,1,0,1,1,0,1,1,-1,1,1,1,-1,0,1,1,1,1,-1,1,1,-1,1,-1,0,-1,-1,0,1,1,0,1,1,1,-1,1,0,1,1,1,1,-1,-1,-1,-1,0,-1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,-1,1,0,0,1,0,0,-1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,-1,1,1,1,1,-1,1,0,0,1,1,-1,-1,0,0,0
Jofran Frejat,PPB,DF,-1,0,-1,1,-1,-1,1,-1,0,1,-1,-1,-1,0,1,-1,1,1,-1,1,1,1,-1,1,0,-1,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,-1,-1,1,-1,1,1,-1,1,1,0,0,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,0,1,1,1,0,-1,-1,-1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,-1,1,1,1,1,1,1,1,1,-1,0,-1,1,-1,-1,1,1,0
Padre Roque,PT,PR,0,-1,1,-1,1,1,1,1,0,-1,-1,1,1,0,-1,0,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,-1,1,1,-1,0,1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,-1,-1,0,-1,0,-1,1,0,-1,1,-1,-1,-1,0,1,-1,0,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,0,0,-1,-1,1,-1,0,-1,-1
Telmo Kirst,PPB,RS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Nair Xavier Lobo,PMDB,GO,0,0,-1,1,-1,0,0,0,-1,1,-1,-1,-1,1,1,1,0,1,-1,1,1,1,-1,-1,0,1,1,1,0,1,1,1,0,-1,1,-1,-1,1,1,1,0,1,0,1,-1,1,-1,1,1,1,1,-1,1,-1,-1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,-1,0,1,0,1,0,1,-1,-1,1,1,0,-1,0,1,0
Genésio Bernardino,PMDB,MG,-1,1,-1,1,0,1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,0,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,-1,0,1,1,1,-1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,0,-1,0,1,1,1
Wigberto Tartuce,PPB,DF,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,0,0,1,1,1,-1,1,1,0,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,0,1,1,1,1,-1,0,-1,-1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,-1,1,-1,-1,1,1,0,-1,1,1,0
Fátima Pelaes,PSDB,AP,-1,1,-1,1,-1,0,0,0,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,1,0,0,1,1,1,0,1,1,1,1,0,0,-1,1,-1,-1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,-1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,-1,1,-1,1,0,0,0,-1,0,1,1,-1,-1,1,1,1,-1,0,1,1
Chicão Brígido,PMDB,AC,0,1,1,-1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,0,-1,1,-1,1,-1,1,1,0,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,1,1,1,1,1,1,1,0,0,1,-1,1,0,-1,0,0,0,-1,1,0,0,1,0,-1,1,0,1,1,1,-1,0,-1,1,1,1,-1,1,0,1,0,1,-1,1,0,0,0,-1,1,1,1,0,0,-1,0,1,0,1,1,0,-1,-1,-1,0,1,-1
Roberto Magalhães,PFL,PE,-1,-1,-1,1,-1,-1,1,-1,0,0,0,-1,-1,0,1,0,0,0,0,0,1,1,-1,-1,0,1,0,1,-1,1,1,-1,1,-1,1,-1,0,-1,-1,1,0,1,1,1,-1,1,-1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,-1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,-1,-1,0,1,1
Fernando Gabeira,PV,RJ,1,-1,1,-1,1,1,1,1,-1,0,0,0,0,1,-1,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,0,0,0,0,1,1,-1,1,1,0,0,-1,0,-1,-1,1,1,0,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,-1,-1,1,1,-1,1,1,-1,1,0,0,1,0,-1,-1,-1,1,-1,-1,1,1,-1,0,0,0,1,0,1,0,1,-1,1,-1,-1,1,1,0,0,0,-1,-1,1,-1,0,1,-1,-1,1,-1,0,0,-1
Valdir Colatto,PMDB,SC,-1,1,-1,1,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,0,1,-1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,0,1,-1,1,0,1,-1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,-1,1,-1,1,1,0,1,1,1,1,1,-1,-1,1,-1,1,1,1
Paulo Bauer,S.Part.,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
Pedro Irujo,PMDB,BA,0,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,0,0,-1,0,-1,-1,-1,0,0,1,-1,-1,-1,-1,1,1,1,0,0,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,0,0,-1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,-1,1,0,0,1,-1,0,-1,-1,-1,1,1,0,0,0,0
Augusto Carvalho,PPS,DF,1,-1,1,1,0,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,0,-1,1,-1,1,1,-1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,0,-1,-1,1,-1,0,-1,-1
Pedro Wilson,PT,GO,1,-1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,0,1,-1,-1,1,-1,0,-1,-1
Domingos Dutra,PT,MA,1,-1,1,-1,1,1,1,1,-1,-1,-1,1,0,-1,-1,0,-1,-1,1,-1,-1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,-1,0,0,-1,0,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,0,-1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,0,-1,-1,0,-1,1,-1,0,-1,0,-1,1,-1,0,1,-1,-1,1,-1,0,-1,-1
Paulo Bornhausen,PFL,SC,-1,-1,-1,1,-1,-1,1,1,-1,-1,0,1,1,-1,1,-1,1,1,-1,1,1,1,0,-1,0,1,1,1,-1,1,1,0,0,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,-1,1,1,1,1,0,1,0,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,-1,1,-1,-1,1,1,-1,1,0,0,1
Emanuel Fernandes,PSDB,SP,0,-1,0,0,0,0,0,0,0,1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,0,0,0,0,1,1,1,-1,1,1,1,1,0,0,1,0,1,1,-1,1,1,1,1,-1,0,1,1,1,1,1,1,0,1,0,0,-1,1,0,1,-1,1,-1,1,-1,0,0,-1,0,-1,1,0,0,0,1,0,0,1,1,1
Alberto Silva,PMDB,PI,0,0,-1,1,0,0,0,-1,0,1,0,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,-1,0,1,1,1,-1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,-1,0,1,-1,-1,-1,0,0,-1,-1,1,0,1,1,1,1
Silvio Lopes,PSDB,RJ,-1,-1,-1,1,-1,-1,1,-1,0,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,-1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,-1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,1,1
Maria Elvira,PMDB,MG,0,0,-1,1,0,0,0,0,-1,1,-1,-1,0,0,1,-1,0,1,0,0,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,0,0,1,1,1,0,1,1,0,1,1,1,-1,1,-1,-1,0,-1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,-1,-1,1,-1,1,0,1,1,0,0,0,-1,0,0,0,1,1,0,-1,1,0,0,0,0,1,0,-1,1,1,-1,0,0,1,0,0,-1,1,-1,-1,1,1,1
Newton Cardoso,PMDB,MG,0,-1,-1,1,-1,0,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,-1,0,0,1,1,1,0,1,1,0,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,1,1
Edinho Araújo,PMDB,SP,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,0,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,0,1,-1,-1,-1,1,-1,1,1,1,1
Sandro Mabel,PMDB,GO,0,1,-1,0,0,0,0,0,-1,1,-1,0,-1,1,0,-1,1,1,-1,1,1,1,-1,0,0,0,0,0,-1,1,1,-1,1,-1,1,-1,0,-1,1,1,0,1,1,1,-1,1,0,1,1,1,0,-1,0,-1,-1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,-1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,-1,1,0,-1,1,1,0,1,0,1,1
Eduardo Jorge,PT,SP,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,1,-1,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,0,-1,1,1,1,-1,1,1,1,0,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,0,1,-1,-1,1,-1,0,-1,-1
Nelson Marchezan,PSDB,RS,-1,-1,0,0,0,0,0,0,-1,1,-1,-1,-1,1,1,0,0,0,0,0,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1,0,1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,-1,1,1,1,-1,1,1,-1,-1,-1,1,0,0,1,1,0,0,1,1,1
