nome,partido,uf,MPV 549/2011,MPV 550/2011,MPV 551/2011,MPV 551/2011,MPV 554/2011,MPV 558/2012,MPV 559/2012,MPV 559/2012,MPV 559/2012,MPV 559/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 566/2012,MPV 566/2012,MPV 566/2012,MPV 567/2012,MPV 567/2012,MPV 567/2012,MPV 570/2012,MPV 571/2012,MPV 571/2012,MPV 571/2012,MPV 574/2012,MPV 574/2012,MPV 574/2012,MPV 575/2012,MPV 576/2012,MPV 579/2012,MPV 579/2012,MPV 579/2012,MPV 579/2012,PDC 514/2011,PEC 153/2003,PEC 153/2003,PEC 270/2008,PEC 416/2005,PEC 416/2005,PEC 438/2001,PEC 445/2009,PEC 471/2005,PEC 478/2010,PEC 478/2010,PL 1876/1999,PL 1876/1999,PL 1992/2007,PL 1992/2007,PL 1992/2007,PL 1992/2007,PL 2330/2011,PL 2330/2011,PL 2330/2011,PL 2565/2011,PL 2565/2011,PL 2565/2011,PL 2793/2011,PL 301/2007,PL 3839/2012,PL 5279/2009,PL 5403/2001,PL 643/2011,PL 865/2011,PLP 114/2011,PLP 230/2004,PLP 362/2006,PLP 579/2010,REQ 1134/2011,REQ 2130/2011,REQ 4504/2012,REQ 4636/2012,REQ 4636/2012,REQ 6062/2012,REQ 6135/2012,REQ 6460/2012,REQ 6461/2012,PEC 471/2005
Penna,PV,SP,-1,0,-1,1,1,-1,0,0,0,-1,0,0,0,-1,0,0,1,-1,0,-1,-1,0,1,-1,0,0,-1,1,1,0,-1,-1,0,0,0,1,-1,0,1,0,1,1,1,1,-1,1,0,1,1,0,-1,0,0,-1,0,0,1,1,1,-1,1,1,-1,0,0,1,1,1,1,1,1,-1,1,1,1,-1,0,1,1,-1
Roberto de Lucena,PV,SP,-1,-1,-1,0,1,0,-1,0,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,-1,-1,1,0,0,0,1,-1,-1,1,-1,1,1,-1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,0
Mara Gabrilli,PSDB,SP,-1,1,-1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,1,0,0,1,0,0,0,-1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,0,1,1,-1,-1,1,-1,0,1,0,0,-1,-1,0,1,1,0,-1,0,1,0,0,0,1,1,0,-1
William Dib,PSDB,SP,-1,1,-1,1,1,-1,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,1,1,0,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,0,1,1,-1,1,1,-1,0,1,0,0,-1,-1,1,1,1,0,-1,0,0,0,-1,-1,0,1,1,1
Luiz Fernando Machado,PSDB,SP,-1,1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,1,-1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,-1,-1,0,0,0,0
Vaz de Lima,PSDB,SP,-1,1,-1,1,1,-1,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,-1,-1,-1,1,0,0,1,1,0,0,-1,1,0,1,1,0,1,1,-1,0,0,1,1,1,0,1,1,0,1,1,-1,1,1,-1,0,1,0,0,-1,-1,0,1,1,0,-1,1,1,0,1,0,1,1,1,-1
Ângelo Agnolin,PDT,TO,0,-1,-1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,1,-1,1,0,0,-1,1,1,1,1,1,0,1,1,1,1,1,-1,1,-1,-1,-1,1,0,-1,-1,1,0,1,0,1,1,-1,0,0,1,1,1,1,1,1,1,1,0,1,-1,0,1,1,1
Luiz Noé,PSB,RS,-1,1,-1,-1,1,1,-1,-1,-1,1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,1,-1,0,0,1,1,-1,1,-1,0,0,0,0,1,1,1,1,1,0,1,1,-1,1,0,1,1,-1,-1,0,-1,0,-1,-1,-1,-1,1,0,0,1,0,-1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,-1
Policarpo,PT,DF,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,1,-1,1,-1,1,-1,0,0,-1,1,1,1,1,0,1,1,-1,1,1,1,1,-1,0,-1,1,0,-1,-1,-1,-1,0,-1,0,1,-1,-1,0,1,0,0,1,1,1,1,1,0,1,-1,1,1,1,-1
Vilalba,PRB,PE,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,0,0,0,-1,-1,-1,1,-1,-1,-1,0,0,0,1,0,0,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,1,1,1,1,1,-1,1,1,0,0,1,-1,1,1,1,0,1,0,1,0,1,-1,1,0,0,1
Dr. Carlos Alberto,PMN,RJ,-1,-1,0,0,1,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,1,1,-1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Alberto Mourão,PSDB,SP,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,1,1,1,1,0,0,1,1,-1,1,0,1,1,1,1,1,0,0,1,-1,-1,-1,1,-1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,-1,0,0,0,-1
Cida Borghetti,PP,PR,-1,-1,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1,-1,0,0,-1,0,-1,0,0,0,-1,1,-1,0,0,1,1,1,0,1,1,1,1,0,0,1,-1,-1,1,-1,-1,-1,0,-1,-1,0,0,0,0,1,1,-1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0
Zeca Dirceu,PT,PR,0,-1,-1,-1,0,0,-1,0,0,1,-1,0,-1,-1,-1,-1,1,0,-1,-1,0,0,0,1,0,-1,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,0,-1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1
João Arruda,PMDB,PR,0,-1,1,-1,-1,1,0,-1,-1,0,-1,-1,-1,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,0,0,0,-1,0,1,1,0,1,1,1,1,1,1,1,0,-1,-1,1,-1,0,-1,0,0,0,-1,1,1,-1,1,1,-1,0,1,1,0,1,1,1,0,1,0,1,1,-1,1,1,0,1
Edmar Arruda,PSC,PR,-1,-1,1,0,1,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,-1,0,1,-1,-1,0,0,0,0,0,0,-1,1,0,-1,0,0,0,1,0,1,1,1,1,0,1,0,-1,-1,1,-1,-1,-1,0,1,1,0,0,0,-1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
Nelson Padovani,PSC,PR,-1,-1,1,-1,1,1,0,-1,0,-1,0,0,-1,-1,0,-1,1,0,0,0,0,0,0,1,0,0,0,-1,0,1,-1,-1,-1,1,0,0,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,0,1,1,1,1,1,0,1,1,-1,0,1,-1,1,1,1,1,1,0,0,0,1,-1,0,1,1,1
Sandro Alex,PPS,PR,0,0,-1,0,1,-1,1,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0,0,-1,1,-1,1,-1,0,1,1,1,0,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,-1,1,0,1,1,1,1,1,-1,1,1,-1,0,0,-1,1,0,1,0,-1,1,1,0,1,-1,1,1,1,-1
Leopoldo Meyer,PSB,PR,0,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,0,1
Rosane Ferreira,PV,PR,-1,0,-1,-1,1,-1,0,0,0,1,0,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,1,1,0,0,-1,1,1,-1,-1,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,0,1,1,1,1,0,1,1,1,-1,1,1,-1,0,1,1,-1
Fernando Francischini,PSDB,PR,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,1,1,-1,0,0,-1,-1,-1,1,1,1,0,1,1,0,0,0,0,-1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-1
Vitor Paulo,PRB,RJ,0,0,-1,-1,0,0,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,0,-1,0,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,0,1,1,-1,-1,-1,-1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1
Taumaturgo Lima,PT,AC,0,0,-1,-1,-1,1,0,-1,0,0,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,-1,1,-1,1,-1,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,-1,1,0,0,1
Sibá Machado,PT,AC,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,0,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1
Marcio Bittar,PSDB,AC,-1,1,-1,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,-1,0,1,1,0,1,0,0,0,-1,1,1,0,0,0,0,0,-1,-1,0,0,1,1,-1,1,1,0,1,-1,0,0,0,0
Celia Rocha,PTB,AL,0,0,1,-1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,-1,-1,1,0,0,0,0,0,0,1,1,0,0,1,0,-1,0,1,1,0,1,1,0,-1,0,1,0,1,-1,0,1,0,0
Renan Filho,PMDB,AL,0,-1,1,-1,-1,1,-1,-1,0,1,0,-1,0,-1,0,-1,1,-1,-1,-1,0,-1,0,1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,-1,-1,1,-1,-1,-1,0,-1,-1,1,0,1,0,1,1,-1,0,0,1,1,1,1,0,1,0,0,-1,0,-1,0,1,0,0
Rui Palmeira,PSDB,AL,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,0,1,1,1,0,0,1,-1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,-1,1,1,0,0,0,0,0,0,-1
Rosinha da Adefal,PTdoB,AL,1,1,1,-1,1,1,-1,0,-1,1,-1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-1,0,-1,0,0,0,-1,1,-1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,-1,1,0,0,1,1,1,0,0,1,1,1,1
Henrique Oliveira,PR,AM,1,1,1,-1,1,1,-1,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,-1,-1,-1,0,-1,0,1,1,0,1,0,-1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,-1,-1,1,1,1,1
Pauderney Avelino,DEM,AM,-1,1,1,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,1,-1,0,0,0,0,1,1,1,1,1,0,1,1,1,-1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,1,0,0,-1,0,0,0,0,1,1,1,1,-1,0,1,0,0,-1,1,1,1,-1
Luiz Carlos,PSDB,AP,-1,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,-1,-1,1,1,1,1,0,0,0,1,1,1,-1,0,1,0,0,0,-1,0,0,1,1,-1,1,0,0,1,-1,0,0,0,1
Marcelo Matos,PDT,RJ,-1,-1,-1,-1,0,0,0,0,-1,1,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,-1,-1,1,-1,-1,0,-1,0,-1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,0,1,0,-1,0,0,1,1,1,0,1,1,0,1,0,-1,1,0,0,0,1
Alessandro Molon,PT,RJ,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,0,-1,-1,0,-1,1,-1,-1,-1,0,0,0,1,0,0,0,1,1,-1,0,0,1,-1,-1,0,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,-1,0,0,-1,-1,-1,-1,1,-1,0,-1,1,0,1,1,0,0,0,0,1,1,-1,-1,1,1,1,-1
Benedita da Silva,PT,RJ,1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,0,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,1,0,-1,-1,0,1,1,1,0,1,1,0,1,1,-1,-1,0,1,1,1
Walney Rocha,PTB,RJ,1,1,1,-1,0,1,-1,-1,-1,-1,0,0,0,0,0,-1,1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,1,1,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,0,1,1,-1,-1,-1,-1,1,0,-1,0,0,1,1,1,1,0,-1,0,1,1,-1,-1,1,1,1,1
Pedro Paulo,PMDB,RJ,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0
Washington Reis,PMDB,RJ,-1,0,1,-1,0,0,0,-1,-1,1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1,0,1,0,1,1,-1,1,1,0,0,1,0,1,0,1,0,1,0,-1,-1,0,-1,-1,-1,0,1,1,-1,-1,-1,0,1,1,-1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0
Anthony Garotinho,PR,RJ,-1,1,1,1,1,-1,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,1,1,-1,-1,-1,1,0,-1,0,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1,1,0,1,1,-1,-1,-1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,-1,1,1,1,1
Zoinho,PR,RJ,1,1,1,-1,1,1,-1,-1,0,-1,0,0,0,0,0,0,1,-1,0,0,-1,-1,1,1,0,-1,0,0,1,-1,1,-1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,-1,-1,1,1,0,1
Stepan Nercessian,PPS,RJ,0,0,-1,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,1,0,-1,0,0,0,0,0,-1,1,0,1,1,1,1,1,-1,1,1,1,1,-1,0,-1,1,0,1,1,-1,-1,0,1,1,1,-1,0,0,-1,1,1,0,1,-1,-1,0,1,-1,0,1,1,1,-1
Aureo,PRTB,RJ,-1,0,0,0,0,0,0,-1,-1,1,0,-1,0,-1,0,0,1,-1,-1,0,0,-1,0,0,0,-1,0,1,-1,-1,-1,-1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,-1,-1,-1,-1,1,1,-1,0,0,1,0,0,1,0,1,0,1,0,-1,1,0,0,0,0
Romário,PSB,RJ,0,0,-1,-1,1,0,-1,-1,0,0,-1,0,-1,-1,0,-1,1,0,-1,0,-1,-1,-1,0,0,-1,-1,1,0,-1,1,-1,0,0,0,0,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,0,0,-1,0,-1,-1,0,-1,-1,-1,1,1,-1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,-1
Alfredo Sirkis,PV,RJ,0,-1,-1,0,1,-1,0,0,0,0,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,0,1,1,0,0,-1,0,0,0,0,0,1,0,-1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Dr. Aluizio,PV,RJ,-1,1,-1,1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,1,-1,-1,-1,1,1,0,0,-1,1,1,1,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,-1,0,0,1,1,1,1,-1,1,-1,0,1,-1,-1,1,1,1,-1
Jean Wyllys,PSOL,RJ,-1,1,-1,-1,1,0,0,1,0,-1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,-1,0,0,0,0,0,1,1,-1,0,-1,1,-1,-1,1,0,1,1,0,1,1,1,1,-1,0,1,1,1,-1,-1,-1,1,-1,0,0,0,0,0,0,1,-1,-1,0,1,0,0,0,0,-1,0,-1,-1,1,0,-1,1,1,1,-1
Luiz Argôlo,PP,BA,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,1,0,-1,-1,0,0,0,1,0,-1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,-1,-1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1
Arthur Oliveira Maia,PMDB,BA,1,-1,1,0,-1,0,0,0,0,1,-1,0,-1,-1,0,-1,1,-1,-1,-1,0,0,0,1,-1,0,-1,-1,0,1,0,0,1,-1,0,0,1,1,0,1,0,1,1,1,-1,0,0,-1,0,1,-1,-1,-1,0,-1,-1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,-1
Jânio Natal,PRP,BA,0,0,1,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,-1,-1,1,0,-1,0,1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
Danilo Forte,PMDB,CE,-1,0,0,0,0,1,0,-1,-1,1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,1,1,-1,0,0,-1,-1,1,1,1,0,0,0,1,0,-1,1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,1,1,-1,1,0,-1,-1,0,1,0,1,1,1,1,0,1,0,0,-1,0,0,0,-1
Erika Kokay,PT,DF,-1,-1,-1,-1,1,0,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,0,-1,1,1,1,0,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,0,1,0,1,1,1,1,1,1,-1,1,1,1,-1
Dr. Grilo,PSL,MG,0,1,1,-1,1,0,-1,-1,0,0,-1,0,-1,0,0,0,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,1,0,1,0,1,0,-1,0,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,-1,0,-1,0,1,1,1,0,1,-1,1,1,-1,0,0,1,0,1,0,0,1,1,1,0,1,-1,1,0,1,-1
Luis Tibé,PTdoB,MG,1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,-1,1,-1,1,-1,0,0,0,1,1,1,0,0,1,1,1,0,0,-1,0,1,0,-1,-1,0,-1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,-1,0,0,0,1
Fábio Trad,PMDB,MS,-1,0,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,0,1,1,-1,1,1,-1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1
Hugo Motta,PMDB,PB,0,-1,1,-1,-1,1,-1,-1,-1,1,0,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,1,-1,-1,0,0,0,-1,0,-1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,-1,-1,1,-1,0,-1,0,-1,-1,1,0,1,-1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,0,0,0,1
Romero Rodrigues,PSDB,PB,-1,1,-1,1,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,1,1,1,1,0,1,1,1,0,1,1,0,-1,0,1,1,0,1,1,1,1,1,-1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
José Augusto Maia,PTB,PE,0,1,1,-1,-1,0,-1,0,0,0,-1,0,-1,-1,0,-1,0,-1,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,-1,0,0,0,1,1,1,0,0,1,-1,0,0,1,1,0,1,1,1,1,1,0,0,-1,1,1,1,1
Paulo Wagner,PV,RN,-1,0,-1,1,1,0,0,0,-1,-1,-1,0,0,-1,0,-1,1,0,0,0,0,0,0,1,0,0,-1,1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,-1,1,1,-1,1,1,-1,-1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1
Jerônimo Goergen,PP,RS,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,0,-1,-1,0,-1,1,0,0,0,0,0,0,1,0,0,1,-1,-1,1,0,-1,1,1,-1,-1,1,0,1,0,1,1,0,1,1,0,0,-1,-1,1,-1,0,-1,0,-1,-1,0,1,0,0,0,1,-1,0,0,1,0,1,1,1,1,1,0,-1,0,0,1,0,1,1
Valdivino de Oliveira,PSDB,GO,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,-1,0,1,1,0,-1,-1,1,1,1,0,0,0,0,0,0,-1,0,0,0,1,-1,1,1,0,1,-1,0,0,0,0
Nelson Marchezan Junior,PSDB,RS,0,0,-1,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,1,0,1,0,0,1,1,-1,1,0,1,1,1,0,1,-1,1,0,-1,-1,1,0,0,1,0,1,1,1,1,1,-1,0,0,0,0,0,-1,0,0,1,1,-1,1,1,1,1,-1,0,0,0,-1
Júnior Coimbra,PMDB,TO,1,-1,1,-1,-1,0,-1,0,0,1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1,-1,-1,0,1,0,0,-1,-1,-1,-1,1,1,1,1,1,0,-1,1,1,1,0,-1,-1,1,0,-1,-1,0,-1,-1,1,1,1,-1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
Professora Dorinha Seabra Rezende,DEM,TO,0,0,1,0,1,1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,-1,0,-1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,-1,-1,0,0,0,0,0,1,1,1,1,1,0,0,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1
Acelino Popó,PRB,BA,0,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,-1,0,-1,0,0,-1,-1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,-1,-1,-1,-1,1,1,1,1,0,-1,1,1,-1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0
Luiz Nishimori,PSDB,PR,-1,1,-1,1,1,1,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,-1,-1,0,1,0,0,1,1,0,1,-1,1,1,1,0,0,1,1,1,1,1,-1,-1,1,0,0,0,0,1,1,-1,0,1,-1,0,1,0,0,-1,-1,1,0,0,1,-1,1,1,0,1,-1,1,1,1,1
Arthur Lira,PP,AL,-1,0,-1,-1,-1,1,-1,0,-1,1,0,-1,-1,-1,-1,0,1,-1,0,0,0,0,-1,1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,0,0,-1,0,1,0,0,1,1,1,1,1,1,-1,1,0,1,1,1,1
Ronaldo Zulke,PT,RS,-1,-1,0,0,-1,0,-1,-1,-1,1,0,0,0,0,0,-1,1,0,0,0,0,-1,-1,0,0,0,-1,1,1,0,0,0,-1,-1,0,0,-1,1,1,1,1,1,1,1,-1,0,0,1,1,1,-1,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,-1
