nome,partido,uf,MPV 267/2005,MPV 268/2005,MPV 269/2005,MPV 269/2005,MPV 269/2005,MPV 272/2005,MPV 273/2005,MPV 275/2005,MPV 275/2005,MPV 275/2005,MPV 275/2005,MPV 275/2005,MPV 276/2006,MPV 276/2006,MPV 276/2006,MPV 278/2006,MPV 278/2006,MPV 279/2006,MPV 279/2006,MPV 280/2006,MPV 280/2006,MPV 280/2006,MPV 280/2006,MPV 281/2006,MPV 283/2006,MPV 283/2006,MPV 284/2006,MPV 284/2006,MPV 284/2006,MPV 285/2006,MPV 285/2006,MPV 287/2006,MPV 288/2006,MPV 288/2006,MPV 288/2006,MPV 288/2006,MPV 288/2006,MPV 291/2006,MPV 291/2006,MPV 291/2006,MPV 291/2006,MPV 291/2006,MPV 316/2006,MPV 327/2006,PDC 2075/2005,PEC 199/2003,PEC 199/2003,PEC 347/1996,PEC 347/1996,PEC 349/2001,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/2006,PEC 548/2002,PEC 548/2002,PEC 548/2002,PEC 7/2003,PEC 7/2003,PEC 7/2003,PL 4428/2004,PL 4591/2004,PL 4776/2005,PL 5855/2005,PL 5855/2005,PL 5855/2005,PL 6272/2005,PL 6272/2005,PL 6272/2005,PL 6272/2005,PLP 123/2004,PLP 123/2004,PLP 184/2004,PLP 22/2003,PLP 22/2003,PLP 249/2005,PLP 249/2005,PLP 249/2005,PLP 380/2006,PLP 76/2003,PLP 76/2003,REP 43/2005
João Caldas,PL,AL,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1
Givaldo Carimbão,PSB,AL,0,0,1,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,-1,0,1,-1,-1,1,0,1,-1,0,0,1,0,0,1,0,1,-1,-1,0,0,0,1,0,0,1,0,0,0,1,0,-1
Helenildo Ribeiro,PSDB,AL,0,-1,-1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,-1,0,1,1,1,1,-1,0,0,0,-1,1,0,1,1,1,-1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,0,0,1,1,-1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
Eduardo Seabra,PTB,AP,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,-1,-1,1,1,0,-1,1,0,1,-1,1,1,-1,1,-1,-1,-1,0,-1,1,1,0,0,0,0,1,1,-1,-1
Coronel Alves,PL,AP,1,0,1,-1,-1,-1,-1,1,-1,0,0,-1,0,-1,1,-1,-1,0,-1,-1,-1,1,0,1,0,1,-1,1,-1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,-1,1,1,0,0,1,1,0,-1,0,1,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Josias Gomes,PT,BA,1,1,1,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,1,-1,-1,0,-1,0,0,0,0,1,1,1,-1,1,0,0,-1,0,-1,0,0,-1,0,1,-1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,-1,-1,1,-1,1,0,1,0,0,0,0,1,-1,-1,-1,0,0,1,0,-1,1,0,-1,1,1,0,-1
Guilherme Menezes,PT,BA,1,1,1,-1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,0,0,1,0,1,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,0,1,1,-1,-1,-1,1,0,1,1,-1,1,1,-1,1,1,-1,-1
Paulo Magalhães,PFL,BA,-1,-1,-1,0,1,0,0,0,0,1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,-1,1,0,1,1,1,0,0,-1,0,-1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,-1,-1,-1,1,-1,1,0,0,1,1,1,1,-1,1,1,1,0,-1,1,1,0,1,1,1,1,1,-1,1
Edson Duarte,PV,BA,1,1,-1,-1,1,0,-1,0,0,0,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,0,0,-1,1,1,-1,-1,1,-1,1,-1,1,0,0,-1,1,-1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,-1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,0,1,1,0,-1,1,1,-1,1,1,-1,1,1,0,-1
Eunício Oliveira,PMDB,CE,0,1,0,0,1,-1,-1,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,0,-1,-1,0,1,0,1,-1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,-1,-1,1,1,1,-1,0,1,1,1,0,0,0,1,-1,0,-1,1,0,1,1,0,1,1,0,0,1,0,-1
Almeida de Jesus,PL,CE,-1,1,1,-1,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,1,-1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,-1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,0,-1,0,0,1,1,-1,0,0,0,1,1,-1,-1
Sigmaringa Seixas,PT,DF,1,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,0,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,0,-1,-1,-1,1,-1,0,1,1,-1,1,0,1,1,-1,-1,0,1,-1,1,1,-1,0,0,-1,1,1,-1,-1
José Roberto Arruda,PFL,DF,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,-1,1,1,1,-1,0,0,0,1,1,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
Neucimar Fraga,PL,ES,1,0,1,-1,-1,0,0,1,-1,0,0,-1,0,0,1,-1,-1,0,0,-1,-1,1,-1,0,1,1,0,1,0,-1,-1,-1,1,0,0,1,1,1,0,0,0,1,-1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,-1,-1,1,1,1,-1,0,0,1,0,1,0,1,0,0,-1,0,0,0,0,1,0,1,1,1,1,0,0,-1
Rubens Otoni,PT,GO,1,1,1,-1,0,0,0,1,-1,-1,-1,-1,-1,-1,0,-1,0,1,-1,0,-1,-1,-1,1,1,0,0,1,0,-1,-1,0,-1,-1,0,1,0,1,0,0,0,0,-1,-1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,-1,-1,1,0,1,0,1,1,0,0,0,0,0,1,-1,-1,-1,1,-1,0,0,0,1,0,1,1,1,0,-1
Luiz Bittencourt,PMDB,GO,1,1,1,-1,1,-1,-1,0,-1,-1,-1,-1,0,-1,1,-1,-1,0,0,-1,-1,1,0,0,0,1,0,0,-1,-1,1,0,-1,0,0,1,0,1,1,0,1,0,-1,0,1,1,1,0,1,0,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,1,1,1,0,1,0,1,-1,1,-1,0,-1,1,1,-1,0,0,0,1,1,0,-1
Pedro Chaves,PMDB,GO,1,1,1,-1,0,0,-1,1,-1,-1,-1,-1,-1,0,0,0,-1,1,-1,-1,0,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,0,0,0,0,1,-1,0,0,0,-1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,0,1,-1,-1,-1,0,-1,1,1,-1,1,1,1,1,1,-1,-1
Mário Heringer,PDT,MG,1,0,-1,0,0,-1,-1,0,0,1,-1,0,0,0,0,-1,-1,1,-1,0,1,-1,-1,-1,1,0,0,0,1,-1,1,-1,1,1,1,-1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,0,-1,1,1,1,-1,0,1,0,1,-1,-1,0,-1,-1,1,1,0,-1,1,0,-1,1,1,-1,1,1,-1,-1
Mauro Lopes,PMDB,MG,1,0,0,0,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,0,0,0,-1,0,0,0,-1,1,0,1,0,1,-1,0,-1,0,0,0,0,0,1,-1,0,0,0,0,-1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,0,-1,0,1,1,1,-1,0,0,1,1,0,0,1,1,0,0,-1,0,0,1,1,-1,0,0,0,1,0,0,-1
José Santana de Vasconcellos,PL,MG,1,1,0,0,0,-1,-1,1,-1,-1,-1,0,0,-1,1,-1,-1,1,-1,0,0,0,-1,1,1,0,-1,1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,1,1,1,1,1,1,0,1,1,1,1,0,-1,1,1,-1,-1,1,1,1,-1,1,1,1,-1,0,1,0,1,0,0,-1,1,0,1,0,0,1,1,1,1,1,0,-1
Roberto Brant,PFL,MG,-1,-1,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,1,-1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,-1,1,1,1,-1,1,1,0,1,1,0,0,-1,1,1,1,1,-1,0,0,0,0,0,0,1,1,-1,0
Bonifácio de Andrada,PSDB,MG,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,1,-1,0,0,0,-1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,-1,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,1,0,0
Wladimir Costa,PMDB,PA,0,1,1,-1,1,0,-1,1,-1,0,0,0,0,0,1,-1,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,-1,0,1,0,0,0,1,-1,0,0,0,1,-1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,-1,-1,1,1,1,-1,1,0,0,1,0,1,-1,1,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0
Jader Barbalho,PMDB,PA,0,0,1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,-1,-1,1,1,1,-1,1,0,0,1,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
Nicias Ribeiro,PSDB,PA,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,-1,1,0,0,1,-1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wilson Santiago,PMDB,PB,1,1,1,-1,-1,-1,-1,1,-1,0,0,-1,0,0,0,0,0,1,-1,0,-1,0,0,0,0,0,0,1,0,-1,-1,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,0,0,1,0,-1,0,0,1,0,-1,-1,1,-1,1,1,-1,1,1,1,0,1,0,0
Philemon Rodrigues,PTB,PB,1,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,1,0,1,-1,-1,-1,-1,1,-1,-1,0,0,-1,1,0,0,0,0,0,-1,0,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,-1,-1,1,1,1,-1,1,1,1,-1,1,0,0,1,-1,-1,-1,1,0,1,1,-1,0,0,0,0,1,-1,0
Fernando Ferro,PT,PE,1,1,1,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,0,1,1,1,-1,1,0,-1,-1,0,-1,0,0,-1,0,1,0,0,0,0,-1,-1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,0,0,1,1,1,-1,1,-1,1,1,-1,-1,-1,0,-1,1,1,-1,1,1,1,1,1,-1,-1
Gonzaga Patriota,PSB,PE,1,0,1,0,-1,-1,-1,1,-1,-1,-1,0,0,-1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,-1,0,1,1,0,0,0,1,1,-1,1,0,0,1,0,-1,0,0,-1,0,0,0,1,0,1,1,1,0,0
Iris Simões,PTB,PR,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,1,0,1,0,1,-1,0,-1,0,-1,-1,-1,0,0,-1,0,1,0,0,0,0,-1,0,1,1,1,1,1,0,1,1,1,1,1,-1,1,0,-1,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,-1,-1,-1,0,-1,1,1,-1,0,0,0,1,1,-1,-1
Hermes Parcianello,PMDB,PR,0,1,1,0,-1,0,0,1,-1,0,-1,0,0,-1,0,0,0,1,-1,0,0,0,0,0,0,0,-1,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,-1,1,1,0,0,0,0,1,-1,-1,0,1,1,0,0,-1,0,0,1,0,0,0,0,0,1,0,0,0
Oliveira Filho,PL,PR,0,1,0,-1,-1,0,-1,1,-1,0,0,-1,0,-1,1,0,-1,0,-1,0,0,0,0,0,1,0,-1,1,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,-1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,-1,-1,1,1,0,-1,0,0,0,-1,1,1,-1,0,0,-1,0,1,0,0,0,0,0,0,0,0,1,0,0
Cezar Silvestri,PPS,PR,-1,-1,-1,-1,1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,-1,1,-1,-1,-1,-1,1,1,-1,1,0,0,-1,1,0,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,-1,0,0,1,1,-1,1,0,1,1,0,0,0,0,0,0,1,1,-1,1,1,-1,1,1,-1,1,1,-1,0
Odílio Balbinotti,PMDB,PR,1,1,1,-1,-1,0,0,1,0,-1,0,-1,-1,-1,1,-1,-1,0,-1,0,0,0,0,1,1,1,0,0,0,-1,-1,-1,-1,0,0,1,1,1,0,0,0,1,-1,1,1,1,0,1,0,0,1,1,0,0,1,-1,1,0,-1,-1,1,1,1,-1,0,0,1,-1,0,1,1,1,0,-1,-1,0,-1,1,1,-1,1,1,1,1,1,0,-1
Elaine Costa,PTB,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,-1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,1,0,1,1,1,1,1,-1,0
Leonardo Picciani,PMDB,RJ,0,-1,-1,0,1,0,0,-1,0,0,-1,1,0,0,0,-1,0,-1,1,0,0,0,-1,-1,-1,-1,0,0,0,1,1,0,1,0,1,-1,1,-1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,-1,1,1,1,-1,1,1,1,1,-1,1,-1,-1,1,1,0,1,0,1,1,-1,1,1,1,1,1,-1,-1
Anselmo de Jesus,PT,RO,1,1,1,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,1,0,-1,1,-1,-1,0,-1,-1,1,1,0,-1,1,-1,-1,-1,-1,1,0,0,-1,0,1,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,0,1,-1,1,0,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,0,-1,-1
Pompeo de Mattos,PDT,RS,0,1,-1,-1,1,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,-1,1,-1,0,0,1,0,0,0,0,-1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,-1,-1,1,0,0,0,1,0,1,1,0,-1,0,-1,0,1,1,1,-1,1,0,-1,1,1,-1,1,1,0,0
Adão Pretto,PT,RS,0,1,1,0,-1,-1,-1,1,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,0,1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,1,1,1,1,1,1,0,1,-1,1,1,-1,-1,-1,0,1,-1,1,0,1,0,0,0,1,1,0,0,-1,1,-1,1,0,-1,-1,1,-1,1,1,-1,-1
Kelly Moraes,PTB,RS,1,1,1,0,-1,-1,-1,0,0,0,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,0,0,-1,1,-1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,-1,-1,1,1,1,-1,1,1,0,-1,-1,1,-1,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,-1
Jorge Boeira,PT,SC,0,1,1,0,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,0,1,-1,1,0,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,-1,-1
Mauro Passos,PT,SC,1,1,0,0,-1,-1,-1,1,0,0,0,0,0,0,1,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,1,-1,0,0,0,-1,0,0,-1,0,1,0,0,0,0,-1,-1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,0,0,1,1,1,1,1,0,0,1,-1,-1,-1,1,-1,0,1,-1,0,1,1,1,1,0,0
João Matos,PMDB,SC,0,0,0,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,1,0,1,1,1,-1,1,-1,-1,-1,0,0,0,0,0,1,1,0,-1,0,1,-1,1,0,0,0,0,0,1,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,1,1,1,1,-1,0
Telma de Souza,PT,SP,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,0,1,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,-1,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,-1
Mariângela Duarte,PT,SP,1,1,1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,1,0,1,-1,1,0,-1,-1,0,0,0,0,1,0,1,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,0,-1,-1,1,-1,1,1,1,-1,1,0,1,1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,1,-1,-1
Angela Guadagnin,PT,SP,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,0,0,0,-1,0,0,0,-1,1,0,-1,-1,0,-1,0,0,-1,0,1,0,0,0,0,-1,-1,0,1,1,1,1,1,0,1,0,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,0,1,-1,1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,-1,-1
Luciano Zica,PT,SP,1,1,1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,0,0,-1,-1,-1,-1,0,1,1,1,-1,1,0,-1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,0,1,-1,1,0,1,1,-1,-1,-1,1,-1,0,1,-1,0,1,-1,1,1,-1,-1
Ricardo Izar,PTB,SP,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,0,0,-1,-1,-1,1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,-1,1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,-1,-1,1,1,1,-1,1,0,1,-1,1,0,0,1,-1,1,-1,1,0,1,1,-1,0,0,1,0,0,0,-1
Dimas Ramalho,PPS,SP,-1,-1,-1,0,0,-1,-1,0,0,1,0,1,0,0,0,-1,-1,1,0,-1,1,0,0,-1,0,1,1,-1,0,-1,1,-1,1,0,0,-1,1,-1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,0,0,1,1,0,1,-1,1,-1,1,1,-1,0,0,-1,0,0,0,0,1,-1,-1
Vicente Cascione,PTB,SP,0,1,0,-1,-1,0,0,-1,0,0,0,0,-1,0,1,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,1,0,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1
Zulaiê Cobra,PSDB,SP,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,-1,0,0,-1,0,0,0,1,1,0,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Elimar Máximo Damasceno,PRONA,SP,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,1,1,0,-1,-1,0,-1,0,0,1,0,1,0,1,0,0,-1,1,-1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,-1,1,0,1,-1,1,1,0,0,1,0,1,1,0,1,0,-1,1,0,1,0,-1,1,1,-1,1,0,0,1,0,-1,0
Osvaldo Biolchi,PMDB,RS,1,0,0,-1,0,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,0,1,1,-1,-1,0,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,1,-1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,1,1,1,0,0,0,0
João Lyra,PTB,AL,1,0,1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,-1,-1,1,0,1,-1,1,1,1,-1,0,0,1,1,-1,1,-1,0,0,1,1,-1,1,1,1,0,1,-1,0
Humberto Michiles,PL,AM,1,1,1,0,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,1,0,-1,-1,1,0,1,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,1,0,0,0,1,-1,0,1,1,1,1,1,1,1,1,0,1,1,-1,1,0,-1,-1,1,1,1,-1,1,0,0,-1,0,1,0,1,1,0,-1,1,-1,0,0,0,0,0,1,1,1,-1,-1
Janete Capiberibe,PSB,AP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Almeida,PCdoB,BA,0,1,1,-1,-1,-1,-1,1,-1,-1,0,0,0,-1,0,0,-1,0,-1,-1,-1,-1,0,-1,1,1,-1,-1,0,-1,-1,0,0,0,0,-1,0,1,1,0,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-1,-1,1,1,1,-1,1,1,1,1,0,0,1,1,-1,-1,0,1,-1,0,0,-1,1,1,-1,1,1,0,-1
Gonzaga Mota,PSDB,CE,1,-1,-1,0,1,1,0,0,0,1,0,1,0,0,0,-1,-1,-1,0,1,0,1,1,-1,0,0,0,0,1,0,1,0,1,-1,1,-1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,0,1,1,1,1,1,1,-1,1,1,-1,1,0,1,1,0,0,1
Marcus Vicente,PTB,ES,1,0,1,-1,-1,-1,0,1,-1,-1,-1,0,-1,0,0,-1,-1,0,-1,-1,-1,1,-1,0,0,1,0,-1,-1,-1,-1,0,0,0,0,-1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,0,-1,-1,1,1,1,-1,0,1,1,1,1,1,-1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,-1,0
Sandro Mabel,PL,GO,0,0,1,-1,0,0,-1,1,-1,-1,0,-1,0,0,0,-1,-1,0,-1,0,-1,1,0,0,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,-1,1,1,1,0,1,1,0,1,0,1,1,1,-1,1,1,-1,0,1,1,1,0,1,-1,0,0,0,1,1,1,-1,-1,0,1,-1,1,1,0,0,1,-1,1,0,-1,0
Pedro Novais,PMDB,MA,1,0,1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,1,0,1,-1,1,0,-1,-1,-1,0,0,0,-1,0,1,-1,0,1,0,-1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,-1,-1,1,1,1,-1,1,0,1,1,0,1,0,1,-1,1,-1,0,-1,1,0,-1,1,0,1,1,1,0,1
César Bandeira,PFL,MA,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,0,-1,0,0,0,0,1,0,1,-1,1,-1,-1,1,-1,-1,0,0,1,0,1,-1,-1,0,0,-1,-1,0,1,1,1,0,0,1,1,1,0,1,-1,1,0,-1,-1,1,1,1,-1,1,1,0,-1,0,1,1,1,-1,-1,-1,0,-1,0,0,0,0,0,0,1,0,0,-1
