nome,partido,uf,PDC 141/1991,PDC 256/1993,PDC 44/1984,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PL 1258/1988,PL 149/1991,PL 1491/1991,PL 1491/1991,PL 1491/1991,PL 1909/1991,PL 2801/1992,PL 3387/1992,PL 3497/1993,PL 3519/1993,PL 3610/1993,PL 3610/1993,PL 3716/1993,PL 3716/1993,PL 3831/1993,PL 3831/1993,PL 3831/1993,PL 3831/1993,PL 3984/1993,PL 4176/1993,PL 4176/1993,PL 4233/1993,PL 4233/1993,PL 4562/1989,PL 4621/1990,PL 73/1991,PL 8/1991,PL 824/1991,PL 824/1991,PL 965/1991
Leomar Quintanilha,PPR,TO,0,0,0,1,-1,-1,-1,-1,-1,0,-1,-1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,-1,1,1,1,1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,1
Maria Luiza Fontenele,PSTU,CE,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,-1,0,1,0,1,-1,0,0,0,0,0,0,0,-1,-1,1,-1,0,1,0,0,-1,1,0
Nilson Gibson,PMN,PE,0,0,0,1,1,-1,-1,-1,-1,1,-1,-1,1,0,1,1,1,-1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Jarvis Gaidzinski,PPR,SC,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,1,0,1,1,0,0,1,0,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,1,1,0,1,0,0,-1,-1,0,0,1
Paulo Bauer,PPR,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Joaquim Sucena,PTB,MT,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1
José Diogo,PP,PA,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,1,1,1,0,0,1,-1,0,-1,0,-1,-1,0,1,0,0,0,-1,-1,-1,-1,0,1,0,0,0,0,0,-1,-1,0,0,1
Osvaldo Reis,PP,TO,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1,1,1,0,0,0,0,0,1,0,-1,1,1,1,-1,0,0,0,0,0,0,-1,1,0,0,-1,0,0,0,-1,0,1,0
Mauro Sampaio,PMDB,CE,0,0,1,1,1,-1,-1,-1,-1,0,0,0,1,1,1,1,1,-1,-1,1,1,0,1,0,-1,0,1,1,-1,1,-1,1,0,0,0,-1,-1,1,-1,-1,1,1,0,0,0,1,-1,-1,1,1,1
Djenal Gonçalves,PSDB,SE,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,-1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,-1,0,-1,0,-1,0,-1,0
Pedro Pavão,PPR,SP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,1,1,1,1,1,-1,0,1,0,-1,-1,0,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,1
Ayres da Cunha,PL,SP,0,0,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,0,0,-1,0,0,1,1,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,-1,-1
Sergio Spada,PP,PR,0,0,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,-1,0,0,-1,-1,1,1,0,0,1,0,0,-1,1,0,1,0,0,0,0,-1,-1,-1,0,0,0
Nicias Ribeiro,PMDB,PA,0,0,0,1,1,-1,-1,-1,0,-1,-1,1,0,-1,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,0,-1,-1,0,0,0,-1,0,0,0,1,0,-1,1
Francisco Diógenes,PMDB,AC,0,0,0,-1,-1,0,0,0,0,0,0,0,1,1,1,-1,0,0,-1,1,1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Flávio Palmier da Veiga,PSDB,RJ,0,0,0,1,1,-1,-1,0,-1,-1,-1,-1,1,0,1,1,1,-1,0,1,1,1,0,0,0,-1,1,1,-1,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,-1,1,1,-1,1
José Moura,PSC,PE,0,0,0,1,1,-1,-1,-1,0,-1,-1,1,1,0,1,1,-1,-1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1
Antônio Morimoto,PPR,RO,0,0,0,1,1,-1,-1,-1,-1,0,-1,-1,1,0,1,1,1,-1,1,1,1,1,1,0,0,0,1,0,-1,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,0,1
Pratini de Moraes,PPR,RS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
Alexandre Puzyna,PMDB,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
Lúcia Braga,PDT,PB,0,0,0,1,1,-1,-1,-1,0,-1,-1,0,-1,0,1,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sérgio Machado,PSDB,CE,0,0,0,1,1,0,-1,-1,-1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,-1,0,0,1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,1,0,0
Francisco Evangelista,S.Part.,PB,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,0,0,1,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Benedito de Figueiredo,S.Part.,SE,0,0,0,1,1,-1,-1,-1,-1,-1,0,1,-1,0,1,1,1,-1,1,-1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
Paulo Octávio,PRN,DF,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,1,1,0,1,0,1,0,-1,0,0,-1,0,0,-1,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1
Avenir Rosa,PP,RR,0,0,0,1,1,-1,-1,0,0,0,0,0,1,0,0,1,1,-1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Edison Fidelis,PP,RO,0,0,0,1,1,-1,0,-1,-1,0,0,0,1,0,1,1,1,-1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
João Tota,PPR,AC,0,0,0,1,1,1,-1,-1,0,0,0,0,-1,0,0,0,1,-1,1,1,0,0,0,0,1,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,0
Cid Carvalho,PPR,MA,0,0,0,1,1,-1,-1,-1,0,0,-1,1,1,-1,1,1,1,-1,-1,1,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0
Aluizio Alves,PPR,RN,0,0,0,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,1
Cleto Falcão,S.Part.,AL,0,0,0,1,1,-1,-1,0,0,0,0,0,0,0,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genebaldo Correia,PPR,BA,0,0,0,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Wanda Reis,S.Part.,RJ,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lúcia Vânia,PP,GO,0,0,0,1,1,-1,1,1,0,0,-1,1,1,-1,1,1,1,-1,1,1,1,0,0,0,0,0,0,1,-1,1,1,1,-1,0,1,0,0,0,0,0,0,0,0,-1,0,0,-1,1,1,0,0
Onaireves Moura,PTN,PR,0,0,0,1,1,-1,-1,-1,-1,-1,0,1,1,0,1,1,1,-1,1,0,1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1
Felipe Mendes,PFL,PI,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,0,1,1,1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1
Hagahus Araújo,PPR,TO,0,0,0,1,1,-1,0,-1,-1,-1,0,0,1,0,1,1,1,0,-1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0
Antônio de Jesus,PPR,GO,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1
Luiz Soyer,PPR,GO,0,0,0,1,1,-1,0,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1
Eliel Rodrigues,PPR,PA,0,0,0,1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
Cyro Garcia,PAN,RJ,0,0,0,-1,-1,-1,-1,-1,0,0,-1,1,-1,1,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1
Hilário Braun,PPR,RS,0,0,0,1,1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1
Alvaro Pereira,PSDB,MG,0,0,0,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,0,0,1,0,0,1,1,-1,1,0,1,1,0,1,-1,-1,-1,0,0,0,1,0,1,0,0,0,0,1,0,1
Airton Sandoval,PPR,SP,0,0,0,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
Chafic Farhat,PFL,SP,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1
Chico Amaral,PPR,SP,0,0,0,1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,1,-1,-1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Manoel Moreira,PPR,SP,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0
Itsuo Takayama,PTN,MT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1
Nobel Moura,PTN,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
Nobel Moura,PSD,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,-1,0,0,0,0,0,1,0,0
João Alves,PPR,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
Francisco Diógenes,PPR,AC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
Ramalho Leite,PSC,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Eurides Brito,PP,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Alano de Freitas,PPR,GO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
