nome,partido,uf,PDC 141/1991,PDC 82/1991,PEC 51/1990,PEC 51/1990,PEC 51/1990,PEC 51/1990,PEC 51/1990,PEC 51/1990,PEC 51/1990,PEC 51/1990,PEC 51/1990,PEC 61/1990,PEC 61/1990,PEC 82/1991,PEC 82/1991,PEC 82/1991,PL 1258/1988,PL 1258/1988,PL 1258/1988,PL 1991/1991,PL 202/1991,PL 202/1991,PL 202/1991,PL 2145/1991,PL 2592/1992,PL 2592/1992,PL 2747/1992,PL 2747/1992,PL 2747/1992,PL 2747/1992,PL 2920/1992,PL 2990/1992,PL 2990/1992,PL 3031/1992,PL 3387/1992,PL 3399/1992,PL 4573/1990,PL 4573/1990,PL 5051/1990,PL 8/1991,PRC 93/1992,PRC 93/1992
Ernani Viana,PSDB,CE,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,-1,0,0,1,1,-1,1,1,1,1,-1,0,1,0,0,0,1,0,0,1,0,1,1
Luiz Girão,PDT,CE,0,1,-1,-1,0,0,-1,-1,0,-1,-1,1,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,-1,0,-1,0,1,-1,0,1,0,0,1,0,0,0,0,1
Gilson Machado,PFL,PE,0,1,1,1,1,0,1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,1,1,-1,0,0,1,1,1,0,1,0,0,1,0,-1,-1,0,0,0,1,0
Jonival Lucas,PDC,BA,0,0,1,1,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,1,1,1,-1,0,0,1,0,0,0,-1,1,0,0,0,0
Mendes Botelho,PTB,SP,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,-1,0,1,0,1,0,0,-1,0,1,0,0,0
José Augusto Curvo,PL,MT,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,-1,0,1,1,1,0,-1,0,1,0,1,0,0,-1,0,0,0,1,0
Zé Gomes da Rocha,PRN,GO,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,0,0,0,1,0
Said Ferreira,PMDB,PR,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,-1,-1,-1,1,0,0,0,-1,0,0,1,-1,0,0,0,0
Luiz Soyer,PMDB,GO,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
Maurício Calixto,PTB,RO,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Aldo,PRS,MG,0,1,1,1,0,0,1,0,0,1,-1,1,1,0,1,0,0,0,0,1,0,0,1,-1,0,1,1,1,1,-1,0,1,1,0,0,-1,-1,1,1,0,1,1
João Baptista Motta,PSDB,ES,0,0,1,1,1,0,1,0,0,1,-1,1,1,0,1,1,0,0,0,-1,0,0,0,1,-1,1,-1,-1,0,0,1,1,1,-1,0,1,1,0,1,0,1,1
Paulo de Almeida,PTB,RJ,0,0,0,1,1,1,0,0,0,1,-1,0,1,0,1,1,0,0,0,0,0,1,0,-1,1,0,1,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0
Júlio Cabral,PP,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Etevaldo Nogueira,PFL,CE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,1,1,1,1,-1,1,1,0,0,0,0,0,0,0,0,1,1
Ivan Burity,PFL,PB,0,1,1,1,0,1,1,0,0,1,-1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,-1,0,0,1,1,0,0,-1,0,0,0,1,0
Mário de Oliveira,PP,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
José Carlos Coutinho,PDT,RJ,0,0,-1,-1,0,0,0,0,0,1,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0
Mendes Botelho,PP,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Aldo Pinto,PDT,RS,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
Antônio Britto,PMDB,RS,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,-1,-1,-1,1,0,0,0,0,0,0,1,0,0,0,0,0
Carrion Júnior,PDT,RS,0,0,0,0,0,0,-1,0,-1,-1,-1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,1,0,-1,1,0,0,0,0,0,-1,0,0,0
Hermínio Calvinho,PMDB,PA,0,1,1,1,1,0,1,0,0,1,-1,-1,-1,0,1,1,0,0,1,1,0,0,1,1,1,1,-1,-1,-1,-1,0,1,0,1,1,0,0,-1,-1,0,1,0
Carlos Camurca,PP,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Joaquim Sucena,PTB,MT,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,-1,1,1,1,1,1,-1,1,1,0,1,0,0,-1,1,0,0,1,1
Osvaldo Reis,PP,TO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nicias Ribeiro,PMDB,PA,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,0,-1,0,0,0,1,0,0,0,1,0,0,-1,-1,-1,0,1,0,1,1,0,1,1,1,-1,0,1,1
Flávio Palmier da Veiga,PSDB,RJ,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,-1,0,1,1,0,0,0,-1,1,0,0,1,1
José Moura,PSC,PE,0,0,-1,-1,0,1,-1,0,0,1,-1,1,1,0,0,1,0,0,0,1,0,1,1,-1,1,1,1,1,1,-1,1,0,1,1,0,0,0,1,1,0,1,0
Antônio Morimoto,PPR,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Robson Paulino,PMDB,PB,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0
Lúcia Braga,PDT,PB,0,0,-1,-1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,1,0,-1,0,0,0,0,-1,0,0,0,0,0
Júlio Cabral,PTR,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Célia Mendes,PDS,AC,0,0,1,1,0,0,1,0,0,1,-1,1,0,0,0,1,0,0,0,1,0,0,1,-1,0,0,1,1,1,-1,0,1,1,0,0,0,-1,1,1,0,0,0
Daniel Silva,PDS,MA,0,1,1,1,0,0,1,0,0,1,-1,1,1,0,1,1,0,0,0,1,0,0,1,-1,0,1,0,0,0,-1,1,1,1,0,0,-1,0,0,1,0,1,1
João Rodolfo,PDS,MA,0,1,1,1,0,1,1,0,1,1,-1,1,1,0,0,1,0,0,0,1,1,1,1,-1,0,1,1,1,1,-1,0,1,1,0,0,0,-1,-1,1,0,0,0
Sérgio Machado,PSDB,CE,0,0,0,1,1,0,1,0,0,1,-1,1,1,0,0,0,0,0,0,-1,0,0,1,1,0,1,-1,-1,-1,1,1,0,0,0,1,0,1,0,1,0,1,1
Fernando Freire,PDS,RN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Francisco Evangelista,S.Part.,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Benedito de Figueiredo,S.Part.,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,-1,0,1,0
Alberto Haddad,PTR,SP,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,1,0,0,0,-1,0,1,0,1,0
José Maria Eymael,PDC,SP,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,-1,-1,-1,1,1,1,0,0,0,0,-1,1,1,0,0,0
Wilmar Peres,PL,MT,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,0,0,0,0,-1,1,0,0,0,0
Pedro Abrão,PTR,GO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Caldas Rodrigues,PTB,PI,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0
Carlos Virgílio,PDS,CE,0,0,1,1,0,0,1,0,0,1,-1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,-1,0,0,0,1,1
Olavo Calheiros,S.Part.,AL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regina Gordilho,PDT,RJ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernesto Gradella,PT,SP,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,0,1,0,0,0,0,-1,0,0,-1,1,-1,-1,-1,-1,-1,1,0,-1,-1,0,0,0,1,0,0,0,0,0
Fernando Carrion,PDS,RS,0,0,1,1,1,1,1,0,0,1,-1,0,1,0,1,1,0,1,1,0,1,1,-1,1,1,1,1,-1,-1,1,0,1,1,1,0,0,0,0,0,0,0,0
Edison Fidelis,PTB,RO,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,0,1,1,1,1,-1,0,1,1,0,0,0,0,1,0,0,1,0
Sérgio Brito,PDC,BA,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
Pedro Pavão,PDS,SP,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,-1,-1,-1,0,1,1,0,1,0,0,-1,1,1,0,1,0
Hilário Coimbra,PTR,PA,0,1,1,-1,0,1,1,0,0,1,-1,1,1,0,1,1,0,0,0,1,1,1,1,-1,1,1,1,1,1,-1,0,1,1,0,0,0,-1,-1,0,0,0,0
Paulo Mourão,PDS,TO,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,-1,0,1,1,1,1,-1,0,1,1,0,0,0,0,1,1,0,0,0
Mário de Oliveira,PTR,MG,0,1,0,0,0,0,1,0,0,1,-1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
Amaral Netto,PDS,RJ,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Wanda Reis,PTR,RJ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cunha Bueno,PDS,SP,0,1,-1,-1,0,0,-1,-1,-1,-1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,1,1,-1,-1,1,0,0,1,1,0,1,1
Paulo Octávio,PRN,DF,0,1,1,1,1,1,1,0,0,1,-1,1,1,0,1,1,0,0,0,1,0,0,0,-1,1,1,0,0,0,-1,1,0,0,0,1,-1,0,0,0,0,1,1
Onaireves Moura,PTB,PR,0,1,0,0,0,0,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,-1,0,1,0,0,0,0,-1,0,0,0,1,1
Paulo Romano,PFL,MG,0,1,1,1,1,1,1,0,0,1,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,1,0,0,0,0,0,1,0,0,0,0
Antônio Morimoto,PTB,RO,0,1,1,0,0,1,1,0,0,1,-1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,-1,0,1,1,0,0,0,-1,1,0,0,1,1
Lysaneas Maciel,PDT,RJ,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,-1,-1,-1,1,0,-1,-1,0,0,0,1,0,0,0,0,0
Leomar Quintanilha,PDC,TO,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,1
Irani Barbosa,PL,MG,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
Nobel Moura,PTR,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,-1,0,0,0,0,-1,0,1,0,1,1
Vitório Malta,PDS,AL,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
João Alves,PDS,BA,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
Luiz Viana Neto,S.Part.,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,-1,1,0
Leopoldo Bessone,PST,MG,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Aloízio Santos,PDT,ES,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
Edevaldo Alves da Silva,PDS,SP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0
Renato Johnsson,S.Part.,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
José Felinto,PST,PR,0,0,0,-1,0,1,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0
Romero Filho,PST,PR,0,0,1,1,1,1,1,0,0,1,-1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,-1,1,1,0,0,0
João Colaço,PTR,PE,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,-1,0,0,1,1,1,-1,0,1,1,0,0,0,0,1,0,0,1,0
Cleto Falcão,S.Part.,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1
Wanda Reis,S.Part.,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,1,1
Alvaro Pereira,PSDB,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
Francisco Evangelista,PDT,PB,0,0,-1,-1,0,0,-1,0,0,-1,-1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,-1,0,1,0,0,0,0,-1,0,0,0,0,0
João Alves,S.Part.,BA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Abrão,S.Part.,GO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melquíades Neto,PDC,TO,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,-1,0,0,1,0,0,0,-1,1,0,0,0,0
Alano de Freitas,PMDB,GO,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,-1,1,0,1,0,0,0,0,0,0,0,1,1
Carlos Albuquerque,PSC,BA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Carlos Camurca,PSC,RO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B. Sá,S.Part.,PI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tourinho Dantas,PMDB,BA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solon Borges dos Reis,PSC,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cyro Garcia,PT,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,-1,0,0,0
Eurides Brito,PP,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Fernando Lyra,PDT,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Carlos Albuquerque,PDC,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
