nome,partido,uf,MSC 910/1997,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 472/1997,PEC 472/1997,PEC 526/1997,PL 1164/1991,PL 200/1995,PL 3066/1997,PL 3283/1997,PL 3901/1997,PL 4011/1997,PL 4046/1997,PL 4053/1998,PL 4071/1998,PL 4071/1998,PL 4071/1998,PL 4300/1998,PL 4598/1998,PL 4598/1998,PL 4605/1998,PL 4606/1998,PL 4606/1998,PL 4606/1998,PL 4606/1998,PL 4606/1998,PL 4769/1998,PL 518/1995,PLP 216/1998,PLP 216/1998,PLP 216/1998,PLP 216/1998
Raimundo Gomes de Matos,PSDB,CE,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1
Marcos Lima,PMDB,MG,-1,-1,-1,-1,0,-1,0,1,1,1,0,1,-1,1,1,1,1,1,1,-1,0,1,1,0,1,0,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0,-1,-1,0,-1,-1,-1,0,0,-1,-1,0,0,1,1,-1,-1,1,0,-1,1,1,1,-1,1,1,-1,-1,0,1,1,-1,1,0,1,-1,0,-1,0,0,0,1,-1,1,1,-1,1,1,-1,1,1,1
Esther Grossi,PT,RS,-1,-1,-1,-1,0,-1,1,0,1,1,1,1,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,-1,1,-1,0,1,-1,-1,-1,-1,0,0,0,0,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,0,0,1,-1,0,0,1,-1,0,-1,1,0,0,0,0,-1,-1,0,1,1,1,-1,-1,-1
Nelson Otoch,PSDB,CE,0,1,-1,1,0,-1,0,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,-1,1,1,1,0,0,1,0,0,0,-1,1,-1,0,0,0,0,-1,1,0,0,-1,0,1,-1,1,1,1
Silvio Torres,PSDB,SP,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,0,1,1,1,0,1,1,1,1,0,-1,1,-1,1,0,0,-1,-1,1,1,1,-1,1,0,-1,1,1,1
Euler Ribeiro,PFL,AM,1,1,-1,1,1,-1,0,-1,0,0,0,-1,0,0,0,0,0,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,0,0,1,0,0,0,0,0,0,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,0,-1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
José Egydio,PFL,RJ,0,1,-1,1,0,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,0,0,1,-1,-1,1,-1,1,-1,-1,1,-1,0,-1,0,1,1,-1,1,0,0,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,1,-1,1,-1,0,0,1,-1,0,-1,1,0,0,1,0,1,0,-1,0,0,0,0,0,0,-1,1,0,0,0,0,0,-1,1,1,1
Aldo Arantes,PCdoB,GO,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,0,0,1,-1,-1,0,1,-1,0,0,1,1,0,1,0,-1,-1,0,1,1,1,-1,-1,-1
Wagner Rossi,PMDB,SP,1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,0,1,1,0,-1,1,1,1,-1,1,1,1,-1,1,1,-1,-1,1,-1,-1,-1,0,1,1,1,1,0,0,0,1,-1,1,0,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,-1,1,0,0,1,1,1,0,-1,1,0,0,0,1,0,-1,1,1,1,0,1,1,-1,1,1,1
Candinho Mattos,PSDB,RJ,1,1,-1,1,1,0,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,0,0,1,0,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
Socorro Gomes,PCdoB,PA,-1,0,-1,0,0,-1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,0,1,1,1,1,-1,1,1,-1,-1,-1,0,0,0,0,0,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,0,0,1,-1,-1,0,1,-1,0,-1,0,0,0,0,0,-1,-1,0,1,1,1,-1,-1,-1
Wolney Queiroz,PDT,PE,-1,-1,-1,-1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,-1,1,1,0,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,-1,-1,1,1,-1,1,1,0,-1,1,1,1,-1,0,0,1,-1,-1,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-1,-1
Elias Murad,PSDB,MG,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,0,-1,1,-1,-1,-1,1,-1,0,-1,1,0,1,1,1,1,0,-1,1,-1,1,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
Pimentel Gomes,PPS,CE,-1,-1,-1,1,0,-1,0,0,0,1,1,1,1,1,1,-1,-1,0,0,0,0,0,0,1,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,0,1,-1,0,0,0,1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,0,0,0,1,0,1,0,0,0,-1,1,0,-1,1,1,1,1,-1,1,1,1,1,1,1
Ronaldo Santos,PSDB,RJ,0,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,0,0,1,1,1,1,1,-1,0,0,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,0,0,1,1,1,0,0,1,-1,1,0,0,0,-1,0,0,1,-1,0,0,-1,0,1,1
Wilson Cignachi,PMDB,RS,1,1,-1,1,1,-1,-1,0,-1,1,1,0,0,1,1,1,-1,1,1,1,1,1,-1,1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,0,1,1,1,1,1,-1,0,0,-1,1,1,1,0,0,1,1,0,0,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,-1,1,1,1,-1,1,0,-1,1,1,0
Ronaldo Cezar Coelho,PSDB,RJ,0,1,-1,1,0,0,0,0,0,0,0,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,-1,1,1,1,-1,1,0,0,1,1,1
Betinho Rosado,PFL,RN,0,1,-1,1,1,0,0,-1,-1,0,0,0,0,-1,-1,-1,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,1,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,0,0,-1,1,-1,1,0,1,0,1,0,0,0,0,-1,1,0,0,0,-1,1,1,0,-1,0,1,-1,1,1,1
Elcione Barbalho,PMDB,PA,1,-1,-1,1,0,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,0,0,0,-1,-1,-1,1,0,-1,1,1,1,1,1,-1,-1,1,-1,-1,-1,0,0,1,-1,0,-1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,1,0,1,0,0,1,-1,-1,-1,1,1,0,0,0,-1,1,1,0,-1,1,1,-1,1,0,-1
Arthur Virgílio,PSDB,AM,0,1,-1,1,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,0,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,1,-1,0,0,0,0,0,0
João Ribeiro,PFL,TO,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,-1,-1,-1,1,-1,-1,1,0,1,-1,0,1,1,1,1,0,-1,0,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,0,1,1,1,1,-1,1,-1,0,0,0,0,-1,1,1,0,-1,1,0,-1,1,1,1
Paulo Mourão,PSDB,TO,1,1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,-1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,0,1,0,1,1,0,1,0,0,1,-1,0,0,0,0,-1,0,1,0,0,0,0,-1,1,1,1
Francisco Coelho,PFL,MA,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0
Eraldo Tinoco,PFL,BA,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-1,0,0,1,0,0,0,-1,1,1,1,-1,1,1,0,0,0,0
Antônio do Valle,PMDB,MG,1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,0,1,1,1,0,1,-1,0,0,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,1,0,1,1,1,1,0,-1,1,-1,1,0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1
Aracely de Paula,PFL,MG,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,1,0,1,0,-1,1,-1,1,0,0,0,-1,0,1,1,-1,1,1,-1,1,1,1
Márcio Fortes,PSDB,RJ,1,1,-1,1,1,-1,0,-1,-1,-1,0,-1,1,1,-1,-1,-1,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,0,0,1,1,1,1,0,0,0,0,-1,1,1,1,0,0,1,1,0,0,0,-1,1,-1,-1,-1,1,0,-1,-1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,-1,1,0,0,0,0,0
Wagner Salustiano,PPB,SP,0,1,-1,1,0,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,0,0,-1,1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,-1,1,-1,0,0,0,1,1,0,0,-1,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0
Jofran Frejat,PPB,DF,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,-1,-1,0,0,0,1,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0,0,-1,-1,0,0,1,1,-1,-1,0,-1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,0,-1,1,-1,1,0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1
Padre Roque,PT,PR,-1,-1,-1,-1,-1,0,0,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,0,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,-1,-1,1,-1,-1,-1,0,0,-1,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,0,0,1,0,0,0,0,1,0,0,-1,1,-1,0,-1,1,0,1,1,-1,-1,-1,0,1,1,0,0,0,0
Telmo Kirst,PPB,RS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,0,-1,0,1,1,-1,1,1,-1,1,0,-1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,0,1,0,0,0,0
Nair Xavier Lobo,PMDB,GO,0,1,-1,1,0,-1,-1,-1,-1,0,0,-1,0,1,0,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,0,1,-1,0,1,1,1,1,1,-1,0,1,-1,1,1,0,0,0,1,1,0,0,0,-1,1,-1,-1,0,1,0,0,-1,1,0,0,0,1,0,1,0,1,1,1,-1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1
Genésio Bernardino,PMDB,MG,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,0,0,1,1,1,0,-1,1,0,0,0,0,0,-1,1,1,1,0,1,1,-1,1,1,1
Wigberto Tartuce,PPB,DF,1,1,-1,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,0,1,0,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,1,1,-1,0,0,1,1,1,1,0,-1,1,-1,1,0,0,0,-1,1,1,0,-1,1,1,-1,1,1,1
Fátima Pelaes,PSDB,AP,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0,0,1,-1,-1,1,-1,1,0,0,1,1,0,1,0,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,0,-1,1,1,-1,-1,1,0,1,0,1,0,1,0,0,1,0,0,0,-1,1,0,0,0,-1,1,1,1,0,1,1,-1,1,0,1
Gervásio Oliveira,PDT,AP,-1,-1,0,0,-1,0,0,0,1,1,0,1,-1,1,1,1,0,0,1,-1,1,1,1,-1,1,0,0,0,-1,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,0,1,-1,-1,0,0,0,-1,-1,0,-1,1,1,-1,-1,1,1,0,1,0,1,-1,1,1,1,-1,0,0,1,0,-1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-1,-1,0
José Melo,PFL,AM,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,0,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,0,1,-1,1,-1,-1,0,1,1,0,1,1,-1,1,0,1,0,0,1,-1,1,1,1,-1,1,1,-1,1,1,1
Chicão Brígido,PMDB,AC,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,0,0,0,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,0,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,-1,0,1,1,0,1,1,1,1,0,-1,0,0,1,0,0,0,-1,1,1,0,-1,1,1,-1,1,1,1
Fernando Gabeira,PV,RJ,0,0,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,0,1,-1,-1,-1,0,0,-1,-1,0,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,0,1,0,1,1,-1,0,0,-1,0,-1,0,1,0,1,-1,-1,0,1,1,0,1,0,-1,-1
Valdir Colatto,PMDB,SC,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,0,0,1,1,1,0,0,1,-1,0,0,-1,-1,1,-1,-1,1,1,-1,1,1,-1,-1,1,-1,1,1,1,1,0,0,-1,0,1,-1,0,0,0,0,-1,0,1,1,-1,1,1,-1,1,1,0
Pedro Irujo,PMDB,BA,0,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,0,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,0,0,1,-1,1,-1,1,0,1,1,1,1,0,-1,1,-1,0,0,0,0,-1,1,1,0,-1,1,1,-1,1,1,1
Augusto Carvalho,PPS,DF,-1,0,0,0,-1,0,0,1,1,1,1,1,-1,1,1,1,0,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,0,-1,1,0,0,0,0,-1,-1,1,1,-1,1,1,1,1
Pedro Wilson,PT,GO,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,1,1,0,0,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,0,1,-1,-1,-1,1,-1,0,-1,1,1,0,1,-1,-1,-1,0,1,1,1,-1,-1,-1
Paulo Bornhausen,PFL,SC,1,1,-1,1,0,-1,-1,-1,0,0,0,-1,1,-1,-1,0,0,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,0,-1,-1,1,0,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,1,1,1,0,0,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,1,0,0,0,1,0,-1,1,1,1
Alberto Silva,PMDB,PI,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,0,0,1,1,1,1,0,-1,0,0,-1,1,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maria Elvira,PMDB,MG,1,1,-1,1,0,0,0,0,1,1,-1,-1,1,1,0,0,0,-1,0,0,0,0,-1,0,0,1,1,1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,0,0,0,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,-1,0,1,-1,0,1,1
Edinho Araújo,PMDB,SP,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,0,0,1,-1,-1,-1,1,-1,1,1,1,0,0,1,1,0,0,-1,1,-1,1,0,0,0,-1,1,1,1,-1,1,0,0,1,1,1
Sandro Mabel,PMDB,GO,0,1,-1,1,0,0,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,0,0,0,0,0,1,1,1,1,0,0,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,0,0,0,-1,-1,-1,1,-1,1,-1,1,0,1,1,0,0,-1,-1,1,-1,1,0,0,0,-1,1,1,1,0,1,1,-1,1,1,1
Eduardo Jorge,PT,SP,-1,0,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,0,1,-1,-1,-1,1,-1,0,-1,1,1,0,1,-1,-1,-1,0,1,1,1,-1,-1,-1
Jorge Wilson,PMDB,RJ,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,0,0,1,-1,-1,-1,1,-1,0,-1,0,0,1,1,1,1,1,-1,1,-1,1,0,0,0,-1,1,1,0,0,1,0,-1,1,1,1
Nelson Marchezan,PSDB,RS,1,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,-1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,0,1,1,1,1,0,-1,1,-1,1,0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1
Sarney Filho,PFL,MA,0,1,-1,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,-1,0,1,1,-1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,1,-1,0,0,1,-1,-1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,-1,0,0,0,0,-1,1,1,0,0,1,0,-1,0,0,0
Gonzaga Mota,PMDB,CE,0,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,0,1,-1,1,0,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,0,1,1,-1,-1,0,0,1,0,1,0,1,1,1,0,0,-1,1,-1,1,0,0,0,-1,1,1,0,-1,1,0,-1,1,1,1
Luciano Castro,PSDB,RR,0,1,-1,1,1,-1,0,0,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,1,-1,-1,1,0,-1,1,-1,1,-1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,0,0,0,1,1,1,1,0,-1,0,0,0,0,0,0,-1,0,1,0,0,1,0,-1,1,1,0
Raimundo Santos,PFL,PA,0,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,-1,1,0,0,-1,-1,-1,1,-1,1,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,-1,1,-1,1,0,-1,1,1,0,0,-1,1,0,0,0,0,0,0,1,0,0,-1,0,0,-1,1,1,1
Expedito Júnior,PFL,RO,1,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,0,0,1,1,1,0,-1,1,-1,0,0,0,0,-1,0,1,0,0,1,0,-1,1,0,1
