nome,partido,uf,MPV 11/2001,MPV 14/2001,MPV 14/2001,MPV 14/2001,MPV 15/2001,MPV 15/2001,MPV 16/2001,MPV 22/2002,MPV 26/2002,MPV 44/2002,MPV 66/2002,MPV 70/2002,PEC 203/1995,PEC 289/2000,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 559/2002,PEC 559/2002,PEC 559/2002,PL 1037/1999,PL 4203/2001,PL 4203/2001,PL 6770/2002,PL 6770/2002,PLP 1/1991,PLP 275/2001,PLP 347/2002,PLP 347/2002,PLP 349/2002,PLP 349/2002,REC 211/2002,REC 238/2002
Pimentel Gomes,PPS,CE,1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
Osmar Terra,PMDB,RS,1,-1,1,1,-1,-1,0,0,0,0,1,1,1,1,0,1,-1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,-1,-1
Reinaldo Gripp,PL,RJ,1,0,0,0,0,0,0,0,0,-1,1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0
Antonio Cruz,PMDB,MS,-1,1,-1,-1,1,1,1,-1,-1,-1,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,-1,-1
Ronaldo Santos,PSDB,RJ,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edmundo Galdino,PSDB,TO,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dolores Nunes,PMDB,TO,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dr. Gomes,PFL,AM,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulo Lessa,PPB,RJ,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilson Cignachi,PMDB,RS,1,-1,1,1,-1,0,1,-1,1,0,-1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,-1,-1
Ronaldo Cezar Coelho,PSDB,RJ,0,-1,1,1,-1,-1,1,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
Tadeu Filippelli,PMDB,DF,0,-1,1,1,-1,0,1,-1,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,-1,1,1,1,1,0,1,-1,-1
Betinho Rosado,PFL,RN,0,0,1,1,1,-1,1,-1,0,1,-1,0,0,1,1,1,-1,1,1,1,-1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,-1,-1
Elcione Barbalho,PMDB,PA,0,1,-1,1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,-1
Arthur Virgílio,PSDB,AM,0,-1,1,1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0
João Ribeiro,PFL,TO,0,-1,1,1,-1,-1,1,-1,1,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,-1,1,1,1,1,1,1,-1,-1
Paulo Mourão,PSDB,TO,0,-1,1,1,-1,-1,0,-1,1,0,0,-1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
Francisco Coelho,PFL,MA,0,-1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Sérgio Carvalho,PSDB,RO,0,-1,1,0,-1,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1
Marcos Afonso,PT,AC,0,1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,1,1,0,0,1,1,1,-1,-1,-1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0
Pastor Amarildo,PPB,TO,0,-1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,-1,1,1,1,1,1,1,-1,0
Edmar Moreira,PPB,MG,0,-1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
Glycon Terra Pinto,PMDB,MG,0,-1,1,1,-1,-1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
Pimenta da Veiga,PSDB,MG,0,-1,1,1,-1,0,0,0,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
Zezé Perrella,PFL,MG,0,-1,1,1,-1,-1,1,-1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,1,-1
Almerinda de Carvalho,PPB,RJ,0,-1,1,1,-1,-1,1,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,-1,-1
Cornélio Ribeiro,PL,RJ,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
Aloizio Mercadante,PT,SP,0,1,-1,-1,1,0,1,-1,-1,-1,0,1,0,0,1,1,0,0,1,1,1,-1,-1,-1,1,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,1
Neuton Lima,PFL,SP,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,0,0,1,1,-1,1,0,1,1,1,1,-1,-1
Lino Rossi,PSDB,MT,0,-1,1,0,-1,-1,1,-1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Maria Abadia,PSDB,DF,0,-1,1,1,-1,-1,1,-1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,-1,-1
Ben-Hur Ferreira,PT,MS,0,1,-1,-1,1,0,0,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1
Rafael Greca,PFL,PR,0,-1,1,1,-1,-1,1,-1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
Marcos Rolim,PT,RS,0,1,-1,-1,0,0,0,-1,-1,-1,1,0,1,1,1,1,1,-1,0,0,0,-1,-1,-1,1,-1,1,1,1,0,-1,0,0,1,0,1,0,1,0,0,1,1
Sergio Guerra,PSDB,PE,0,-1,1,1,-1,-1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1
Eraldo Tinoco,PFL,BA,0,-1,1,1,1,-1,1,-1,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,-1,0,0,1,1,1,1,1,1
Antônio do Valle,PMDB,MG,0,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,0,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,-1,-1
Aracely de Paula,PFL,MG,0,-1,1,1,-1,-1,0,-1,1,1,-1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,-1,0
Francisco Silva,PST,RJ,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,-1,1,0,1,1,0,1,0,0
Márcio Fortes,PSDB,RJ,0,-1,1,1,-1,-1,1,0,0,0,0,0,1,0,0,0,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1
José de Abreu,PTN,SP,0,-1,-1,-1,1,1,0,0,-1,0,-1,1,0,0,0,-1,0,0,-1,-1,-1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,-1
Wagner Salustiano,PPB,SP,0,-1,1,1,0,0,0,-1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1
Jofran Frejat,PPB,DF,0,-1,0,0,-1,0,1,-1,1,1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,1,-1,1,0,1,1,1,1,-1,1
Pedro Canedo,PSDB,GO,0,-1,-1,-1,1,1,0,0,1,-1,-1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,-1,1,0,0,0,0,1,1,-1,0,0,0,1,1,1,0,0
Padre Roque,PT,PR,0,1,0,0,0,0,1,-1,0,-1,0,0,1,1,1,1,1,-1,1,1,1,-1,-1,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Telmo Kirst,PPB,RS,0,-1,1,1,-1,-1,1,0,1,1,-1,1,1,0,1,1,-1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,-1,-1
Ayrton Xerêz,PFL,RJ,0,-1,1,1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
Marcus Vicente,PPB,ES,0,-1,1,1,0,0,1,-1,1,0,-1,1,1,0,0,0,-1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,-1,0,0,1,1,1,1,0,-1
Nair Xavier Lobo,PMDB,GO,0,-1,0,0,-1,-1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0
Gessivaldo Isaias,PMDB,PI,0,-1,1,1,-1,-1,0,-1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,-1,-1
Genésio Bernardino,PMDB,MG,0,-1,1,1,-1,-1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1
Maria Lúcia Cardoso,PMDB,MG,0,0,1,0,0,-1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Paulo Octávio,PFL,DF,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,-1,0,0,0,0,-1,1,1,1,0,-1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0
Wigberto Tartuce,PPB,DF,0,0,1,1,-1,-1,0,-1,1,0,-1,1,0,1,0,0,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
Yvonilton Gonçalves,PFL,BA,0,0,1,1,-1,-1,0,-1,1,0,-1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,1,1,1,1,0,0
Fátima Pelaes,PSDB,AP,0,0,0,0,-1,-1,0,-1,1,-1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,-1,0
Alcione Athayde,PSB,RJ,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
José Melo,PFL,AM,0,0,0,0,0,0,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Igor Avelino,PMDB,TO,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,-1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
Mattos Nascimento,PST,RJ,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamartine Posella,PMDB,SP,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zila Bezerra,PTB,AC,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1
Maria Elvira,PMDB,MG,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Clóvis Queiroz,PFL,AC,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-1,1,1,0,0,1,1,0,0
Eduardo Jorge,PT,SP,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,-1,1,1,1,1,0,0
Crescêncio Pereira Jr.,PFL,CE,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,1,-1,1,0,1,1,1,1,0,0
Roberto John,PT,PI,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0
Ana Corso,PT,RS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1,1,1,-1,-1,-1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0
Clovis Ilgenfritz,PT,RS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0
Haroldo Bezerra,PSDB,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarney Filho,PFL,MA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernando Zuppo,S.Part.,SP,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
José Carlos Coutinho,PFL,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
Salomão Gurgel,PDT,RN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
José Aleksandro,PSL,AC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Guilherme  Melo,PPB,PI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
