nome,partido,uf,MSC 1125/1998,MSC 1502/1998,MSC 627/1998,MSC 910/1997,MSC 99/1996,PDC 186/1999,PDC 233/1999,PDC 658/1998,PEC 169/1993,PEC 169/1993,PEC 169/1993,PEC 33/1999,PEC 33/1999,PEC 33/1999,PEC 407/1996,PEC 407/1996,PEC 407/1996,PEC 407/1996,PEC 407/1996,PEC 472/1997,PEC 472/1997,PEC 472/1997,PEC 498/1997,PEC 526/1997,PEC 626/1998,PEC 626/1998,PEC 626/1998,PEC 626/1998,PEC 626/1998,PEC 626/1998,PEC 627/1998,PEC 627/1998,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 82/1995,PEC 85/1999,PEC 85/1999,PL 1/1995,PL 1527/1999,PL 1527/1999,PL 1699/1999,PL 2514/1996,PL 2737/1997,PL 2942/1992,PL 2960/1997,PL 2961/1997,PL 2961/1997,PL 3599/1997,PL 3651/1997,PL 3769/1997,PL 4071/1998,PL 4071/1998,PL 4224/1998,PL 4690/1998,PL 4693/1998,PL 4693/1998,PL 4694/1998,PL 4695/1998,PL 4736/1998,PL 4767/1998,PL 4811/1998,PL 4811/1998,PL 4811/1998,PL 4812/1998,PL 4812/1998,PL 4812/1998,PL 4895/1999,PL 4895/1999,PL 4898/1999,PL 4898/1999,PL 643/1988,PL 752/1999,PL 755/1999,PL 787/1999,PL 88/1999,PL 88/1999,PL 934/1999,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 149/1997,PLP 23/1999,PLP 24/1999,PLP 24/1999,PLP 24/1999,PLP 24/1999,PLP 24/1999,PLP 248/1998,PLP 248/1998,PLP 248/1998,PLP 248/1998,PLP 250/1998,PLP 250/1998,PLP 250/1998,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 83/1999,RCP 10/1995,REC 20/1999
Osório Adriano,PFL,DF,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nilton Baiano,PPB,ES,1,1,1,1,0,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,0,-1,1,0,0,1,0,0,0,0,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,-1,-1,1,0,1,1,1,0,1,0,0,0,0,1,-1,1,-1,0,-1,1,-1,-1,0,-1,0,-1,0,-1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,-1,1,-1,1,-1,1,1,0,0,0,0,0,0,0,-1
José Carlos Elias,PTB,ES,1,0,0,1,-1,1,1,0,-1,1,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,0,-1,1,1,-1,1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,-1,-1,1,1,-1,1,1,0,1,1,1,0,-1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,-1,0,0,1,0,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,-1,-1,1,1,0,1,-1,1,1,0,-1,-1
Vilmar Rocha,PFL,GO,1,1,1,1,-1,1,0,-1,0,1,0,-1,1,1,0,1,1,-1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,-1,1,1,-1,1,1,0,1,1,-1,1,-1,-1,0,0,0,1,-1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,-1,0,-1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,-1,-1,0,-1,-1,-1,1,1,1,1,-1,0,1,1,1,-1
Ronaldo Caiado,PFL,GO,0,0,0,1,-1,1,1,0,-1,1,1,-1,-1,0,1,1,1,-1,1,0,0,1,1,0,-1,1,1,-1,0,1,1,1,-1,0,-1,1,1,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,-1,1,1,1,0,0,0,0,0,-1,0,-1,0,0,0,0,1,-1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,-1,0,-1,0,0,1,0,1,1,0,0,0,0,0,1,0,-1,-1,1,1,1,0,0,0,-1,0,-1,1,0,0,0,0,0,0,1,0,-1
Jovair Arantes,PSDB,GO,1,1,0,1,-1,1,1,-1,0,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,0,1,0,0,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,-1,0,1,1,1,1,-1,1,-1,0,0,0,1,1,-1,0,0,0,0,0,0,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,0,1,-1,0,1,1,1,1,0,0,0,0,0,-1,1,-1,-1,-1,-1,1,1,1,0,0,0,1,1,1,0
Neiva Moreira,PDT,MA,1,1,1,-1,1,1,0,1,0,0,0,-1,-1,-1,1,1,1,-1,-1,1,1,1,-1,1,1,1,-1,1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,0,-1,1,-1,-1,-1,1,1,-1,-1,-1,0,1,1,1,-1,0,1,1,1,0,-1,1,1,-1,0,-1,1,-1,-1,0,1,-1,-1,1,1,1,1,1,1,0,-1,-1,1,0,-1,-1,-1,0,0,0,-1,1,1,-1,1,1,1,1,1,1,-1,-1,1,1,0,0,0,0,0,1
Gastão Vieira,PMDB,MA,1,1,1,1,-1,1,1,0,-1,1,1,-1,1,1,1,1,1,1,0,0,0,1,1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,-1,1,1,1,1,-1,-1,0,-1,-1,1,0,1,1,0,1,1,1,1,1,0,1,-1,1,0,1,-1,1,1,-1,1,-1,0,-1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,0,0,-1,-1,1,-1,-1,-1,1,0,1,0,-1,1,1,1,1,-1
Nice Lobão,PFL,MA,1,0,0,1,-1,0,0,0,0,0,0,-1,1,0,1,1,1,-1,0,-1,1,1,1,0,-1,1,1,-1,0,1,0,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,1,-1,1,0,0,1,1,0,0,0,-1,0,-1,0,0,0,1,1,-1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,1,-1
Sebastião Madeira,PSDB,MA,0,0,0,1,0,1,1,-1,-1,0,1,-1,1,1,1,1,0,0,0,-1,1,1,0,1,0,1,1,-1,1,1,1,1,-1,-1,0,1,1,-1,-1,1,-1,-1,0,-1,-1,-1,1,1,1,1,1,0,0,1,-1,1,1,-1,1,1,0,1,0,-1,1,-1,-1,1,0,1,0,0,1,1,1,1,1,0,1,-1,1,1,0,-1,1,1,-1,1,-1,0,-1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,1,-1
João Castelo,PSDB,MA,0,0,0,0,0,1,1,0,-1,1,1,-1,-1,-1,0,0,0,0,1,-1,1,1,1,0,-1,1,1,-1,1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,-1,1,1,0,1,1,-1,0,-1,0,0,0,1,0,-1,1,1,1,1,1,-1,1,0,0,0,1,-1,0,0,-1,0,-1,1,0,0,1,0,0,1,-1,1,1,1,1,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,1,1,0,1,-1,1,1,1,1,-1
Herculano Anghinetti,PPB,MG,1,1,1,1,-1,1,0,-1,0,0,0,-1,0,1,1,1,1,-1,0,-1,1,1,1,1,-1,1,1,-1,0,0,0,1,0,0,-1,1,1,-1,0,-1,0,0,-1,-1,-1,-1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,-1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,-1,1,1,-1,0,0,0,-1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,-1,-1,-1,1,1,1,-1,1,1,0,0,-1
Ibrahim Abi-Ackel,PPB,MG,1,0,0,1,-1,1,1,0,-1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,1,1,-1,1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,1,-1,1,0,-1,1,1,-1,0,0,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,0,0,-1,1,1,1,-1,1,1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1
Márcio Reinaldo Moreira,PPB,MG,1,0,1,1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,0,1,1,-1,0,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,-1,1,1,-1,1,1,1,1,1,-1,1,-1,-1,1,0,1,1,-1,0,1,1,1,1,0,1,-1,1,1,1,-1,1,1,-1,0,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1,-1
Maria do Carmo Lara,PT,MG,1,0,0,-1,1,-1,1,0,-1,1,1,-1,1,1,0,0,0,0,1,1,1,1,-1,0,1,1,-1,1,1,-1,1,1,0,0,0,0,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,0,-1,0,-1,1,-1,-1,-1,1,0,0,-1,-1,1,0,0,0,0,0,1,-1,1,-1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,-1,-1,0,0,1,1,-1,-1,-1,1,1,0,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,0,1
João Magno,PT,MG,1,0,0,0,1,-1,1,0,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,-1,1,1,-1,1,1,0,0,0,0,0,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,0,-1,0,-1,-1,-1,1,0,0,-1,-1,0,0,0,0,0,0,1,-1,1,-1,1,1,1,1,0,-1,0,0,0,1,1,0,0,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,0,0,1,0,1
Virgílio Guimarães,PT,MG,0,0,0,-1,1,-1,1,0,-1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,0,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,0,0,0,-1,1,-1,0,-1,1,0,0,-1,-1,1,0,1,0,0,0,1,-1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1
Paulo Delgado,PT,MG,1,1,0,0,0,0,1,0,-1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,-1,-1,-1,-1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,-1,1,-1,0,0,1,0,-1,-1,-1,0,1,1,1,-1,0,1,-1,0,0,1,0,0,0,0,-1,1,-1,-1,0,0,-1,-1,1,1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gilmar Machado,PT,MG,1,0,0,-1,1,-1,1,0,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,0,-1,1,-1,0,-1,1,0,0,-1,-1,1,0,1,0,0,0,1,-1,1,-1,1,1,1,1,0,-1,0,0,0,1,0,0,0,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1
Fernando Diniz,PMDB,MG,1,1,1,1,0,0,0,-1,-1,1,1,-1,-1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,1,1,1,0,0,-1,1,1,0,0,1,1,0,0,0,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,-1,1,1,0,0,1,1,1,1,1,0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,1,-1
Silas Brasileiro,PMDB,MG,1,1,1,1,-1,1,0,-1,-1,1,0,-1,-1,-1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,-1,1,1,-1,0,0,1,1,1,0,1,0,-1,1,0,1,1,-1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,-1,0,-1,0,-1,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,-1,-1,0,-1,-1,-1,1,0,0,1,-1,1,1,0,1,-1
Saraiva Felipe,PMDB,MG,0,1,1,-1,1,1,1,0,-1,1,1,-1,0,1,1,1,1,0,0,0,0,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,-1,-1,1,1,1,0,0,1,-1,1,-1,1,0,-1,1,0,1,1,0,-1,1,0,0,1,0,1,1,1,1,1,0,0,1,-1,-1,0,1,-1,-1,0,0,-1,0,-1,1,0,1,1,1,-1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,-1,1,1,1,0,0,0,0,1,1,-1
Lael Varella,PFL,MG,1,1,1,1,-1,0,0,-1,-1,0,0,-1,1,0,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,-1,0,1,0,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,-1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,0,1,-1,1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,-1,0,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,1,1,0,1,-1
José Santana de Vasconcellos,PFL,MG,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narcio Rodrigues,PSDB,MG,0,0,0,1,0,1,1,0,-1,1,1,0,0,1,1,1,1,0,1,-1,1,0,1,0,-1,1,1,0,0,1,1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,0,0,-1,1,1,-1,1,0,0,1,0,0,0,-1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,-1,0,0,-1,0,-1,1,0,0,0,1,1,1,-1,1,1,0,1,0,1,0,1,1,1,-1,0,1,-1,-1,-1,1,1,1,0,-1,0,0,1,0,-1
Eduardo Barbosa,PSDB,MG,1,1,1,1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,-1,1,1,1,1,1,-1,1,-1,-1,1,0,1,1,-1,1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,-1,1,-1,0,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1
Vittorio Medioli,PSDB,MG,0,1,1,0,-1,1,1,0,0,1,0,-1,0,1,1,1,1,1,1,-1,1,0,1,1,-1,1,0,0,1,1,1,1,-1,0,-1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,0,1,1,0,1,-1,1,0,0,0,1,1,1,0,0,1,-1,-1,1,0,0,1,-1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,-1,1,-1,1,-1,1,0,1,0,1,-1,1,1,1,-1,1,0,1,0,0,0,0,0,0,-1,0,0,1,0,1,1,-1,1,1,0,0,-1
Custódio Mattos,PSDB,MG,1,0,0,1,-1,1,1,0,-1,1,1,-1,1,1,1,1,1,0,1,-1,1,0,1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,-1,1,1,0,1,1,-1,0,-1,0,0,0,1,1,-1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,1,1,0,1,-1
Osmânio Pereira,PSDB,MG,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafael Guerra,PSDB,MG,1,0,0,1,-1,1,1,0,-1,1,1,-1,1,1,1,1,1,0,1,-1,1,1,1,0,-1,1,1,-1,0,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,-1,1,1,0,1,1,-1,0,-1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,-1,0,0,-1,0,-1,0,-1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,-1,0,0,0,-1,-1,1,1,1,0,0,0,0,1,1,-1
Sérgio Miranda,PCdoB,MG,1,1,1,-1,1,1,1,1,-1,1,1,-1,0,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,0,-1,1,-1,-1,1,1,0,-1,-1,-1,1,1,1,1,-1,0,-1,1,1,-1,1,1,1,1,0,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,1,-1,-1,0,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,1,0,1
João Grandão,PT,MS,1,0,0,-1,1,0,1,0,-1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,0,1,1,-1,1,1,-1,1,0,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,0,-1,0,-1,1,-1,0,-1,1,0,0,0,-1,1,0,1,0,0,0,1,-1,1,-1,1,1,1,1,0,-1,0,0,0,1,1,0,0,1,1,1,1,0,0,-1,1,1,1,1,0,-1,-1,1,1,-1,-1,-1,-1,-1,0,0,0,1,1,0,-1,1,0,0,0,0,0,1,0,1
Waldemir Moka,PMDB,MS,1,0,0,1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,-1,0,-1,1,1,0,1,1,-1,0,-1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,-1,1,0,0,0,0,0,1,-1,1,1,1,1,0,-1,1,0,0,0,0,0,0,-1,0,-1,1,0,1,1,-1,1,1,0,0,-1
Wellington Fagundes,PL,MT,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celcita Pinheiro,PFL,MT,1,0,0,1,-1,1,0,0,0,0,0,-1,1,1,1,1,1,-1,1,-1,1,1,1,0,-1,1,1,-1,1,1,0,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,0,1,1,1,0,1,1,-1,0,-1,0,0,0,1,1,-1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,-1,0,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,1,1,1,1,-1,1,1,0,0,-1
Paulo Rocha,PT,PA,1,1,0,-1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,0,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,0,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,0,-1,1,-1,-1,-1,1,0,-1,-1,-1,1,0,1,1,-1,0,1,-1,1,-1,1,1,0,1,0,-1,1,-1,-1,1,1,-1,-1,1,1,1,0,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,0,0,0,-1,1,0,1
Babá,PT,PA,0,0,0,-1,1,-1,1,0,-1,1,1,-1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,-1,1,0,-1,1,1,1,1,1,-1,0,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,0,0,0,-1,1,-1,0,-1,1,0,0,0,-1,1,0,1,0,0,0,1,-1,1,-1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,-1,-1,0,0,0,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,1,1,1,-1,1,-1,1,-1,1
Josué Bengtson,PTB,PA,1,0,0,1,-1,1,1,0,-1,1,1,-1,-1,0,0,0,0,0,1,-1,1,1,1,0,-1,1,1,-1,0,1,1,0,-1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,-1,-1,1,1,-1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,-1,1,1,0,0,-1
José Priante,PMDB,PA,1,1,1,1,0,1,0,-1,-1,1,1,-1,1,0,0,0,0,0,1,-1,1,1,1,1,-1,1,1,-1,1,0,0,1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,-1,-1,1,0,0,1,1,1,0,0,-1,0,0,-1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,-1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,-1,-1,0,0,1,1,1,0,0,0,0,1,0,0
Vic Pires Franco,PFL,PA,1,1,1,1,-1,1,0,-1,-1,1,0,-1,1,1,1,1,0,0,1,-1,1,1,1,0,-1,1,1,-1,0,1,0,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,0,1,1,1,1,0,1,0,1,-1,-1,1,0,1,1,-1,0,1,1,1,1,0,1,0,0,1,1,-1,1,1,-1,1,-1,1,0,1,1,0,0,1,-1,1,1,1,0,1,1,1,1,1,1,-1,-1,-1,-1,0,-1,1,0,1,1,-1,1,1,0,0,-1
Anivaldo Vale,PSDB,PA,0,1,0,1,-1,1,1,0,-1,1,1,-1,0,1,1,1,1,1,1,-1,1,0,1,1,-1,1,1,-1,0,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,0,1,-1,1,1,-1,0,0,1,0,1,-1,0,-1,-1,1,0,0,1,-1,1,1,1,1,0,0,1,0,1,1,1,-1,1,1,0,0,-1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,1,1,1,0,-1
Zenaldo Coutinho,PSDB,PA,1,0,0,1,-1,0,1,0,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,-1,1,1,-1,1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,-1,-1,1,-1,-1,1,0,0,1,1,-1,0,-1,0,0,0,1,1,0,1,1,0,0,0,0,-1,0,0,0,1,-1,0,0,0,1,-1,1,0,1,1,1,0,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1
Nilson Pinto,PSDB,PA,1,0,0,1,-1,1,1,0,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,-1,1,1,-1,0,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,-1,-1,1,1,0,1,1,-1,0,-1,0,0,0,1,1,-1,1,1,1,1,1,0,-1,0,0,0,1,-1,0,0,-1,0,-1,1,0,1,-1,1,0,1,-1,1,1,1,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,0,0,1,-1
Enivaldo Ribeiro,PPB,PB,1,1,1,1,-1,0,1,-1,-1,1,1,0,0,1,0,0,0,0,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,-1,1,1,0,1,0,0,0,-1,-1,1,0,1,0,-1,1,1,1,1,1,0,1,-1,1,0,1,1,0,0,-1,0,-1,1,0,0,1,0,0,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1
