nome,partido,uf,MPV 627/2013,MPV 627/2013,MPV 627/2013,MPV 627/2013,MPV 627/2013,MPV 628/2013,MPV 628/2013,MPV 628/2013,MPV 630/2013,MPV 630/2013,MPV 632/2013,MPV 633/2013,MPV 633/2013,MPV 635/2013,MPV 639/2014,MPV 640/2014,MPV 650/2014,MPV 652/2014,MPV 656/2014,MPV 657/2014,PDC 1491/2014,PDC 1491/2014,PDC 1491/2014,PEC 103/2011,PEC 103/2011,PEC 111/2011,PEC 197/2012,PEC 197/2012,PEC 197/2012,PEC 247/2013,PEC 247/2013,PEC 290/2013,PEC 290/2013,PEC 293/2013,PEC 293/2013,PEC 358/2013,PEC 358/2013,PEC 358/2013,PEC 426/2014,PEC 426/2014,PEC 434/2014,PEC 434/2014,PEC 471/2005,PL 3232/1992,PL 4246/2012,PL 6025/2005,PL 6025/2005,PL 6738/2013,PL 6809/2013,PL 7735/2014,PL 8035/2010,PLN 31/2014,PLN 31/2014,PLN 36/2013,PLN 36/2014,PLN 36/2014,PLN 36/2014,PLN 36/2014,PLN 36/2014,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 275/2001,PLP 276/2002,PLP 362/2006,PLP 362/2006,PLP 362/2006,PLP 397/2014,PLP 397/2014,PRC 132/2012,REP 17/2012,REP 22/2013,REP 25/2014,REQ 10361/2014,REQ 10929/2014,REQ 8130/2013,REQ 8339/2013,REQ 8880/2013,REQ 9459/2014,REQ 9534/2014,REQ 9534/2014,REQ 9534/2014,REQ 9556/2014,PEC 471/2005
William Dib,PSDB,SP,0,1,1,1,1,0,0,0,1,-1,-1,1,0,1,-1,-1,1,0,0,-1,-1,-1,-1,1,0,1,0,0,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,0,-1,1,1,-1,0,0,1,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,0,0,1,0,1,0,-1,-1,1,1,0,-1,0,1,1,1
Luiz Fernando Machado,PSDB,SP,0,1,1,1,0,0,0,0,1,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,-1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,-1,-1,1,1,0
Vaz de Lima,PSDB,SP,0,0,1,0,0,0,0,0,1,0,-1,1,0,-1,-1,-1,1,1,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,-1,1,0,0,0,1,0,0,0,0,0,-1,0,1,1,1,-1,-1,1,0,1,1,-1,-1,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,1,1,0,-1,-1,1,1,1
Ângelo Agnolin,PDT,TO,-1,1,1,1,-1,0,-1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1,1,1,1,1,0,1,-1,-1,1,1,0,1,1,0,0,1,0,1,1,1,-1,-1,0,1,1
Policarpo,PT,DF,0,1,-1,0,-1,-1,-1,0,0,1,0,-1,1,-1,-1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,0,1,0,-1,1,1,0,-1,0,-1,1,0,-1,1,1,0,0,1,-1,1,0,0,-1,1,0,1,-1,-1,1,-1,-1,1,1,0,0,0,0,0,1,1,1,1,0,1,0
Dr. Carlos Alberto,PMN,RJ,1,-1,1,-1,-1,1,1,0,1,-1,1,-1,-1,1,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,0,1,1,1,0,0,-1,-1,1,1,-1,-1,1,0,1
Zeca Dirceu,PT,PR,-1,1,0,-1,-1,0,-1,-1,-1,1,0,-1,1,-1,0,1,0,-1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,-1,0,1,0,0,0,1,0,-1,0,-1,1,0,-1,1,0,1,1,1,-1,0,1,0,-1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
João Arruda,PMDB,PR,-1,1,1,1,0,-1,0,0,0,0,1,-1,0,0,-1,1,1,0,0,-1,0,-1,-1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,-1,1,-1,1,1,0,0,0,1,0,-1,0,0,0,0,0,0,1,-1,-1,1,-1,1,0,0,0,0,1,0,0,0,1,-1,0,1,1,0,1,0,0,0,0,1,-1,0,0,1,0
Edmar Arruda,PSC,PR,-1,1,1,1,1,0,0,-1,0,-1,0,-1,-1,1,0,0,0,-1,0,-1,-1,-1,-1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,-1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,-1,0,0,0,1,1,1,1,0,-1,1,1,1,0,0,0,0,1
Nelson Padovani,PSC,PR,-1,1,1,1,1,-1,-1,-1,1,1,0,-1,1,1,-1,-1,0,-1,0,0,-1,-1,-1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,-1,0,0,0,0,0,-1,0,1,0,0,0,1,1,1,-1,1,1,1,1,0,-1,1,0,1,0,-1,-1,1,0,1,1,1,1,1,-1,0,0,0,0,0,1,1,1
Sandro Alex,PPS,PR,0,-1,0,1,-1,0,0,0,1,-1,0,1,1,1,1,-1,-1,-1,0,-1,-1,-1,-1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,-1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,0,0,1,1,1,1,1,0,1,1,1,0,-1,1,1,1
Leopoldo Meyer,PSB,PR,1,1,1,-1,1,-1,1,-1,1,-1,-1,0,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,-1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,0,1,1,1,-1,-1,1,1,1
Rosane Ferreira,PV,PR,-1,1,1,-1,-1,0,0,0,0,0,1,-1,0,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,0,0,1,1,0,-1,1,1,1,0,-1,1,-1,0,1,1,1,-1,0,0,0,1,1,-1,-1,1,1,1
Vitor Paulo,PRB,RJ,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,-1,0,0,-1,-1,0,-1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,-1,0,1,0,-1,0,-1,1,0,-1,1,1,-1,0,1,-1,1,1,1,-1,1,0,0,0,0,0,0,0,1,1,1,0,0,-1,1,0,1,0,0,0,1,1
Taumaturgo Lima,PT,AC,0,1,0,-1,-1,0,0,-1,-1,1,0,0,0,-1,-1,1,-1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,-1,1,0,0,1,0,0,0,1,0,-1,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
Sibá Machado,PT,AC,-1,1,-1,-1,-1,0,-1,-1,0,0,1,0,0,-1,0,0,-1,-1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,-1,-1,0,-1,-1,0,0,-1,1,1,0,-1,0,-1,1,0,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,1,0,0,0,1,1,1,-1,1,-1
Marcio Bittar,PSDB,AC,0,0,0,0,-1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,1,0,0,1,1,0,1,0,1,0,0,-1,0,1,0,0,0,1,0,0
Renan Filho,PMDB,AL,0,1,0,0,1,-1,0,-1,0,1,0,-1,0,1,0,1,0,0,0,1,-1,0,-1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,-1,0,-1,1,0,-1,1,0,0,-1,1,-1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0
Rosinha da Adefal,PTdoB,AL,0,0,0,1,1,-1,0,-1,0,0,0,0,0,1,1,0,-1,-1,0,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,-1,1,1,0,0,0,1,1,1,0,-1,0,0,0,0,-1,1,0,-1,-1,1,1,1,1,1,-1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1
Pauderney Avelino,DEM,AM,0,0,1,0,-1,0,0,0,1,-1,-1,1,1,1,-1,-1,-1,0,0,-1,0,-1,-1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,-1,1,0,0,0,1,1,1,1,-1,1,1,1,-1,-1,1,0,1
Luiz Carlos,PSDB,AP,0,1,1,1,-1,0,0,0,0,-1,0,1,1,1,0,0,1,0,0,1,-1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,-1,1,1,1,0,1,1,1,0,1,0,1,0,1,-1,0,0,0,0,-1,1,0,0
Marcelo Matos,PDT,RJ,-1,1,1,1,-1,0,0,0,-1,1,0,-1,1,1,0,0,0,-1,0,1,-1,-1,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,-1,1,0,0,1,1,-1,-1,0,1,0,1,0,0,0,1,0,-1,0,-1,1,0,-1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,-1
Alessandro Molon,PT,RJ,-1,0,-1,-1,0,-1,0,0,0,0,0,-1,1,-1,0,0,-1,-1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,-1,-1,1,-1,1,1,0,1,1,0,-1,0,-1,1,0,-1,1,1,-1,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,1,1,1,0,0,1,0
Benedita da Silva,PT,RJ,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,0,0,-1,-1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,0,-1,-1,1,0,-1,1,0,0,0,0,0,0,0,-1,1,0,0,0,1,-1,1,1,1,-1,1,1,1,-1,-1,1,-1,0,1,1,1,-1,1,0,0,1,1,1,0,0,1,-1
Walney Rocha,PTB,RJ,-1,1,1,1,1,0,-1,-1,1,1,0,0,0,0,0,0,1,1,0,1,0,-1,-1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,0,0,0,-1,-1,1,1,0
Pedro Paulo,PMDB,RJ,0,0,0,0,0,-1,-1,-1,-1,1,1,-1,1,1,-1,1,0,-1,0,1,0,-1,-1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,-1,1,0,0,0,0,0,1,1,0,-1,0,-1,1,0,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,1,0,1,1,0,-1,1,1,0,0,0,0,0,1
Washington Reis,PMDB,RJ,-1,1,1,1,1,0,-1,0,0,0,0,-1,1,1,-1,1,-1,-1,1,0,-1,-1,-1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,-1,1,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,0,-1,-1,1,-1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,-1,-1,1,1,1
Anthony Garotinho,PR,RJ,-1,1,1,-1,-1,0,-1,-1,0,0,0,-1,-1,1,-1,-1,0,-1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,-1,1,1,1,1,1,-1,1,1,1,-1,-1,1,0,0,1,1,1,0,0,0,1,0,1,-1,0,0,0,1
Zoinho,PR,RJ,-1,1,0,1,1,0,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1
Stepan Nercessian,PPS,RJ,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,-1,-1,1,1,0,1,1,1,0,1,0,1,1,1,-1,-1,1,0,1
Romário,PSB,RJ,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,1,0,-1,1,0,0,-1,-1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,-1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,-1,1,0,0,1,1,1,1,1,0,1,1,0,0,-1,1,0,1
Jean Wyllys,PSOL,RJ,1,-1,-1,-1,-1,0,-1,-1,1,-1,0,1,0,0,1,-1,-1,-1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,1,0,1,-1,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,-1,0,0,0,0,0,-1,-1,0,0,1,1,0,-1,0,0,0,1,-1,-1,1,1,1
Jânio Natal,PRP,BA,-1,0,0,0,1,-1,-1,-1,-1,1,1,-1,1,1,0,0,0,0,0,0,-1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,-1,1,0,-1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,-1,1,1,0
Danilo Forte,PMDB,CE,-1,1,1,1,1,0,-1,-1,-1,1,0,0,0,1,-1,-1,0,-1,0,-1,-1,-1,-1,0,1,1,1,0,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,1,-1,1,-1,1,0,0,0,1,1,0,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,-1,-1,1,0,0,1,1,0,1,1,0,1,1,1,-1,-1,1,1,1
Erika Kokay,PT,DF,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,0,1,1,0,-1,0,-1,1,0,-1,1,1,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,-1,1,-1,0,-1,1,1,0,1,0,1,1,1,1,0,0,1,-1
Luis Tibé,PTdoB,MG,0,0,1,0,1,0,-1,-1,-1,1,0,0,0,0,-1,1,-1,0,0,0,-1,-1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,-1,0,0,1,1,0,0,1,-1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,-1,-1,0,0,0
Fábio Trad,PMDB,MS,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,1,0,-1,-1,1,0,-1,0,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1
Aguinaldo Ribeiro,PP,PB,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,1,-1,-1,-1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,-1,1,1,1,1,0,-1,0,0,0,1,0,0,0,1,0,-1,0,-1,1,0,-1,1,0,0,1,0,-1,1,1,1,-1,1,0,0,0,-1,1,1,0,1,0,0,-1,1,0,1,1,0,0,0,0,0,0
Hugo Motta,PMDB,PB,-1,1,0,0,1,0,-1,-1,0,1,0,-1,0,1,-1,1,0,-1,0,-1,-1,-1,-1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,0,0,0,1,0,-1,0,-1,1,0,-1,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,-1,1,0,1,-1,0,0,0,1
Paulo Wagner,PV,RN,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,-1,1,-1,0,1,-1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,-1,0,-1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,-1,-1,0,0,0,1,1,0,0,1,-1,1,1,1,1,-1,1,1,0
Raul Lima,PP,RR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1,1,0,1,-1,1,1,1,0,1,1,0,1,0,0,0,0,0,-1,0,0,0,1
Jerônimo Goergen,PP,RS,-1,1,1,1,1,0,-1,0,1,1,0,0,0,-1,-1,1,0,0,1,0,-1,0,-1,0,0,0,0,0,1,1,0,1,0,1,0,0,-1,-1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,-1,-1,0,0,1,0
Valdivino de Oliveira,PSDB,GO,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nelson Marchezan Junior,PSDB,RS,0,1,1,1,-1,0,0,0,1,-1,0,1,1,0,0,0,1,0,0,-1,-1,-1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,-1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,-1,1,0,1
Almeida Lima,PMDB,SE,-1,1,0,1,1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,-1,1,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,0,0,1,0,0,1,1,0,-1,-1,1,1,1
Júnior Coimbra,PMDB,TO,0,1,1,1,1,0,-1,0,-1,1,0,0,0,1,0,1,0,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,-1,0,-1,1,0,0,-1,1,1,0,-1,0,-1,1,0,0,1,1,-1,-1,1,-1,1,1,1,1,1,1,0,-1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,-1,1,1,0
Professora Dorinha Seabra Rezende,DEM,TO,0,-1,1,1,-1,0,0,0,1,-1,-1,1,1,1,-1,1,-1,0,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,-1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,0,-1,1,1,0,1,1,1,1,1,0,1,0,1,-1,-1,1,0,1
Acelino Popó,PRB,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,-1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,-1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Arthur Lira,PP,AL,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,1,1,-1,0,-1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,-1,-1,0,0,0,0,0,0,1,1,0,-1,0,-1,1,0,0,1,0,0,0,0,-1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,-1
Ronaldo Zulke,PT,RS,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,1,-1,-1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,-1,0,1,-1,-1,0,0,0,0,1,0,-1,0,-1,1,0,-1,1,0,0,0,1,-1,1,1,1,-1,1,0,1,0,-1,1,0,0,-1,1,1,-1,0,0,1,1,1,1,0,0,0,-1
Paulo Freire,PR,SP,-1,1,1,1,1,0,0,0,0,1,0,-1,-1,1,-1,0,0,-1,0,-1,0,-1,-1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,-1,0,-1,1,0,0,1,1,-1,-1,1,-1,1,1,1,-1,1,1,0,-1,-1,0,0,0,1,1,1,0,1,-1,1,0,1,-1,-1,1,1,1
Delegado Protógenes,PCdoB,SP,0,1,1,-1,-1,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Luiz Otavio,PMDB,PA,0,1,1,1,1,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-1,0,1,0,0,0,0,0,0
Bruna Furlan,PSDB,SP,0,0,0,1,-1,0,0,0,1,-1,0,1,0,1,0,0,0,0,0,-1,-1,-1,-1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,-1,1,0,1,-1,1,1,1,0,1,1,1,1,1,-1,1,1,0,0,0,1,1,1
Antônia Lúcia,PSC,AC,-1,0,1,1,1,-1,-1,0,1,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,-1,0,-1,1,0,-1,1,1,-1,-1,1,1,0,0,0,0,1,1,0,-1,-1,1,1,0,1,1,1,1,1,0,1,0,0,0,-1,1,0,1
Adrian,PMDB,RJ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
Francisco Floriano,PR,RJ,0,0,1,0,1,0,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,-1,0,-1,1,0,-1,1,0,0,0,0,-1,1,0,1,-1,0,0,0,0,0,1,1,0,0,1,0,0,1,-1,0,0,1,-1,-1,1,1,0
Rogério Carvalho,PT,SE,0,0,0,0,0,0,0,-1,-1,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,-1,0,-1,1,0,-1,0,0,0,-1,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Rodrigo Bethlem,PMDB,RJ,0,0,0,0,0,0,-1,0,-1,1,1,-1,1,1,0,0,0,0,0,0,0,-1,-1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,-1,0,1,-1,1,0,0,0,1,1,1,-1,0,-1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Fernando Jordão,PMDB,RJ,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,1,1,0
Carmen Zanotto,PPS,SC,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1,1,1,0
Pedro Uczai,PT,SC,0,1,-1,0,0,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,-1,1,-1,0,0,1,1,-1,0,0,-1,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,-1,-1,0,0,0,1,1,1,-1,0,0,0,1,1,1,0,0,0,-1
