nome,partido,uf,MPV 627/2013,MPV 627/2013,MPV 627/2013,MPV 627/2013,MPV 627/2013,MPV 628/2013,MPV 628/2013,MPV 628/2013,MPV 630/2013,MPV 630/2013,MPV 632/2013,MPV 633/2013,MPV 633/2013,MPV 635/2013,MPV 639/2014,MPV 640/2014,MPV 650/2014,MPV 652/2014,MPV 656/2014,MPV 657/2014,PDC 1491/2014,PDC 1491/2014,PDC 1491/2014,PEC 103/2011,PEC 103/2011,PEC 111/2011,PEC 197/2012,PEC 197/2012,PEC 197/2012,PEC 247/2013,PEC 247/2013,PEC 290/2013,PEC 290/2013,PEC 293/2013,PEC 293/2013,PEC 358/2013,PEC 358/2013,PEC 358/2013,PEC 426/2014,PEC 426/2014,PEC 434/2014,PEC 434/2014,PEC 471/2005,PL 3232/1992,PL 4246/2012,PL 6025/2005,PL 6025/2005,PL 6738/2013,PL 6809/2013,PL 7735/2014,PL 8035/2010,PLN 31/2014,PLN 31/2014,PLN 36/2013,PLN 36/2014,PLN 36/2014,PLN 36/2014,PLN 36/2014,PLN 36/2014,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 275/2001,PLP 276/2002,PLP 362/2006,PLP 362/2006,PLP 362/2006,PLP 397/2014,PLP 397/2014,PRC 132/2012,REP 17/2012,REP 22/2013,REP 25/2014,REQ 10361/2014,REQ 10929/2014,REQ 8130/2013,REQ 8339/2013,REQ 8880/2013,REQ 9459/2014,REQ 9534/2014,REQ 9534/2014,REQ 9534/2014,REQ 9556/2014,PEC 471/2005
Paulo Abi-Ackel,PSDB,MG,0,1,1,0,-1,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,-1,-1,0,-1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,-1,1,0,0,0,0,0,-1,0,0,1,0,1,0,1,1,1,1,1,-1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,-1,1,1,0
Rodrigo de Castro,PSDB,MG,0,1,1,0,-1,0,0,0,1,-1,-1,0,0,1,-1,-1,0,1,0,-1,-1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,-1,1,1,1,0,0,1,1,1
Beto Faro,PT,PA,-1,1,-1,0,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,0,-1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,-1,0,0,0,1,1,0,-1,0,-1,1,0,-1,1,1,-1,-1,1,-1,1,0,0,0,1,1,1,-1,-1,0,0,-1,1,1,0,0,1,0,1,1,1,1,0,0,1,-1
Lúcio Vale,PR,PA,0,0,1,1,1,-1,-1,-1,0,1,0,0,0,1,-1,0,0,-1,0,0,0,-1,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,-1,1,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,1,1,-1,1,-1,1,0,0,0,1,1,1,-1,-1,1,0,0,1,1,1,1,0,-1,1,1,1,-1,-1,1,1,1
Wandenkolk Gonçalves,PSDB,PA,0,-1,0,0,0,0,0,0,1,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,1,0,1,1,1,1,1,-1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,-1,1,0,0
Bruno Araújo,PSDB,PE,1,1,0,0,-1,0,0,0,1,0,0,0,1,1,-1,-1,1,0,0,-1,0,-1,-1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,-1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,-1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1
Eduardo da Fonte,PP,PE,-1,0,0,1,1,-1,0,0,-1,0,1,-1,0,0,0,0,0,-1,0,-1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,-1,0,1,0,0,0,0,0,1,0,0,-1,0,-1,1,0,-1,1,0,0,0,0,-1,1,0,0,0,0,1,0,-1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,-1
Fernando Coelho Filho,PSB,PE,-1,1,1,-1,1,-1,0,0,1,-1,0,-1,-1,1,0,0,0,0,0,0,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,-1,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,-1,-1,1,1,0,1,1,1,1,1,-1,1,1,0,-1,0,1,1,1
Raul Henry,PMDB,PE,-1,1,1,1,1,0,1,-1,1,-1,-1,1,-1,1,-1,-1,1,-1,0,0,-1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,0,0,-1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,-1,-1,1,-1,0,1,1,1,1,0,0,1,1,1,-1,0,1,1,1
Osmar Júnior,PCdoB,PI,0,0,0,0,0,-1,0,0,0,0,1,-1,0,-1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,-1,-1,0,-1,1,0,0,-1,1,0,-1,0,-1,1,0,-1,1,1,0,-1,1,-1,1,1,1,0,1,1,1,-1,-1,1,0,0,1,1,1,-1,0,0,0,0,1,0,0,0,1,0
Andre Vargas,PT,PR,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,0,1,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0
Angelo Vanhoni,PT,PR,-1,0,0,0,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,-1,1,1,-1,-1,0,0,0,0,0,0,1,1,1,-1,-1,0,0,0,-1,1,1,0,0,0,1,1,1,0,0,0,0,0
Alfredo Kaefer,PSDB,PR,1,1,0,1,-1,0,0,0,1,-1,0,1,1,1,0,0,0,0,0,-1,-1,0,-1,-1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-1,0,0,0,0,1,-1,-1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1
Dr. Adilson Soares,PR,RJ,-1,1,1,1,1,0,-1,-1,-1,1,0,-1,1,1,-1,1,0,-1,0,-1,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,1,-1,0,1,-1,1,0,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1
Andreia Zito,PSDB,RJ,0,1,1,0,-1,0,0,0,1,-1,-1,1,0,1,0,-1,0,0,0,-1,-1,-1,-1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,-1,-1,1,1,0,1,1,1,0,0,0,1,1,1,0,-1,1,1,1
Filipe Pereira,PSC,RJ,0,0,0,0,0,-1,0,-1,1,0,0,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,-1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
Otavio Leite,PSDB,RJ,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,-1,0,0,1,-1,-1,-1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,-1,0,1,1,1,1,0,0,1,1,1,0,-1,1,1,0
João Maia,PR,RN,0,1,0,0,1,0,-1,-1,-1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,-1,-1,1,1,0
Edio Lopes,PMDB,RR,0,0,0,1,1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,1,0,0,-1,0,-1,1,0,-1,1,1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,-1,-1,1,1,1
Vieira da Cunha,PDT,RS,-1,1,0,-1,0,0,-1,-1,1,-1,1,-1,0,1,-1,1,-1,-1,0,1,-1,-1,-1,1,1,0,0,0,0,0,0,1,0,1,1,1,-1,-1,0,1,0,1,1,-1,-1,1,-1,1,0,0,-1,1,0,-1,0,-1,0,0,0,1,0,0,0,0,-1,1,1,1,-1,1,0,1,-1,-1,1,1,0,0,1,0,1,0,1,1,1,1,-1,0,0,0,1
Pepe Vargas,PT,RS,-1,1,-1,-1,-1,0,-1,0,-1,1,1,-1,1,-1,-1,0,0,-1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,-1,-1,-1,0,0,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,1,0,0,1,-1,-1,1,1,-1,-1,1,1,-1,-1,0,-1,0,-1,0,1,-1,1,0,1,1,0,0,0,0,0,-1
Luiz Carlos Busato,PTB,RS,-1,1,1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1,0,-1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1
Manuela D`Ávila,PCdoB,RS,-1,1,-1,1,-1,0,-1,-1,0,0,1,-1,1,-1,0,0,-1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,-1,1,-1,0,0,0,-1,1,0,-1,0,-1,1,0,-1,0,1,1,-1,1,-1,1,1,1,-1,0,0,0,0,0,1,-1,0,0,1,1,-1,1,0,0,0,1,0,0,0,0,0
Renato Molling,PP,RS,-1,1,1,0,1,0,0,-1,1,1,1,-1,-1,-1,-1,1,0,0,0,-1,0,-1,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,-1,0,1,0,0,1,1,0,0,0,0,-1,0,1,1,1,1,1,0,0,1,1,1,-1,1,1,1,-1,-1,1,1,0,1,1,1,0,1,-1,1,1,1,-1,-1,1,1,1
Sérgio Moraes,PTB,RS,0,1,1,0,1,0,-1,-1,1,-1,1,1,1,1,-1,-1,0,-1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,1,0,-1,1,0,1
Vilson Covatti,PP,RS,-1,1,1,0,0,-1,-1,-1,0,0,1,0,0,1,-1,0,0,-1,0,-1,0,0,-1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,-1,0,0,0,0,0,0,1,1,0,-1,0,-1,1,0,-1,1,1,1,1,1,-1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,-1,0,0,1,0
Celso Maldaner,PMDB,SC,-1,1,1,1,1,-1,-1,0,0,1,0,-1,1,1,-1,1,0,-1,0,0,-1,-1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,0,0,0,1,1,0,-1,0,-1,1,0,-1,1,1,-1,0,1,0,1,0,0,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1
Décio Lima,PT,SC,0,1,-1,-1,-1,0,0,-1,-1,1,0,0,1,-1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,-1,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,0,0,0,1,-1,1,1,1,-1,1,0,1,-1,-1,1,-1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
Mauro Mariani,PMDB,SC,-1,1,1,0,0,0,0,-1,-1,0,0,1,-1,1,-1,1,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,-1,1,-1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,-1,0,0,1,-1,-1,1,1,1
Valadares Filho,PSB,SE,-1,1,1,-1,1,0,1,-1,0,-1,0,0,0,1,0,-1,1,-1,1,-1,-1,0,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,0,1,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,0,1,1,1,-1,-1,1,1,1
Duarte Nogueira,PSDB,SP,0,1,1,1,-1,0,0,0,0,-1,0,1,1,0,-1,0,1,0,0,0,-1,-1,-1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,-1,1,0,0,0,0,0,-1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,-1,-1,0,1,1,1,1,0,0,1,1,0,-1,-1,1,1,1
Arnaldo Jardim,PPS,SP,0,0,-1,1,-1,0,1,0,1,-1,-1,1,1,1,1,-1,-1,0,1,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,-1,1,-1,0,0,0,0,1,0,0,0,0,-1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,-1,1,0,0,0,1,1,1,1,1,0,0,1,0,-1,-1,1,0,1
Cândido Vaccarezza,PT,SP,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,0,0,0,-1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0
Carlos Zarattini,PT,SP,0,1,0,-1,0,-1,0,0,-1,1,1,-1,1,-1,0,1,-1,-1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,-1
Edson Aparecido,PSDB,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emanuel Fernandes,PSDB,SP,0,1,1,0,-1,0,0,0,1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,-1,1,0,0,0,0,0,-1,0,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,1,-1,-1,0,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1
Janete Rocha Pietá,PT,SP,-1,1,-1,-1,-1,-1,0,-1,0,1,0,-1,1,0,0,1,-1,-1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,-1,-1,-1,1,1,0,1,1,0,-1,0,-1,1,0,-1,1,1,-1,-1,1,-1,1,0,1,-1,1,1,1,-1,-1,1,-1,0,1,1,1,0,-1,0,0,1,1,1,0,0,1,-1
Abelardo Camarinha,PSB,SP,0,1,0,-1,1,0,1,-1,0,-1,0,0,0,0,0,0,0,0,1,-1,0,-1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,-1,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,0,1
Ricardo Tripoli,PSDB,SP,0,1,1,1,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,1,-1,-1,1,1,0
Paulo Teixeira,PT,SP,0,1,0,-1,-1,-1,0,-1,0,1,0,0,1,-1,-1,0,-1,-1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,-1,0,1,-1,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,0,-1,-1,1,-1,1,1,1,-1,1,0,1,-1,-1,1,0,0,-1,1,1,-1,0,0,0,0,0,0,0,0,1,-1
Márcio França,PSB,SP,-1,1,1,0,1,-1,0,0,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,-1,-1,1,1,0,0,1,1,0,0,0,1,1,0,0,-1,1,0,0
Dr. Ubiali,PSB,SP,1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,-1,1,1,1,-1,0,1,-1,1,0,0,0,0,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,0,1,0,0,1,1,1,-1,0,1,0,1
Paulo Maluf,PP,SP,-1,0,1,1,0,0,-1,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vanderlei Macris,PSDB,SP,0,1,1,1,-1,0,0,0,0,0,0,1,0,1,-1,-1,1,0,1,-1,-1,-1,-1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,-1,-1,1,1,1,1,1,-1,0,1,0,-1,0,-1,-1,0,1,1,1,1,1,0,1,1,1,-1,-1,1,1,1
Lázaro Botelho,PP,TO,0,1,1,1,1,0,-1,-1,-1,1,0,-1,-1,1,0,1,0,-1,0,-1,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,0,1,-1,1,1,0,-1,1,1,0,-1,0,-1,1,0,-1,1,1,0,1,1,-1,1,1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,-1,1,1,0,-1,0,0,1,1
Maurício Quintella Lessa,PR,AL,0,0,0,0,1,0,0,0,-1,0,1,0,0,0,-1,1,1,-1,0,0,0,-1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,-1,1,1,0,0,0,0,-1,1,0,0,0,-1,1,0,-1,1,0,1,0,1,-1,1,0,0,0,1,1,1,-1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0
Milton Monti,PR,SP,0,1,0,1,1,-1,-1,-1,-1,1,1,-1,0,1,0,1,0,-1,0,0,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,0,-1,1,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,0,-1,-1,1,-1,1,1,1,-1,0,0,0,0,0,1,1,0,1,1,1,1,1,-1,0,0,0,0,0,1,0,1
Gladson Cameli,PP,AC,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,-1,1,1,0,0,0,0,0,0
Francisco Praciano,PT,AM,-1,1,0,-1,-1,-1,-1,-1,1,-1,0,-1,1,0,-1,1,-1,0,0,0,0,0,-1,1,1,1,0,0,0,1,1,1,1,1,1,-1,-1,-1,0,1,0,1,-1,0,1,-1,-1,1,1,0,1,1,0,1,0,-1,1,0,-1,1,0,1,1,1,-1,1,1,1,0,1,0,1,0,-1,1,-1,0,1,1,1,0,-1,0,-1,1,0,0,-1,1,0,-1
Rebecca Garcia,PP,AM,-1,1,1,1,1,-1,0,-1,1,0,0,-1,-1,1,0,-1,1,-1,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,-1,-1,1,1,0,0,1,0,0,0,0,0,0,0,-1,1,0,1,0,1,-1,0,1,1,1,1,1,0,-1,-1,1,0,0,1,1,1,1,1,0,0,0,0,-1,0,1,1,1
Fátima Pelaes,PMDB,AP,-1,1,1,0,1,0,-1,-1,0,1,0,-1,1,0,0,0,0,-1,0,0,-1,-1,-1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-1,0,1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,-1,-1,1,1,1
Antônio Andrade,PMDB,MG,0,0,1,0,0,0,0,0,0,1,1,-1,1,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,-1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0
Luiz Fernando Faria,PP,MG,0,0,1,0,1,0,0,-1,0,0,1,0,0,-1,0,0,0,-1,0,-1,-1,-1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,-1,0,-1,1,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,-1,-1,1,0,0
Carlos Bezerra,PMDB,MT,-1,1,0,0,0,-1,-1,-1,-1,1,0,0,0,0,-1,0,0,-1,1,-1,-1,-1,-1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,-1,1,-1,0,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,-1,0,0,0,-1,-1,1,1,1
Edson Santos,PT,RJ,-1,1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,-1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,-1,-1,1,-1,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,1,0,0,1,-1,1,0,1,-1,1,0,1,-1,-1,-1,-1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0
José Rocha,PR,BA,0,0,1,1,0,-1,-1,-1,0,0,0,-1,1,1,-1,0,1,0,0,-1,-1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,1,-1,-1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-1,0,0,1
Leonardo Quintão,PMDB,MG,-1,0,0,1,0,-1,-1,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,-1,-1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,-1,0,-1,1,0,-1,1,1,0,-1,1,-1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,-1,1,1,1
Ratinho Junior,PSC,PR,0,0,0,0,0,0,0,-1,1,-1,0,0,1,1,-1,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,-1,1,1,1,1,0,0,1,0,0,0,1,1,1,-1,-1,0,0,0,1,0,1,1,0,-1,0,0,0,0,0,0,0,1
Wellington Fagundes,PR,MT,0,1,1,0,1,0,0,0,0,1,0,-1,1,1,0,0,1,-1,0,0,-1,-1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,-1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,-1,0,0
Átila Lira,PSB,PI,0,0,0,0,0,0,-1,-1,0,-1,1,-1,0,1,0,1,-1,-1,0,-1,0,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,-1,-1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,-1
Aline Corrêa,PP,SP,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,-1,0,0,0,1,0,0,0,0,1,0,-1,0,-1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-1
Claudio Cajado,DEM,BA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,1,0,0,0,0,-1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,-1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,-1,-1,1,0,0,1,1,1,1,1,0,1,1,1,0,-1,1,1,0
