nome,partido,uf,MPV 136/2003,MPV 139/2003,MPV 139/2003,MPV 139/2003,MPV 140/2003,MPV 140/2003,MPV 141/2003,MPV 143/2003,MPV 144/2003,MPV 144/2003,MPV 144/2003,MPV 144/2003,MPV 147/2003,MPV 148/2003,MPV 153/2003,MPV 153/2003,MPV 153/2003,MPV 153/2003,MPV 153/2003,MPV 154/2003,MPV 154/2003,MPV 155/2003,MPV 155/2003,MPV 160/2003,MPV 160/2003,MPV 161/2004,MPV 165/2004,MPV 165/2004,MPV 165/2004,MPV 166/2004,MPV 167/2004,MPV 167/2004,MPV 167/2004,MPV 167/2004,MPV 167/2004,MPV 167/2004,MPV 168/2004,MPV 168/2004,MPV 169/2004,MPV 177/2004,MPV 177/2004,MPV 179/2004,MPV 182/2004,MPV 182/2004,MPV 182/2004,MPV 182/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 191/2004,MPV 191/2004,MPV 191/2004,MPV 192/2004,MPV 192/2004,MPV 192/2004,MPV 192/2004,MPV 194/2004,MPV 195/2004,MPV 196/2004,MPV 196/2004,MPV 196/2004,MPV 196/2004,MPV 198/2004,MPV 198/2004,MPV 198/2004,MPV 198/2004,MPV 198/2004,MPV 200/2004,MPV 200/2004,MPV 201/2004,MPV 206/2004,MPV 206/2004,MPV 207/2004,MPV 207/2004,MPV 207/2004,MPV 207/2004,MPV 208/2004,MPV 219/2004,MPV 219/2004,MSC 205/2004,MSC 205/2004,MSC 210/2004,MSC 411/2003,MSC 62/2004,PDC 13/2003,PEC 101/2003,PEC 101/2003,PEC 227/2004,PEC 227/2004,PEC 228/2004,PEC 228/2004,PEC 254/2000,PEC 285/2004,PEC 438/2001,PEC 574/2002,PEC 574/2002,PEC 574/2002,PEC 575/1998,PL 2399/2003,PL 2399/2003,PL 2399/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 2546/2003,PL 3476/2004,PLP 188/2004,PLP 22/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 76/2003,PLP 76/2003
Abelardo Lupion,PFL,PR,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,0,0,1,0,0,1,0,0,1,-1,0,1,1,-1,0,-1
Eduardo Sciarra,PFL,PR,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,1,0,1,1,1,1,1,1,1,-1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1
Luiz Carlos Hauly,PSDB,PR,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,1,1,0,0,-1,-1,0,-1,1,0,1,-1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,-1,1,-1,0,0
Affonso Camargo,PSDB,PR,1,1,-1,1,0,-1,1,0,1,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,1,0,0,0,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,-1,1,1,-1,1,-1,0,0,0,-1
Alex Canziani,PTB,PR,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,-1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,0,0,-1,-1,1,0,0,-1,0,-1,0,0,0,-1,-1,-1,0,-1,0,0,0,0,0,-1,-1,0,0,0,-1,1,-1,-1,-1,-1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,-1,0,0,0,-1,-1,1,1,1,0,0,0,1,1,0,1
Jair Bolsonaro,PTB,RJ,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,0,1,-1,-1,0,1,-1,1,1,1,0,1,1,1,1,-1,-1,1,-1,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,-1,1,-1,1,-1,1,0,-1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,0,0,-1,1,-1,-1,-1,-1,0,1,1,1,-1,1,-1
Carlos Santana,PT,RJ,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,0,0,0,-1,1,-1,0,-1,1,0,-1,0,-1,1,1,-1,0,-1,1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,0,0,0,1,0,1,-1,-1,1,-1,-1,-1,0,1,1,1,1,0,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,-1,0,-1,1,-1,-1,1,0,1,0,1,1,1,1,1,1
Chico Alencar,PT,RJ,-1,0,1,0,-1,-1,-1,0,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,0,1,-1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,0,-1,0,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,1,-1,1,-1,1,1,1,0,1,1,-1,-1,1,-1,0,-1,-1,-1,-1,1,0,1,1,-1,1,-1,1,1,1
Luiz Sérgio,PT,RJ,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,0,1,-1,1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,1,-1,-1,1,-1,-1,0,0,1,1,1,1,0,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,1,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1
Lindberg Farias,PT,RJ,-1,-1,1,0,-1,0,-1,-1,-1,1,-1,1,0,-1,-1,1,-1,1,-1,1,0,-1,-1,1,0,0,0,0,0,-1,0,-1,1,1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,1,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,-1,0,0,1,0,-1,0,1,1,0,0,0,1,1,1,1
Jorge Bittar,PT,RJ,0,0,1,-1,-1,0,-1,-1,0,1,-1,1,0,-1,-1,1,-1,1,-1,1,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,1,0,0,-1,0,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,0,0,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,0,-1,-1,1,1,1,1,1,0,1,1,0,-1,1,1,0,0,0,1,1,1,1,-1,0,0,1,-1,-1,1,1,0,0,0,1,1,0,0,0
Antonio Carlos Biscaia,PT,RJ,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,-1,-1,1,-1,0,-1,1,-1,-1,1,1,1,1,0,0,0,0,1,1
Fernando Gonçalves,PTB,RJ,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Maria Lucia,PMDB,RJ,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1,0,1,-1,1,0,1,0,-1,-1,1,-1,0,-1,1,-1,-1,-1,-1,1,-1,1,-1,0,1,-1,-1,-1,-1,0,1,1,1,-1,-1,-1,-1,1,-1,1,-1,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,0,1,1,1,1,1,0,1,-1,0,1,1,1,1,-1,1,1,1,1,1,0,0,-1,1,-1,-1,1,1,1,1,1,-1,-1,1,0,1
Moreira Franco,PMDB,RJ,1,-1,0,0,0,0,1,0,1,-1,0,0,1,1,0,1,-1,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,1,0,1,0,1,-1,0,-1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,-1,0,1,0,0,1,-1,1,-1,0,0
André Luiz,PMDB,RJ,-1,-1,0,-1,0,0,1,-1,0,0,0,0,0,1,-1,1,-1,1,-1,1,1,0,0,1,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,-1,0,-1,0,0,-1,0,1,0,-1,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,1,0,0,1,0,0,1,1,-1,0,0,1,0,-1,1,0,1,0,0,0,0,0,1,1
José Divino,PMDB,RJ,-1,-1,1,-1,-1,0,0,0,-1,0,-1,1,-1,1,-1,1,0,0,0,0,1,0,0,-1,0,1,-1,0,-1,0,0,0,0,0,0,0,1,1,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,0,0,-1,1,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,0,-1,0,0,1,0,-1,1,-1,-1,1,0,1,1,1,0,1,0,1,-1,1,-1,1,1,1,0,1,1,1,1,1,-1,0,-1,1,-1,-1,1,1,1,0,1,-1,1,1,1,1
Almir Moura,PL,RJ,-1,-1,1,-1,-1,0,-1,-1,0,0,-1,1,-1,1,-1,1,-1,1,-1,0,0,-1,-1,1,-1,0,-1,0,-1,-1,-1,-1,0,1,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,0,0,0,1,0,1,1,0,1,1,1,-1,1,1,1,0,1,0,0,1,1,-1,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1
Bispo Rodrigues,PL,RJ,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,1,-1,1,-1,1,-1,0,1,-1,-1,1,-1,0,0,0,0,-1,-1,-1,1,1,-1,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,0,-1,1,0,0,-1,0,-1,0,0,0,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,0,-1,0,-1,1,-1,0,1,-1,-1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,-1,0,-1,1,0,0,0,0,1,1,1,1,1,1,1,0
Carlos Nader,PFL,RJ,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Rodrigo Maia,PFL,RJ,1,0,-1,0,1,0,1,0,0,0,1,0,1,-1,0,0,1,0,1,-1,1,1,1,0,0,1,0,-1,-1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,1,0,0,1,-1,0,0,0,0,-1,-1,0,0,1,-1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,0
Reinaldo Betão,PL,RJ,-1,-1,1,-1,0,0,-1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,-1,-1,1,-1,0,-1,0,-1,-1,-1,-1,1,0,-1,1,0,0,-1,-1,-1,0,-1,1,-1,0,0,-1,0,-1,0,0,0,0,-1,-1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,-1,-1,-1,0,0,0,-1,1,-1,-1,1,-1,0,0,0,0,1,0,0,1,0,0,0,1,-1,1,1,1,0,0,0,0,1,1,-1,0,-1,1,-1,-1,1,0,0,0,1,1,1,1,1,0
Alexandre Cardoso,PSB,RJ,-1,0,0,-1,0,-1,-1,0,-1,1,-1,0,-1,1,-1,1,0,0,0,1,1,0,-1,0,-1,0,0,1,-1,0,0,-1,1,1,-1,1,-1,1,0,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,0,0,-1,0,-1,-1,0,-1,-1,0,0,-1,0,-1,0,-1,0,-1,-1,1,0,1,0,-1,1,0,-1,0,-1,1,1,1,0,0,0,1,1,0,-1,0,1,1,0,1,-1,-1,-1,0,-1,0,0,1,-1,-1,0,1,0,0,0,0,-1,0,1,1
Paulo Baltazar,PSB,RJ,-1,-1,1,-1,-1,-1,-1,0,-1,1,0,1,-1,1,-1,1,-1,1,-1,0,0,-1,-1,1,-1,0,-1,-1,-1,0,-1,-1,1,1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,1,-1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0,-1,0,-1,0,-1,-1,0,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,-1,1,-1,-1,1,1,0,1,0,0,0,0,0,1
Deley,PV,RJ,0,-1,0,-1,0,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,0,0,1,-1,-1,1,-1,0,-1,1,-1,-1,0,-1,1,-1,0,-1,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,0,-1,0,-1,0,1,-1,-1,-1,0,0,-1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,-1,0,-1,-1,-1,-1,1,0,1,1,1,1,0,1,1,1
Paulo Feijó,PSDB,RJ,0,0,0,0,-1,-1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,-1,-1,1,1,0,0,0,0,0,-1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,-1,1,0,0,0
Juíza Denise Frossard,PSDB,RJ,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,-1
Itamar Serpa,PSDB,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,1,-1,0,-1
Jandira Feghali,PCdoB,RJ,-1,0,0,0,0,-1,-1,0,-1,1,-1,1,-1,0,0,0,-1,1,-1,1,1,-1,-1,1,0,0,-1,0,-1,-1,-1,-1,1,0,-1,0,-1,1,-1,-1,-1,-1,0,0,0,1,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,0,-1,0,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0,0,-1,0,0,1,1,1,1,0,0,1,-1,1,-1,1,1,1,0,1,1,1,1,1,-1,0,0,0,-1,-1,1,1,1,1,0,1,-1,1,1,1
Fátima Bezerra,PT,RN,-1,0,1,-1,0,-1,0,-1,0,1,-1,1,-1,0,0,0,-1,1,-1,0,0,-1,-1,0,-1,0,-1,1,0,0,0,-1,1,1,-1,0,-1,1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,-1,0,-1,0,-1,-1,0,0,0,-1,1,-1,-1,-1,-1,0,-1,0,0,1,1,1,1,0,1,1,1,-1,0,0,1,0,1,1,1,1,1,0,0,-1,1,0,-1,1,1,1,0,1,1,1,0,1,0
Henrique Eduardo Alves,PMDB,RN,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,-1,1,-1,0,1,0,-1,1,0,0,-1,1,0,0,0,-1,1,0,0,0,-1,0,0,-1,0,-1,0,-1,-1,-1,-1,0,-1,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,1,-1,0,-1,1,0,1,0,0,1,1,1,1,-1,0,0,0,-1,-1,1,0,0,0,0,0,1,1,1,0
Sandra Rosado,PMDB,RN,-1,0,1,-1,-1,0,0,0,0,1,-1,1,0,0,0,1,-1,0,-1,0,0,-1,-1,1,-1,0,0,0,0,-1,-1,-1,0,-1,-1,0,0,0,-1,0,-1,-1,0,1,1,1,-1,-1,-1,0,1,-1,0,-1,0,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,-1,1,-1,1,0,-1,1,0,0,0,0,0,1,0,1,0,0,1,-1,1,-1,0,0,0,-1,1,0,0,1,0,0,0,0,1,-1,-1,-1,1,1,0,1,-1,1,1,0,0
Lavoisier Maia,PSB,RN,0,-1,0,-1,-1,-1,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,-1,1,-1,1,-1,1,-1,-1,0,0,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,-1,-1,0,1,1,1,0,0,0,0,1,1
Eduardo Valverde,PT,RO,-1,0,0,0,0,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,0,-1,1,1,0,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,0,1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,0,-1,0,-1,0,0,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,1,-1,-1,1,-1,-1,0,0,1,0,1,1,0,1,0,0,1,-1,1,1,1,0,0,1,0,-1,0,0,0,0,1,-1,-1,1,0,0,0,1,1,-1,1,1,0
Confúcio Moura,PMDB,RO,-1,0,1,-1,0,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,-1,-1,0,-1,0,-1,1,0,0,0,-1,1,1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,-1,1,0,1,-1,-1,1,0,-1,1,0,0,0,1,1,1,0,1,0,0,-1,1,1,0,0,0,1,1,1,0,0,0,0,0,-1,1,1,1,0,0,1,1,1,1,1,0
Marinha Raupp,PMDB,RO,-1,0,0,0,-1,-1,0,-1,-1,1,-1,1,-1,0,-1,0,-1,0,-1,0,1,0,-1,0,-1,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,-1,-1,-1,0,0,0,1,-1,0,-1,0,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,-1,-1,1,-1,0,1,0,1,0,-1,1,1,0,1,-1,1,-1,1,1,1,-1,0,1,1,0,1,0,0,0,0,0,-1,1,0,0,0,0,-1,0,1,0,0
Miguel de Souza,PL,RO,-1,0,0,-1,0,-1,-1,-1,0,1,0,1,0,1,-1,0,0,1,-1,1,0,-1,0,0,0,1,-1,1,-1,-1,-1,-1,0,1,0,1,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,0,0,1,-1,1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,-1,-1,0,-1,1,-1,-1,1,-1,0,0,0,0,1,0,0,1,0,1,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,1,1,0,1,1,0
Pastor Frankembergen,PTB,RR,-1,0,0,0,0,0,-1,-1,0,1,-1,1,0,1,-1,1,-1,0,-1,0,0,-1,-1,1,-1,0,0,1,0,-1,0,-1,0,1,-1,1,-1,1,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,-1,0,-1,0,-1,1,-1,0,-1,-1,1,-1,0,-1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,-1,-1,1,1,1,1,0,0,1,1,1,0
Dr. Rodolfo Pereira,PDT,RR,-1,-1,1,-1,-1,-1,0,-1,-1,0,0,1,-1,0,-1,1,0,1,-1,0,0,0,0,1,-1,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,1,-1,1,0,-1,1,0,-1,0,0,1,1,0,0,0,0,1,1,1,-1,1,0,1,0,1,1,1,0,1,0,0,-1,1,-1,-1,1,0,1,1,1,0,-1,1,0,1
Alceste Almeida,PMDB,RR,0,0,0,-1,-1,0,-1,0,-1,1,-1,1,0,1,-1,1,-1,1,0,0,1,1,-1,1,-1,1,-1,0,-1,-1,-1,0,1,1,0,0,0,1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,-1,0,0,1,-1,-1,1,1,1,1,0,0,0,0,1,1
Alceu Collares,PDT,RS,1,1,0,-1,0,1,0,-1,-1,1,-1,1,-1,0,0,1,0,0,-1,0,1,-1,-1,0,0,0,-1,0,0,0,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,-1,0,-1,0,-1,0,0,0,-1,0,0,-1,-1,0,-1,1,-1,-1,1,0,0,1,-1,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,1,0,-1,1,1,1,0,0,0,-1,1,0,1
Tarcísio Zimmermann,PT,RS,-1,0,1,0,0,-1,0,0,-1,1,-1,1,-1,0,0,1,0,0,-1,1,1,-1,-1,1,-1,1,-1,1,0,-1,0,-1,1,1,0,1,-1,1,-1,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,1,0,0,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,1,-1,1,-1,-1,-1,0,0,0,0,1,0,0,1,1,0,1,1,1,-1,1,1,0,0,1,0,0,1,1,-1,0,0,-1,0,0,1,0,1,1,-1,1,-1,1,1,1
Paulo Pimenta,PT,RS,-1,-1,1,-1,-1,-1,0,-1,-1,0,-1,1,0,0,-1,1,0,0,-1,0,1,0,-1,0,0,1,0,1,-1,0,-1,-1,1,0,0,1,0,1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,-1,1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,1,0,0,1,-1,0,-1,0,1,1,1,0,0,0,0,0,1,-1,0,1,0,0,0,1,1,0,0,-1,0,-1,1,-1,-1,1,0,0,0,1,1,1,1,1,0
Henrique Fontana,PT,RS,-1,0,0,0,-1,-1,-1,-1,0,1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,0,-1,1,0,-1,0,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,0,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,0,1,1,0,1,1,0,1,-1,1,0,1,1,1,0,1,1,1,0,1,-1,0,-1,1,-1,-1,0,0,1,0,1,0,0,1,1,1
