nome,partido,uf,MPV 225/2004,MPV 227/2004,MPV 228/2004,MPV 231/2004,MPV 232/2004,MPV 233/2004,MPV 241/2005,MPV 241/2005,MPV 241/2005,MPV 241/2005,MPV 241/2005,MPV 242/2005,MPV 242/2005,MPV 242/2005,MPV 245/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 249/2005,MPV 249/2005,MPV 249/2005,MPV 250/2005,MPV 250/2005,MPV 250/2005,MPV 251/2005,MPV 252/2005,MPV 252/2005,MPV 252/2005,MPV 255/2005,MPV 256/2005,MPV 257/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 259/2005,MPV 259/2005,MPV 260/2005,MPV 264/2005,PDC 1274/2004,PDC 1274/2004,PDC 1353/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 7/2003,PEC 7/2003,PL 1144/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 3627/2004,PL 4559/2004,PL 4955/2005,PL 5524/2005,PL 5524/2005,PL 5524/2005,PLP 187/1997,PLP 244/2005,PRC 248/2005,PRC 248/2005,REQ 1452/2003
João Batista,PFL,SP,-1,0,1,0,-1,0,-1,-1,0,0,0,0,-1,-1,0,0,1,-1,-1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,1,1,-1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Luiza Erundina,PSB,SP,1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,-1,-1,1,1,-1,-1,1,-1,1,1,0,-1,1,-1,-1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,1,0,-1,1,1,1,-1,0
Jovino Cândido,PV,SP,0,1,1,1,-1,0,-1,-1,0,0,1,-1,-1,-1,-1,-1,1,1,1,0,1,1,-1,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,0,1,1,1,0,1,1,1,-1,1,1,1,0,0,0,-1,1,1,-1,-1,0,1,1,0,1,-1,0,0,-1,-1,0
Marcelo Ortiz,PV,SP,1,-1,-1,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,1,1,0,1,-1,0,1,0,0,0,0,0,0,0,0,1,1,-1,1,1,-1,1,0,0,0,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,0,1,1,-1,1,1,-1,0,0
Carlos Sampaio,PSDB,SP,-1,1,1,0,0,1,-1,-1,0,0,0,-1,-1,-1,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,0,1,0,1,1,0,0,1,1,1,0,1,-1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
Lobbe Neto,PSDB,SP,-1,1,1,1,-1,1,-1,-1,0,0,0,-1,-1,-1,-1,0,1,0,-1,0,1,0,-1,0,0,0,0,0,0,-1,1,1,1,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,1,-1,1,-1,1,0,0,-1,1,1,1,-1,1,1,1,1,0,-1,1,1,1,1,1,0,1,0,-1,1,0,1,1,-1,0,0
Alberto Goldman,PSDB,SP,-1,0,1,0,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,1,1,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,-1,1,1,1,-1,0,1,1,-1,-1,-1,1,0,0,0,1,1,1,-1,1,1,1,1,0,0,1,1,-1,1,0,0,1,0,0,0
Antonio Carlos Pannunzio,PSDB,SP,-1,1,1,1,-1,1,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,-1,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,1,0,0,-1,-1,-1,1,-1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,-1,1,0,0,1,-1,0,0
Paulo Kobayashi,PSDB,SP,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julio Semeghini,PSDB,SP,-1,1,1,1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,-1,-1,0,0,1,0,0,0,0,0,1,0,0,-1,1,0,1,-1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,0,0
Antonio Carlos Mendes Thame,PSDB,SP,-1,0,1,1,-1,0,0,0,0,0,0,-1,-1,0,-1,0,1,0,-1,0,0,0,-1,0,0,0,0,0,0,1,1,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,1,1,1,-1,0,1,-1,-1,0,0,0,1,0,-1,0,1,1,1,1,0,0,-1,-1,1,0,1,0,-1,0,0
Enéas,PRONA,SP,-1,0,1,0,-1,0,-1,-1,0,0,0,-1,-1,0,0,-1,0,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,-1,-1,0,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,-1,1,0,0,0,0
Jamil Murad,PCdoB,SP,1,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1,1,0,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,1,1,0,-1,1,1,-1,-1,1,1,1,1,0,-1,-1,1,-1,-1,1,1,-1,1,-1,-1,1,1,1,1,0
Aldo Rebelo,PCdoB,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homero Barreto,PTB,TO,1,-1,-1,0,0,0,0,0,-1,0,-1,1,0,1,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1,1,1,1,0,0,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,1,-1,0,1,0,1,0,0,0,1,-1,-1,1,0,1,1,0,0,0,0,1,0,0,0,1,-1,0,0,0,1,1,1,0,0
Kátia Abreu,PFL,TO,0,1,0,0,-1,0,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,1,0,0,0,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,0,1,0,0,0,-1,0,0
Maurício Rabelo,PL,TO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,1,1,1,1,1,-1,-1,0,0,-1,-1,0,-1,-1,1,-1,0,1,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,-1,1,1,-1,1,1,0,0,0
Eduardo Gomes,PSDB,TO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Ronaldo Dimas,PSDB,TO,-1,0,0,1,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,-1,1,1,1,-1,0,1,0,1,0,0,0,0,0,1,1,1,-1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,-1,0,1,0,1,1,-1,0,1
Olavo Calheiros,PMDB,AL,1,-1,-1,0,0,0,1,1,0,0,0,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,1,1,1,1,1,-1,0,0,-1,-1,-1,0,-1,-1,1,-1,0,-1,0,0,1,-1,0,1,0,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,0,1,1,1,-1,1,1,1,0,0,1,0,0
João Caldas,PL,AL,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0
Givaldo Carimbão,PSB,AL,0,-1,0,-1,0,0,0,0,-1,-1,0,1,0,1,0,-1,-1,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,-1,-1,1,-1,0,-1,-1,-1,0,0,0,1,0,0,1,-1,-1,0,1,1,1,1,0,0,-1,-1,-1,-1,1,1,0,1,0,0,0,0,0,0,0
Helenildo Ribeiro,PSDB,AL,-1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,1,0,0,0,1,1,1,-1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
Eduardo Seabra,PTB,AP,1,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,-1,0,0,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,0,-1,1,1,0,0,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,0,1,-1,1,1,-1,1,1,1,1,0
Coronel Alves,PL,AP,0,0,0,0,0,0,1,1,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,0,0,1,-1,0,0,-1,-1,-1,0,-1,-1,1,0,-1,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,-1,0,1,-1,1,1,1,1,0
Josias Gomes,PT,BA,0,0,0,0,0,0,1,1,-1,-1,0,1,0,1,0,-1,-1,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,0,0,-1,-1,0,-1,1,1,0,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,-1,1,0,-1,0,0,1,1,0
Guilherme Menezes,PT,BA,1,-1,-1,-1,0,0,0,1,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,0,-1,1,-1,1,1,0,-1,1,-1,-1,-1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0
Paulo Magalhães,PFL,BA,-1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,-1,0,1,1,-1,0,0,0,1,1,-1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0
Edson Duarte,PV,BA,1,0,-1,0,-1,0,1,1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,0,1,1,-1,1,1,1,0,0,0,-1,1,1,-1,-1,1,1,0,0,1,-1,0,0,-1,0,0
Eunício Oliveira,PMDB,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0
Almeida de Jesus,PL,CE,1,0,-1,0,0,0,1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,-1,0,1,1,0,0,0,-1,-1,0,-1,-1,0,0,-1,-1,1,-1,-1,1,-1,-1,1,0,-1,1,0,0,1,-1,-1,1,1,1,0,0,-1,1,1,1,-1,-1,0,0,-1,0,0,0,0,0,1,1,0
Ariosto Holanda,PSDB,CE,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Sigmaringa Seixas,PT,DF,1,-1,0,-1,0,0,1,1,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,-1,-1,1,-1,1,1,0,-1,0,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,-1,0,1,-1,1,1,1,1,0
José Roberto Arruda,PFL,DF,-1,1,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,-1,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,0,1,1,1,-1,1,1,1,0,0,-1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0
Neucimar Fraga,PL,ES,1,0,-1,0,0,0,1,1,-1,-1,-1,1,0,0,0,-1,0,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,1,1,0,1,1,0,0,0,0,-1,0,1,-1,-1,0,-1,0,0,0,0,1,-1,1,0,0,0,1,0,-1,1,1,1,1,1,0,0,0,-1,1,1,0,1,-1,0,0,-1,1,0,1,1,0
Rubens Otoni,PT,GO,0,-1,0,0,0,0,1,1,0,0,-1,1,0,0,0,-1,-1,0,-1,0,-1,-1,0,0,0,-1,0,-1,-1,0,0,-1,0,1,1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,1,-1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,-1,0,0,1,0,0
Luiz Bittencourt,PMDB,GO,1,-1,0,0,0,0,1,1,-1,-1,-1,1,0,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,1,1,1,-1,-1,1,-1,-1,0,-1,-1,0,-1,0,1,-1,-1,1,-1,-1,0,0,1,1,0,0,1,-1,-1,1,1,1,0,0,-1,1,1,1,1,1,0,0,-1,0,0,0,0,0,1,1,0
Pedro Chaves,PMDB,GO,1,-1,-1,-1,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1,1,1,1,-1,-1,-1,0,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,1,1,1,0,1,1,1,-1,0,1,1,1,1,0,1,1,-1,1,1,0,0,-1,1,1,-1,1,1,1,1,0
Mário Heringer,PDT,MG,1,-1,0,-1,-1,0,1,1,0,0,0,-1,-1,0,0,-1,1,-1,0,0,0,0,-1,1,0,0,0,0,0,0,-1,1,0,1,1,-1,0,1,0,0,0,0,0,-1,0,0,0,-1,-1,1,1,-1,-1,-1,1,1,0,0,0,0,0,0,1,1,-1,1,1,1,1,1,1,1,-1,1,1,0,1,1,-1,-1,0
Dr. Francisco Gonçalves,PTB,MG,0,-1,-1,0,0,0,0,0,-1,0,0,-1,0,1,0,-1,1,-1,0,0,-1,-1,0,-1,-1,-1,0,0,0,1,1,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,1,1,1,-1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
Mauro Lopes,PMDB,MG,0,-1,0,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,1,-1,0,-1,0,-1,-1,0,-1,0,1,0,-1,1,0,-1,0,0,1,1,0,0,1,-1,-1,1,0,1,1,1,0,1,0,1,1,1,0,-1,0,0,1,0,1,0,1,1,0
José Santana de Vasconcellos,PL,MG,1,-1,-1,0,0,0,0,0,-1,-1,-1,1,0,1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,1,1,1,0,0,-1,0,1,0,-1,0,0,-1,-1,1,0,0,-1,-1,-1,1,-1,-1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,1,1,0
Roberto Brant,PFL,MG,-1,0,1,1,-1,0,-1,0,0,0,0,-1,0,0,0,1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,1,1,1,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,1,0,-1,1,-1,1,1,0,-1,-1,0,0,0,-1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0
Bonifácio de Andrada,PSDB,MG,-1,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,0,0,1,1,-1,0,0,0,1,0,-1,1,0,1,0,0,0,0
Wladimir Costa,PMDB,PA,1,0,0,0,0,0,0,1,0,0,-1,0,0,0,-1,-1,1,1,0,0,0,-1,0,0,-1,1,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,-1,-1,0,0,1,1,-1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
Jader Barbalho,PMDB,PA,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,-1,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0
Nicias Ribeiro,PSDB,PA,-1,0,0,1,0,0,0,-1,0,0,0,-1,-1,0,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,-1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Wilson Santiago,PMDB,PB,0,0,0,-1,0,0,1,0,-1,0,-1,1,0,0,0,-1,-1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,0,1,0,1,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,1,1,0
Philemon Rodrigues,PTB,PB,1,-1,-1,0,0,0,1,1,-1,-1,-1,1,0,1,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,0,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,1,-1,-1,1,0,-1,0,0,0,1,1,-1,1,0,1,1,0,0,-1,-1,-1,1,1,0,1,0,1,1,1,1,1,1,1,0
Fernando Ferro,PT,PE,1,-1,-1,-1,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,1,0,1,1,0,-1,1,-1,-1,1,1,1,1,1,0,1,1,1,-1,-1,0,0,-1,1,0,0,1,0,1,1,0
Gonzaga Patriota,PSB,PE,1,0,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,1,1,-1,0,-1,0,-1,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
Iris Simões,PTB,PR,1,-1,-1,0,0,0,1,1,-1,-1,-1,0,0,1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,0,-1,1,1,1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0
Hermes Parcianello,PMDB,PR,1,-1,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,-1,-1,0,0,0,-1,-1,1,-1,-1,-1,0,-1,0,-1,0,0,1,0,1,-1,-1,-1,0,0,0,0,-1,-1,1,-1,-1,0,0,0,0,0,1,1,0,0,1,-1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0
Oliveira Filho,PL,PR,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,1,1,1,1,0,0,0,0,0,1,0,-1,-1,1,-1,0,-1,0,-1,1,-1,0,1,0,1,1,-1,-1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,-1,0,0,1,1,0
Cezar Silvestri,PPS,PR,0,1,-1,0,-1,0,-1,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,1,-1,0,1,1,-1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,0,1,1,1,1,0,0,0
Odílio Balbinotti,PMDB,PR,1,-1,0,0,0,0,0,0,0,0,-1,1,0,1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,1,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,1,-1,1,1,0,0,0
Elaine Costa,PTB,RJ,0,-1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,-1,0,1,0,-1,1,0,-1,0,0,1,1,0,0,1,1,-1,1,1,1,1,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0
Roberto Jefferson,PTB,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vieira Reis,PMDB,RJ,1,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,0,-1,1,-1,0,-1,0,0,0,0,-1,1,0,-1,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,-1,0,0,0,0,0,0,0,0
Leonardo Picciani,PMDB,RJ,1,0,-1,0,-1,0,1,1,0,0,1,-1,0,0,0,-1,1,1,0,0,0,0,-1,0,1,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,-1,0
Anselmo de Jesus,PT,RO,0,0,-1,0,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,0,0,1,-1,-1,-1,0,0,1,1,0,0,1,1,-1,-1,0,1,-1,1,1,-1,1,1,1,1,0
Pompeo de Mattos,PDT,RS,1,-1,-1,0,-1,0,1,1,0,0,0,-1,-1,0,-1,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,0,-1,-1,0,1,1,0,-1,1,1,0,1,1,-1,1,1,1,1,1,0,1,-1,0,1,0,1,0,-1,0,0
Adão Pretto,PT,RS,1,-1,-1,0,0,0,1,1,-1,-1,-1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,1,-1,0,0,0,-1,0,-1,-1,-1,0,0,-1,-1,1,-1,0,-1,0,-1,0,-1,0,0,0,-1,1,-1,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,1,1,0,1,0,0,1,1,1,1,0
Kelly Moraes,PTB,RS,0,-1,-1,0,0,0,0,0,-1,-1,-1,1,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,0,0,1,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,-1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0
Jorge Boeira,PT,SC,0,-1,-1,0,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,0,0,0,0,-1,1,0,0,1,1,1,-1,0,-1,-1,0,-1,-1,-1,1,-1,0,-1,0,0,0,0,1,1,0,-1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,-1,0,0,-1,0,0,1,1,0
Mauro Passos,PT,SC,1,0,-1,0,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,-1,0,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,0,0,0,-1,1,1,0,0,1,-1,-1,0,0,0,1,1,0,1,1,1,-1,-1,0,0,-1,-1,1,-1,1,1,1,1,0
João Matos,PMDB,SC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
