nome,partido,uf,MPV 7/2001,MPV 7/2001,MSC 527/2001,PDC 381/1999,PEC 203/1995,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 277/2000,PEC 277/2000,PEC 289/2000,PEC 308/1996,PEC 308/1996,PEC 308/1996,PEC 472/1997,PEC 472/1997,PEC 472/1997,PEC 472/1997,PEC 610/1998,PEC 610/1998,PEC 610/1998,PEC 610/1998,PL 1733/1996,PL 2155/1999,PL 3115/1997,PL 3242/2000,PL 3267/2000,PL 3524/2000,PL 3639/2000,PL 3657/1989,PL 3755/2000,PL 3998/2001,PL 4143/2001,PL 4177/2001,PL 4177/2001,PL 4210/2001,PL 5470/2001,PL 5470/2001,PL 5483/2001,PL 5483/2001,PL 5483/2001,PL 5483/2001,PL 5483/2001,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 116/2000,PLP 116/2000,PLP 155/2000,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 183/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 23/1999,PLP 242/1998,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PRC 106/1992,PRC 106/1992,PRC 106/1992,PRC 176/2001,REC 113/2000,REC 144/2001,REC 52/1999
Dr. Hélio,PDT,SP,1,1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,0,-1,-1,-1,1,-1,0,-1,1,-1,-1,-1,0,0,1,1,0,0,0
Telma de Souza,PT,SP,0,1,1,0,1,1,-1,-1,-1,1,1,1,0,0,1,1,-1,0,-1,-1,1,1,1,1,-1,1,0,0,1,1,-1,0,0,0,1,0,0,0,1,1,1,0,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,-1,1,0,0,0,0,0,0,0,-1,-1,-1,0,0,-1,-1,1,0,-1,-1,0,0,0,0,-1,0,0
Angela Guadagnin,PT,SP,0,1,0,-1,1,1,-1,-1,-1,1,0,0,1,1,1,1,-1,1,-1,-1,1,1,1,0,0,0,0,-1,1,1,-1,1,-1,1,1,0,1,0,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,1,0,0,-1,0,-1,1,1,-1,0,0
Luciano Zica,PT,SP,0,1,1,-1,1,1,0,-1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,0,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,-1,1,-1,0,-1,0,0,1,-1,-1,-1,1,0,-1,-1,1,-1,1,1,-1,0,0
Ricardo Izar,PTB,SP,0,0,0,1,0,1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0
Zulaiê Cobra,PSDB,SP,0,-1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,-1,1,0,1,1,0,1,1,-1,0,1,-1,1,0,-1,0,-1,0,0,1,-1,1,1,1,0,-1,1,0,0,0,0,-1,0,1,1,-1,0,-1,-1,-1,-1,0,-1,0,-1,-1,1,0,0,1,0,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,-1,0,0,1,1,0,0,0,0,-1,1,0,0,0
Osvaldo Biolchi,PMDB,RS,0,-1,1,0,1,1,0,-1,-1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,-1,0,1,1,1,1,-1,0,1,-1,-1,-1,1,-1,0,-1,1,1,0,0,0,-1,1,1,1,1,0,1,0,1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,0,-1,1,0,1,0,1,0,0,0,0,0,0,1,1,-1,0,-1,1,0,0,1,0,0
Barbosa Neto,PMDB,GO,0,-1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,1,-1,0,1,1,-1,-1,-1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-1,0,-1,0,0,0,0,0,0,0,1,-1,1,0,0,0,1,1,-1,0,0,0,0,1,0,0,0,-1,1,0,1,1,0,0
Antonio Joaquim,PPB,MA,0,0,0,0,0,1,0,0,-1,1,0,0,1,1,1,1,-1,1,1,-1,1,0,0,0,0,0,1,1,1,0,1,1,1,-1,0,-1,1,-1,0,-1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,1,0,0
Pedro Novais,PMDB,MA,0,-1,1,1,1,1,0,-1,-1,1,1,1,0,1,1,1,-1,1,1,-1,1,1,1,1,0,0,1,1,0,0,-1,1,0,-1,-1,-1,1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,0,1,1,1,0,1,0,-1,0,-1,-1,-1,1,0,-1,1,-1,-1,0,1,0,1,1,1,1,-1,1,0,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,1,0,1,1,0,0
César Bandeira,PFL,MA,0,0,0,1,0,1,-1,-1,-1,1,1,1,1,1,1,1,0,0,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,0,1,1,1,0,-1,1,1,1,1,1,-1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,1,1,1,1,1,0,1,-1,1,1,1,0,1,1,0,1,-1,0,0,1,1,-1,0,-1,0,-1,1,1,0,-1
Eliseu Resende,PFL,MG,0,-1,0,1,1,1,0,0,-1,1,1,1,1,1,0,1,-1,0,1,-1,1,1,1,0,-1,1,1,0,1,1,1,0,1,0,0,-1,0,0,1,-1,1,0,1,0,-1,1,1,1,1,1,-1,1,0,1,0,-1,-1,-1,-1,0,0,0,0,-1,-1,1,0,0,0,0,1,0,1,1,0,-1,1,0,1,0,1,1,-1,1,0,0,0,1,1,-1,0,-1,1,-1,0,-1,0,0
Nelson Trad,PTB,MS,0,-1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,-1,1,1,1,0,0,0,0,1,0,0,0,1,0,-1,-1,-1,-1,-1,1,-1,1,0,1,-1,1,-1,0,1,1,1,-1,1,0,1,-1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,0,0,0,1,1,1,0,-1,1,1,1,0,1,1,0,0,-1,0,0,1,0,0,0,0,1,-1,1,-1,0,0
Asdrubal Bentes,PMDB,PA,0,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,0,1,-1,1,1,-1,1,1,1,0,-1,1,1,1,0,1,-1,0,0,0,-1,-1,1,0,1,-1,1,1,1,-1,-1,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,-1,0,-1,0,0,0,0,1,0,0,1,-1,1,1,1,0,0,1,0,1,-1,0,0,0,1,-1,0,-1,0,0,1,1,0,0
Adauto Pereira,PFL,PB,0,-1,0,1,1,1,-1,-1,-1,1,0,1,0,1,1,1,-1,1,1,-1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,-1,-1,1,-1,1,-1,0,0,0,0,-1,1,1,1,1,1,-1,0,1,1,0,-1,-1,-1,-1,-1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,1,0,1,0,0,0
Ricardo Rique,PSDB,PB,0,-1,1,1,1,1,-1,-1,-1,0,0,0,1,1,0,1,-1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,-1,0,-1,1,-1,1,0,1,0,1,0,-1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0,-1,-1,1,-1,0,1,-1,-1,0,1,0,1,1,1,0,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,0,0,0,-1,0,0
Dilceu Sperafico,PPB,PR,0,-1,1,1,1,1,0,0,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,0,1,1,1,0,0,-1,0,-1,1,-1,1,0,1,1,1,0,-1,1,1,1,1,1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,-1,-1,1,0,0,1,1,1,1,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,1,-1,1,0,0,0
Laura Carneiro,PFL,RJ,0,-1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,0,1,-1,1,1,-1,1,1,1,1,-1,1,0,-1,1,0,1,1,1,-1,-1,-1,0,-1,1,0,1,1,0,0,0,1,1,0,0,0,-1,1,0,1,0,-1,-1,-1,-1,0,-1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,0,0,1,0,1,-1,0,0,1,1,0,0,-1,1,-1,1,-1,0,0
Nilton Capixaba,PTB,RO,0,0,0,1,1,1,-1,-1,-1,1,1,1,0,0,1,1,-1,0,1,-1,1,0,1,1,0,1,1,1,1,1,1,1,0,-1,0,-1,0,-1,1,-1,1,1,0,0,1,1,1,1,1,1,-1,1,1,1,0,-1,-1,-1,-1,-1,0,0,1,-1,-1,1,-1,-1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,-1,0,-1,0,0,0,0,-1,0,-1,1,-1,0,-1,0,0
Francisco Rodrigues,PFL,RR,0,-1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-1,-1,-1,1,-1,1,-1,1,1,0,0,0,1,1,1,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,-1,1,0,1,0,1,1,-1,1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0
Delfim Netto,PPB,SP,0,-1,1,1,0,1,0,-1,0,0,0,0,1,1,1,1,0,1,0,-1,1,1,1,1,0,0,1,0,1,1,1,1,1,-1,-1,0,1,0,1,-1,1,-1,1,0,-1,1,1,1,1,1,-1,1,1,1,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,0,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,0,-1,1,1,0,0
Nelson Marquezelli,PTB,SP,0,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,0,-1,1,-1,1,0,1,1,0,0,1,1,1,1,1,1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,0,1,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,1,-1,1,1,0,0
Remi Trinta,PL,MA,0,0,0,0,0,1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,-1,1,-1,0,0,0,0
Ney Lopes,PFL,RN,0,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,1,-1,1,1,-1,1,0,1,1,-1,0,1,0,1,0,1,1,1,-1,-1,-1,0,-1,1,0,1,0,1,0,-1,1,1,0,0,0,-1,0,1,1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,-1,1,0,0,0,1,1,-1,0,-1,1,-1,1,0,0,0
João Herrmann Neto,PPS,SP,0,0,0,-1,1,1,-1,-1,-1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,-1,1,0,-1,0,0,0,1,-1,0,0,0,0,0,1,1,1,0,-1,-1,1,-1,-1,0,0,0,-1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osvaldo Reis,PMDB,TO,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,0,1,-1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,-1,1,-1,-1,0,1,1,-1,0,-1,1,-1,1,-1,0,0
Osvaldo Coelho,PFL,PE,0,-1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,1,0,0,0,0,1,-1,0,0,1,0,1,0,1,1,1,0,-1,1,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,1,-1,0,-1,0,0,1,0,0,0,-1,1,0,0,0,0,0
Robson Tuma,PFL,SP,0,0,0,1,0,1,0,-1,-1,0,1,1,0,0,1,1,-1,0,0,-1,1,0,1,1,-1,1,0,1,1,0,1,0,1,0,-1,0,1,0,0,1,0,0,1,0,-1,1,1,0,0,0,0,1,0,1,0,1,0,-1,0,0,-1,0,0,0,-1,1,-1,-1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,-1,1,-1,0,0,1,0,-1,0,0,-1,1,1,1,0,0
José Mendonça Bezerra,PFL,PE,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,-1,0,0,1,0,1,0,-1,1,1,0,0,0,-1,0,1,1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,1,-1,1,0,0,0
Enio Bacci,PDT,RS,1,1,0,-1,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0,1,-1,-1,0,0,0,1,-1,1,1,-1,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0,1,0,0,0,-1,-1,-1,-1,-1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,0,0
Paulo Cesar de Oliveira Lima,PMDB,SP,0,0,0,1,1,1,-1,-1,-1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,1,0,0,-1,-1,0,0,1,1,0,-1,0,1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
João Tota,PPB,AC,0,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,0,1,0,-1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,1,-1,1,1,0,0
Alceste Almeida,PL,RR,0,-1,0,1,1,1,-1,-1,-1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0
Luis Barbosa,PFL,RR,0,-1,0,0,1,1,-1,-1,-1,1,1,1,0,1,1,1,-1,0,1,0,0,1,1,1,-1,1,0,0,1,0,0,1,1,-1,-1,-1,1,-1,1,0,1,1,1,0,-1,1,1,1,1,1,-1,0,1,0,0,-1,-1,-1,-1,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,0,0,0,-1,1,0,1,0,0,0
Robério Araújo,PL,RR,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,1,0,1,1,0,0,0,1,1,1,1,0,1,-1,-1,-1,1,-1,1,-1,0,0,1,0,0,1,1,1,1,-1,0,0,1,1,0,-1,-1,-1,-1,0,0,0,1,0,0,0,-1,-1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,-1,0,0,1,1,-1,-1,-1,1,-1,1,0,0,0
Salomão Cruz,PFL,RR,0,0,0,1,0,1,-1,-1,-1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0
Antonio Feijão,PSDB,AP,0,-1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,-1,1,1,0,0,0,1,1,-1,1,1,0,1,1,0,1,1,-1,-1,-1,1,-1,1,0,1,1,1,0,-1,1,1,1,1,1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,1,0,1,1,-1,1,1,1,0,1,1,0,1,-1,0,0,0,1,-1,0,0,0,-1,0,-1,0,0
Sérgio Barcellos,PFL,AP,0,-1,1,1,1,1,-1,-1,-1,1,0,0,1,1,1,1,0,1,1,-1,1,1,1,1,-1,0,1,1,1,0,0,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,0,-1,1,1,0,1,1,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,0,1,1,1,0,1,1,1,-1,1,1,1,0,1,1,0,1,-1,0,0,1,1,-1,0,-1,1,-1,1,1,0,0
Gerson Peres,PPB,PA,0,-1,0,1,1,1,-1,-1,-1,1,1,1,1,0,0,1,-1,0,1,-1,1,0,0,1,-1,1,1,1,0,1,0,0,1,-1,-1,-1,1,-1,1,0,0,-1,1,0,-1,1,1,1,1,1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,-1,1,1,0,0,1,0,0,0,-1,1,-1,1,1,0,0
Giovanni Queiroz,PDT,PA,0,1,1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,1,0,0,0,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,0,-1,0,0,0,0,0
Átila Lins,PFL,AM,0,-1,0,1,1,1,0,-1,-1,1,1,1,1,1,0,1,-1,1,1,-1,1,0,1,1,-1,1,1,0,1,1,1,1,1,-1,-1,0,0,0,1,-1,0,0,1,0,-1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,0,0,1,1,1,0,0,-1,1,1,0,0,1,1,0,1,-1,0,0,0,1,-1,1,-1,1,0,1,1,0,0
Dr. Luiz Fernando,PPB,AM,0,-1,1,1,1,1,-1,-1,0,1,1,1,0,1,1,1,-1,1,0,0,1,1,0,1,-1,1,1,0,0,1,1,0,0,-1,-1,-1,1,-1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,-1,-1,-1,-1,0,-1,-1,1,0,-1,1,-1,-1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,-1,0,0,1,1,-1,0,0,1,-1,1,1,0,0
Eurípedes Miranda,PDT,RO,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,0,-1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,0,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,0,1,-1,0,0
Expedito Júnior,PSDB,RO,0,-1,0,1,0,1,-1,-1,-1,1,1,1,0,1,1,1,-1,1,0,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,1,1,-1,0,0,1,-1,1,0,0,0
Antônio Jorge,PTB,TO,0,-1,1,1,1,1,0,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,-1,1,-1,0,0,0,0,0,0,-1,1,-1,1,-1,0,0
Freire Júnior,PMDB,TO,-1,-1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,-1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,1,-1,1,-1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1,-1,-1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
Airton Cascavel,PPS,RR,0,1,1,0,1,1,0,-1,-1,1,1,1,1,0,1,1,-1,0,-1,-1,1,1,0,1,-1,1,1,-1,1,1,-1,1,-1,0,1,1,0,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,0,-1,1,-1,0,-1,0,0,0,0,0,0,1,-1,-1,-1,1,-1,-1,1,-1,0,0
Eliseu Moura,PPB,MA,0,-1,0,1,1,1,-1,-1,0,1,1,1,0,1,1,1,1,0,1,-1,0,0,1,1,-1,1,1,1,0,1,1,0,0,-1,-1,0,0,0,0,-1,1,1,0,0,-1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,1,0,0
Sá,PPB,RR,0,0,1,1,0,1,-1,-1,-1,1,1,1,0,1,1,1,-1,0,0,-1,1,1,-1,1,-1,1,1,0,1,1,1,0,1,-1,-1,0,1,-1,0,-1,1,0,1,0,-1,1,1,1,1,1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,0,1,0,1,1,0,1,-1,0,0,0,1,-1,0,-1,1,0,0,1,0,0
Badu Picanço,PL,AP,0,0,0,1,0,1,0,-1,-1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
Evandro Milhomen,PSB,AP,0,1,0,-1,1,-1,-1,-1,-1,-1,0,0,1,0,1,1,1,0,-1,-1,1,0,1,1,-1,0,0,-1,0,0,-1,-1,-1,1,0,1,0,1,1,1,1,-1,0,0,0,-1,-1,-1,1,-1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,-1,-1,0,0,0,0,0,0,-1,0,0,0,-1,1,-1,1,1,0,0,0
Jurandil Juarez,PMDB,AP,0,-1,1,1,1,1,-1,-1,-1,1,0,1,1,1,1,1,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,0,0,-1,1,1,1,0,1,0,1,0,-1,1,1,0,1,-1,-1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,0,-1,1,-1,-1,0,1,1,-1,0,-1,1,-1,1,1,0,-1
Deusdeth Pantoja,PFL,PA,0,-1,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,0,1,-1,1,0,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,0,1,1,0,-1,1,1,0,1,1,-1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,0,0,-1,1,0,0,-1
Renildo Leal,PTB,PA,0,-1,0,1,-1,-1,0,-1,-1,-1,1,0,0,0,0,1,-1,0,1,0,1,0,0,1,-1,1,0,0,0,0,1,1,0,0,-1,0,0,0,1,-1,1,0,0,0,0,-1,1,1,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1,0,1,-1,0,1,1,-1,1,0,-1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,1,1,0,0
Francisco Garcia,PFL,AM,0,-1,1,1,1,1,0,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,0,1,0,-1,0,1,1,1,1,0,1,1,1,0,-1,-1,-1,-1,-1,0,-1,0,-1,0,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,0,0,1,0,-1,1,-1,0,0,1,1,-1,0,0,0,-1,1,1,0,0
Ildefonço Cordeiro,PSDB,AC,0,-1,0,1,1,1,0,0,-1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0
